Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks,screenshot path
ORIAHNN® Side Effects and Safety Considerations,Discontinuation Statistics,Visual representation and statistics of treatment discontinuation due to side effects.,C,1,Graphs and statistics require specialized rendering and interactivity.,https://www.oriahnn.com/side-effects-and-safety-considerations,discontinuation_statistics,Statistics,No matching catalog entry found.,screenshots/blocks/discontinuation_statistics__default.png
ORIAHNN® Search Results,Global Utility Navigation,Provides quick access to safety and prescribing details.,S,2,Limited functionality with links and navigation.,https://www.oriahnn.com/search-results,global_utility_strip,Utility strip,No direct catalog match found.,screenshots/blocks/global_utility_strip__default.png
ORIAHNN® Search Results,Search Results Display,Displays user query results.,M,1,Dynamic content rendering based on user input.,https://www.oriahnn.com/search-results,search_results,Search results,No direct catalog match found.,screenshots/blocks/search_results__default.png
ORIAHNN® Search Results,Page Footer,Provides links to resources and legal information.,S,2,Static footer structure.,https://www.oriahnn.com/search-results,footer_section,Footer,No direct catalog match found.,screenshots/blocks/footer_section__default.png
What is ORIAHNN®? Oral Treatment for Heavy Bleeding Due to Uterine Fibroids,Quick Benefits,Displays quick benefits of the product with supporting icons and text.,M,1,Involves icon integration and visual alignment.,https://www.oriahnn.com/what-is-oriahnn,quick_benefits_section,Icon-based benefits,Ensure icons are accessible and text is readable.,screenshots/blocks/quick_benefits_section__default.png
What is ORIAHNN®? Oral Treatment for Heavy Bleeding Due to Uterine Fibroids,Detailed Information,Provides detailed information about the product's functionality and differences.,M,1,Detailed content layout requiring proper spacing and hierarchy.,https://www.oriahnn.com/what-is-oriahnn,detailed_info_section,Information section,Test readability and content hierarchy.,screenshots/blocks/detailed_info_section__default.png
What is ORIAHNN®? Oral Treatment for Heavy Bleeding Due to Uterine Fibroids,CTA Proven Results,Encourages users to see proven results with a call-to-action button.,S,1,Single button with link functionality.,https://www.oriahnn.com/what-is-oriahnn,cta_section_1,Call to action,Verify button styling and click behavior.,screenshots/blocks/cta_section_1__default.png
What is ORIAHNN®? Oral Treatment for Heavy Bleeding Due to Uterine Fibroids,CTA Gynecologist,Encourages users to talk to their gynecologist with a call-to-action button.,S,1,Single button with link functionality.,https://www.oriahnn.com/what-is-oriahnn,cta_section_2,Call to action,Ensure button accessibility and link correctness.,screenshots/blocks/cta_section_2__default.png
"ORIAHNN® Savings, Insurance and Support",Two-Column CTA,Split section for image and call-to-action text.,M,1,Includes layout and interaction elements.,https://www.oriahnn.com/savings-and-insurance,two_column_cta,Call-to-action,None,screenshots/blocks/two_column_cta__default.png
"ORIAHNN® Savings, Insurance and Support",Form Embed,Interactive form for user submissions.,C,1,Handles form submissions and validations.,https://www.oriahnn.com/savings-and-insurance,form_embed,Embedded form,Matched to catalog.,screenshots/blocks/form_embed__default.png
ORIAHNN® Site Map,Site Map Content,Lists all site links and sections in a structured format.,M,1,Column layout adaptation for various screen sizes.,https://www.oriahnn.com/site-map,site_map_content,Content listing,Ensure logical grouping of links for user navigation.,screenshots/blocks/site_map_content__default.png
Not Sure if You Have Heavy Periods? Take the Heavy Periods Quiz | ORIAHNN®,Quiz Introduction,Introduction text for the interactive quiz.,S,1,Static introductory text.,https://www.oriahnn.com/heavy-periods-quiz,quiz_intro,Introduction,No matching block type found in the catalog.,screenshots/blocks/quiz_intro__default.png
Not Sure if You Have Heavy Periods? Take the Heavy Periods Quiz | ORIAHNN®,Quiz Form,Interactive form for quiz participation.,C,1,"Interactive forms require validation, accessibility, and dynamic behavior.",https://www.oriahnn.com/heavy-periods-quiz,quiz_form,Interactive form,No matching block type found in the catalog.,screenshots/blocks/quiz_form__default.png
Not Sure if You Have Heavy Periods? Take the Heavy Periods Quiz | ORIAHNN®,Footer Links,Footer section with legal and informational links.,S,1,Static footer links with minimal interactivity.,https://www.oriahnn.com/heavy-periods-quiz,footer_links,Footer,No matching block type found in the catalog.,screenshots/blocks/footer_links__default.png
How to Take ORIAHNN® for Heavy Bleeding Due to Uterine Fibroids,Daily Routine Section,Explains medication incorporation into daily life.,M,1,Detailed instructions and visual aids.,https://www.oriahnn.com/how-to-take-oriahnn,daily_routine_section,Instructional content,Focuses on user adherence to medication schedule.,screenshots/blocks/daily_routine_section__default.png
How to Take ORIAHNN® for Heavy Bleeding Due to Uterine Fibroids,Morning Capsule Instruction,Provides details for morning medication dose.,S,1,Simple text and icon-based instruction.,https://www.oriahnn.com/how-to-take-oriahnn,morning_capsule_instruction,Dosage instructions,Uses visual aids for clarity.,screenshots/blocks/morning_capsule_instruction__default.png
How to Take ORIAHNN® for Heavy Bleeding Due to Uterine Fibroids,Evening Capsule Instruction,Provides details for evening medication dose.,S,1,Simple text and icon-based instruction.,https://www.oriahnn.com/how-to-take-oriahnn,evening_capsule_instruction,Dosage instructions,Uses visual aids for clarity.,screenshots/blocks/evening_capsule_instruction__default.png
How to Take ORIAHNN® for Heavy Bleeding Due to Uterine Fibroids,Schedule Guidance,Offers tips for maintaining a medication schedule.,S,1,Basic content layout and tips.,https://www.oriahnn.com/how-to-take-oriahnn,schedule_guidance,Guidance content,Encourages consistency in medication adherence.,screenshots/blocks/schedule_guidance__default.png
How to Take ORIAHNN® for Heavy Bleeding Due to Uterine Fibroids,Food Guidance,Advises on medication intake relative to meals.,S,1,Simple advisory content.,https://www.oriahnn.com/how-to-take-oriahnn,food_guidance,Guidance content,Clarifies food-related instructions.,screenshots/blocks/food_guidance__default.png
How to Take ORIAHNN® for Heavy Bleeding Due to Uterine Fibroids,Savings Information,Details cost-saving options and discount eligibility.,M,1,Interactive accordion for information display.,https://www.oriahnn.com/how-to-take-oriahnn,savings_information,Savings details,Includes expandable sections for detailed information.,screenshots/blocks/savings_information__default.png
Uterine Fibroid Signs and Symptoms | ORIAHNN®,Symptoms Highlight,Overview of common symptoms associated with uterine fibroids.,S,1,Static content with no interactivity.,https://www.oriahnn.com/uterine-fibroids-symptoms,symptoms_highlight,Highlight section,Provides introductory information about symptoms.,screenshots/blocks/symptoms_highlight__default.png
Uterine Fibroid Signs and Symptoms | ORIAHNN®,Interactive Quiz CTA,Encourages users to engage with a quiz for symptom understanding.,M,1,Includes interactivity and potential backend integration.,https://www.oriahnn.com/uterine-fibroids-symptoms,interactive_quiz_cta,Call-to-action,Promotes user engagement and deeper understanding.,screenshots/blocks/interactive_quiz_cta__default.png
Uterine Fibroid Signs and Symptoms | ORIAHNN®,Symptoms Details,Detailed breakdown of symptoms types and severity.,M,1,Requires structured content and potential dynamic data.,https://www.oriahnn.com/uterine-fibroids-symptoms,symptoms_details,Detailed section,Provides comprehensive symptom information.,screenshots/blocks/symptoms_details__default.png
Uterine Fibroid Signs and Symptoms | ORIAHNN®,Signs Section,Visual and textual explanation of heavy menstrual bleeding signs.,M,1,Includes illustrative images and detailed descriptions.,https://www.oriahnn.com/uterine-fibroids-symptoms,signs_section,Illustrative section,Supports visual learning about medical conditions.,screenshots/blocks/signs_section__default.png
Uterine Fibroid Signs and Symptoms | ORIAHNN®,Helpful Resources,"CTAs for discussing symptoms, hearing experiences, and exploring treatments.",M,1,Includes multiple links and potential dynamic CTAs.,https://www.oriahnn.com/uterine-fibroids-symptoms,helpful_resources,Resource section,Encourages further exploration and action by users.,screenshots/blocks/helpful_resources__default.png
What Are Uterine Fibroids? | ORIAHNN®,Who Gets Uterine Fibroids?,Explains demographics and statistics about uterine fibroids.,M,1,Utilizes columnar layout for statistical presentation.,https://www.oriahnn.com/what-are-uterine-fibroids,who_gets_columns,Demographics content,Matches the 'Columns' block in the catalog.,screenshots/blocks/who_gets_columns__default.png
What Are Uterine Fibroids? | ORIAHNN®,Types of Fibroids,Describes the different types of uterine fibroids and their characteristics.,M,1,Presents categorized information in a structured format.,https://www.oriahnn.com/what-are-uterine-fibroids,types_of_fibroids,Categorized content,Matches the 'Columns' block in the catalog.,screenshots/blocks/types_of_fibroids__default.png
What Are Uterine Fibroids? | ORIAHNN®,Call-to-Action Tout Section,Highlights three key actions or topics related to uterine fibroids.,M,1,Includes interactive elements for user engagement.,https://www.oriahnn.com/what-are-uterine-fibroids,cta_tout_section,Call-to-action,This block does not directly match any catalog entry.,screenshots/blocks/cta_tout_section__default.png
What Are Uterine Fibroids? | ORIAHNN®,Next Page Call-to-Action,Provides a link to the next related page about symptoms of uterine fibroids.,S,1,Simple navigational functionality.,https://www.oriahnn.com/what-are-uterine-fibroids,next_page_cta,Call-to-action link,This block does not directly match any catalog entry.,screenshots/blocks/next_page_cta__default.png
ORIAHNN® Clinical Trial Results,Utility Navigation,"Provides quick access to important safety information, prescribing information, and other utility links.",M,1,Includes multiple links with potential accessibility requirements.,https://www.oriahnn.com/clinical-trials,utility_navigation,Utility strip,No exact match found in the catalog.,screenshots/blocks/utility_navigation__default.png
ORIAHNN® Clinical Trial Results,Introduction Text,Provides introductory information about the clinical trials and their outcomes.,S,1,Simple text content with minimal styling.,https://www.oriahnn.com/clinical-trials,intro_text,Introductory text,No exact match found in the catalog.,screenshots/blocks/intro_text__default.png
ORIAHNN® Clinical Trial Results,Clinical Trial Summary,"Summarizes key findings from the clinical trials, including statistics on effectiveness.",M,1,Involves structured data presentation and potential interactivity.,https://www.oriahnn.com/clinical-trials,clinical_trial_summary,Summary statistics,No exact match found in the catalog.,screenshots/blocks/clinical_trial_summary__default.png
ORIAHNN® Clinical Trial Results,Accordion Section,Displays detailed trial data in an expandable accordion format.,C,1,Requires scripting for expand/collapse functionality and accessibility compliance.,https://www.oriahnn.com/clinical-trials,accordion_section,Data accordion,Mapped to the Accordion block from the catalog.,screenshots/blocks/accordion_section__default.png
ORIAHNN® Clinical Trial Results,Hemoglobin Results,Highlights the impact of the treatment on hemoglobin levels.,M,1,May involve graphical representation of data.,https://www.oriahnn.com/clinical-trials,hemoglobin_section,Data highlight,No exact match found in the catalog.,screenshots/blocks/hemoglobin_section__default.png
ORIAHNN® Clinical Trial Results,Carousel Section,Showcases diverse characteristics of the trial participants using a carousel format.,C,1,Includes navigation and slide indicators with accessibility requirements.,https://www.oriahnn.com/clinical-trials,carousel_section,Participant carousel,Mapped to the Carousel block from the catalog.,screenshots/blocks/carousel_section__default.png
