Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks
homepage,Footer Section,"Footer containing site-wide links, legal text, and branding.",S,1,Basic layout with links and branding.,https://www.abbvieaccess.com/womens-health,footer_section,Footer,No direct match found in the catalog.
homepage,Back to Top Button,Button to quickly navigate back to the top of the page.,S,1,Simple functionality with minimal design.,https://www.abbvieaccess.com/womens-health,back_to_top,Utility button,No direct match found in the catalog.
homepage,Subscribe Modal,Modal dialog for subscribing to updates.,C,1,"Involves form handling, modal functionality, and potential backend integration.",https://www.abbvieaccess.com/womens-health,modal_subscribe,Subscription modal,No direct match found in the catalog.
homepage,Global Utility Strip,A navigation bar providing utility links such as signing up for updates.,S,1,Simple navigation links without advanced functionalities.,https://www.abbvieaccess.com/,global_utility_strip,Utility strip,Requires mapping to a utility navigation block.
homepage,Primary Navigation,Main navigation bar with links to key sections of the site.,M,1,Includes nested menus and accessibility considerations.,https://www.abbvieaccess.com/,primary_navigation,Main navigation,Potentially requires handling of submenu structures.
homepage,Hero Section,Prominent section featuring a large heading introducing the site.,M,1,Includes large visuals and responsive design considerations.,https://www.abbvieaccess.com/,hero_section,Hero banner,Ensure proper semantic structure for accessibility.
homepage,Call-to-Action Buttons,Interactive buttons for quick access to resources.,S,1,Simple interactive buttons with minimal logic.,https://www.abbvieaccess.com/,cta_buttons,Subscribe,Verify alignment with site-wide design standards.
homepage,Content Grid,Grid layout showcasing resources and links.,M,1,Requires responsive layout implementation.,https://www.abbvieaccess.com/,content_grid,Resource grid,Ensure consistent styling across grid items.
homepage,Footer Links,Footer navigation links for policies and contact information.,S,1,Standard footer navigation without advanced features.,https://www.abbvieaccess.com/,footer_links,Cookie preferences,Include accessibility labels for links.
homepage,Footer Legal Text,Legal disclaimers and copyright information displayed in the footer.,S,1,Static text without interactive elements.,https://www.abbvieaccess.com/,footer_legal,Legal text,Ensure compliance with legal requirements.
homepage,Back to Top Button,Interactive button to scroll back to the top of the page.,S,1,Simple scroll functionality.,https://www.abbvieaccess.com/,back_to_top,Utility button,Test functionality across different browsers.
homepage,Subscribe Modal,Modal window for subscribing to updates and news.,C,1,Includes interactive elements and form validation.,https://www.abbvieaccess.com/,subscribe_modal,Modal,Ensure proper accessibility and responsive design.
abbvieaccess registration,Global Utility Navigation,Provides quick access to utility links such as sign-up and navigation options.,M,1,Requires dynamic link management and accessibility compliance.,https://www.abbvieaccess.com/hcp-registration/abbvieaccess-registration,global_utility_navigation,Utility strip,No direct match found in AEM catalog.
abbvieaccess registration,Primary Navigation,Main navigation menu for accessing different sections of the site.,C,1,Deep navigation structure and accessibility compliance.,https://www.abbvieaccess.com/hcp-registration/abbvieaccess-registration,primary_navigation,Main navigation,No direct match found in AEM catalog.
abbvieaccess registration,Hero Section,Prominent section with main heading and branding for the page.,S,1,Simple layout with standard styling.,https://www.abbvieaccess.com/hcp-registration/abbvieaccess-registration,hero_section,Hero banner,Matched to 'Hero' block in AEM catalog.
abbvieaccess registration,CTA Grid,Grid of call-to-action buttons for navigating to key resources.,M,1,Interactive elements requiring visual and functional coherence.,https://www.abbvieaccess.com/hcp-registration/abbvieaccess-registration,cta_grid,Call-to-action grid,No direct match found in AEM catalog.
abbvieaccess registration,Form Section,Section containing the registration form for email updates.,C,1,"Includes form field validation, submission handling, and accessibility compliance.",https://www.abbvieaccess.com/hcp-registration/abbvieaccess-registration,form_section,Registration form,Matched to 'Form' block in AEM catalog.
abbvieaccess registration,Footer,"Footer section with links to legal, contact, and policy information.",S,1,Static content with basic styling.,https://www.abbvieaccess.com/hcp-registration/abbvieaccess-registration,footer,Footer,Matched to 'Footer' block in AEM catalog.
abbvieaccess registration,Back to Top Button,Button to quickly scroll back to the top of the page.,S,1,Simple functionality with minimal styling.,https://www.abbvieaccess.com/hcp-registration/abbvieaccess-registration,back_to_top_button,Back-to-top utility,No direct match found in AEM catalog.
abbvieaccess registration,Exit Site Modal,Modal dialog for confirming exit to external sites.,M,1,Interactive modal with focus management and accessibility compliance.,https://www.abbvieaccess.com/hcp-registration/abbvieaccess-registration,modal_exit_site,Exit confirmation modal,Matched to 'Modal' block in AEM catalog.
Preference Center,Utility Navigation,Provides quick access links for updates and navigation.,M,1,Includes accessibility and navigation features.,https://www.abbvieaccess.com/preference-center,global_utility_strip,Utility strip,Requires integration with site-wide header.
Preference Center,Primary Navigation,Main site navigation with links to key sections.,M,1,Deep navigation structure with potential submenus.,https://www.abbvieaccess.com/preference-center,primary_navigation,Main navigation,Primary navigation often includes dropdowns or mega menus.
Preference Center,Hero Section,Displays the main heading and introductory content for the page.,M,1,Involves large-scale visual design and potential animations.,https://www.abbvieaccess.com/preference-center,hero_section,Hero banner,Central visual element of the page.
Preference Center,Call-to-Action Section,Contains buttons linking to key resources and tools.,M,1,Requires responsive design and interactive elements.,https://www.abbvieaccess.com/preference-center,cta_section,Button grid,Focuses on user interaction and resource linking.
Preference Center,Preferences Introduction,Introduction text for managing communication preferences.,S,1,Static text content with minimal styling.,https://www.abbvieaccess.com/preference-center,preferences_intro,Introductory text,Could be styled as part of a larger text block.
Preference Center,Preferences CTAs,Buttons to manage branded and medical communications preferences.,C,1,Interactive elements with potential backend integration.,https://www.abbvieaccess.com/preference-center,preferences_ctas,Action buttons,Requires dynamic interaction and backend integration.
Preference Center,Footer Section,Contains footer links and legal information.,M,1,Includes structured links and potential dynamic content.,https://www.abbvieaccess.com/preference-center,footer_section,Footer links,Integral part of the site's navigation and compliance.
Preference Center,Back to Top Button,Button to quickly navigate back to the top of the page.,S,1,Simple interactive element.,https://www.abbvieaccess.com/preference-center,back_to_top,Scroll-to-top,Enhances user navigation experience.
Preference Center,Exit Site Modal,Modal dialog for confirming site exit.,C,1,Requires accessibility compliance and interaction design.,https://www.abbvieaccess.com/preference-center,modal_exit_site,Confirmation modal,Critical for user decision-making processes.
Preference Center,Subscribe for News Modal,Modal dialog for subscribing to news and updates.,C,1,Involves form handling and integration.,https://www.abbvieaccess.com/preference-center,modal_subscribe_news,Subscription modal,Supports user engagement and data collection.
Search Results,Utility Navigation,"Provides quick access to utility links, enhancing user convenience.",S,1,Basic navigation links with minimal interactivity.,https://www.abbvieaccess.com/search-results,global_utility_navigation,Utility strip,No direct match in catalog.
Search Results,Main Navigation,Serves as the primary navigation menu for accessing main site sections.,M,1,Includes dropdown menus and hierarchical structures.,https://www.abbvieaccess.com/search-results,primary_navigation,Main navigation,No direct match in catalog.
Search Results,Search Box,Facilitates user searches through a text input field.,M,1,Includes dynamic suggestions and search functionality.,https://www.abbvieaccess.com/search-results,search_box,Search input,Mapped to 'Search' block from catalog.
Search Results,Hero Section,Highlights the main content or call-to-action prominently.,M,1,Involves dynamic content and visual prominence.,https://www.abbvieaccess.com/search-results,hero_section,Hero banner,Mapped to 'Hero' block from catalog.
Search Results,Search Results,Displays results based on user search queries.,M,1,Requires integration with search backend and dynamic content display.,https://www.abbvieaccess.com/search-results,search_results,Search results,No direct match in catalog.
Search Results,Footer Navigation,Provides links to site policies and external resources.,M,1,Includes multiple links and potential dynamic updates.,https://www.abbvieaccess.com/search-results,footer_navigation,Footer links,Mapped to 'Footer' block from catalog.
Search Results,Back to Top Button,Allows users to quickly navigate back to the top of the page.,S,1,Simple functionality with minimal interactivity.,https://www.abbvieaccess.com/search-results,back_to_top,Utility button,No direct match in catalog.
Search Results,Exit Modal,"Informs users when leaving the site, offering options.",M,1,Requires modal functionality and user interaction handling.,https://www.abbvieaccess.com/search-results,exit_modal,Exit confirmation,Mapped to 'Modal' block from catalog.
Search Results,Subscribe Modal,Prompts users to subscribe for updates and news.,M,1,Requires modal functionality and subscription form handling.,https://www.abbvieaccess.com/search-results,subscribe_modal,Subscription prompt,Mapped to 'Modal' block from catalog.
Samples for Healthcare Professionals | AbbVie Access®,Global Utility Strip,Provides quick access to global utilities like sign-up and navigation.,M,1,Includes accessibility and navigation functionalities.,https://www.abbvieaccess.com/resource-request,global_utility_strip,Utility strip,No exact match found in the catalog.
Samples for Healthcare Professionals | AbbVie Access®,Primary Navigation,Main navigation menu for accessing key site sections.,C,1,Deep navigation structure with potential accessibility requirements.,https://www.abbvieaccess.com/resource-request,primary_navigation,Main navigation,No exact match found in the catalog.
Samples for Healthcare Professionals | AbbVie Access®,Hero Section,Prominent section highlighting the page's main purpose.,M,1,Includes large image and heading with responsive design.,https://www.abbvieaccess.com/resource-request,hero_section,Hero,Matched to 'Hero' in the catalog.
Samples for Healthcare Professionals | AbbVie Access®,CTA Links,Call-to-action links for navigating to related resources.,S,1,Basic navigation links without additional interactive elements.,https://www.abbvieaccess.com/resource-request,cta_links,Primary CTA,No exact match found in the catalog.
Samples for Healthcare Professionals | AbbVie Access®,Secondary CTA Links,Additional call-to-action links for specific tools and resources.,S,1,Simple secondary navigation links.,https://www.abbvieaccess.com/resource-request,secondary_cta_links,Secondary CTA,No exact match found in the catalog.
Samples for Healthcare Professionals | AbbVie Access®,Product Cards,Displays information and links for various products.,M,1,Card layout with images and text requiring responsive design.,https://www.abbvieaccess.com/resource-request,product_cards,Cards,Matched to 'Cards' in the catalog.
Samples for Healthcare Professionals | AbbVie Access®,Footer,Footer section containing site-wide links and information.,S,1,Static footer with links and basic styling.,https://www.abbvieaccess.com/resource-request,footer,Footer,Matched to 'Footer' in the catalog.
Enrollment Forms | AbbVie Access®,Utility Navigation,Provides access to utility links like updates.,S,1,Simple navigation bar with links.,https://www.abbvieaccess.com/enrollment-forms,global_utility_navigation,Utility strip,Mapped to Header for utility navigation.
Enrollment Forms | AbbVie Access®,Primary Navigation,Main navigation bar for site sections.,M,1,Includes dropdowns and multiple levels.,https://www.abbvieaccess.com/enrollment-forms,primary_navigation,Main navigation,Mapped to Header for primary navigation.
Enrollment Forms | AbbVie Access®,Hero Section,Highlights the main page purpose.,M,1,Includes large image and text.,https://www.abbvieaccess.com/enrollment-forms,hero_section,Hero banner,Mapped to Hero for main visual highlight.
Enrollment Forms | AbbVie Access®,CTA Links,Displays quick links to resources.,S,1,Simple card layout for links.,https://www.abbvieaccess.com/enrollment-forms,cta_links,Call-to-action cards,Mapped to Cards for link presentation.
Enrollment Forms | AbbVie Access®,Content Cards,Displays product info and links.,M,1,Requires grid layout and responsive design.,https://www.abbvieaccess.com/enrollment-forms,content_cards,Informational cards,Mapped to Cards for content display.
Enrollment Forms | AbbVie Access®,Footer Links,Site-wide footer with legal and links.,S,1,Static content with minimal interactivity.,https://www.abbvieaccess.com/enrollment-forms,footer_links,Footer section,Mapped to Footer for site-wide links.
Enrollment Forms | AbbVie Access®,Back to Top Button,Scrolls user to top of the page.,S,1,Basic JavaScript functionality.,https://www.abbvieaccess.com/enrollment-forms,back_to_top_button,Interactive button,No direct match in catalog.
Enrollment Forms | AbbVie Access®,Exit Modal,Displays a modal upon site exit.,C,1,Interactive modal with dynamic behavior.,https://www.abbvieaccess.com/enrollment-forms,modal_exit,Exit intent modal,Mapped to Modal for site exit handling.
Formulary Tools and Coverage | AbbVie Access®,Global Header,Displays the site's header with utility and primary navigation.,M,1,Includes multiple navigation layers and accessibility features.,https://www.abbvieaccess.com/formulary-coverage,global_header,Utility and Primary Navigation,Contains search functionality and sticky behavior.
Formulary Tools and Coverage | AbbVie Access®,Hero Section,Provides a hero area with a title and introductory content.,S,1,Simple layout with predefined styling.,https://www.abbvieaccess.com/formulary-coverage,hero_section,Page Title and Introduction,Used for branding and immediate user engagement.
Formulary Tools and Coverage | AbbVie Access®,Call-to-Action Section,Displays interactive buttons for navigating to resources.,M,1,Interactive elements require accessibility and responsive design.,https://www.abbvieaccess.com/formulary-coverage,cta_section,Navigation Buttons,May include links to forms or tools.
Formulary Tools and Coverage | AbbVie Access®,Product Cards,Shows a grid of product cards with coverage details.,M,1,Dynamic content with links and styled containers.,https://www.abbvieaccess.com/formulary-coverage,product_cards,Product Display,Requires responsive grid layout.
Formulary Tools and Coverage | AbbVie Access®,Footer,Displays footer content with links and legal information.,S,1,Static content with basic styling.,https://www.abbvieaccess.com/formulary-coverage,footer,Links and Legal Information,Includes branding and contact details.
Resources and Support for Patients | AbbVie Access®,Utility Navigation,Provides user access to utility links such as registration and updates.,S,1,Basic navigation links without deep interactivity.,https://www.abbvieaccess.com/patient-resources,global_utility_navigation,Utility Navigation,No matching AEM block type found.
Resources and Support for Patients | AbbVie Access®,Primary Navigation,Main navigation menu for accessing site sections.,M,1,Includes hierarchical menus and dropdowns.,https://www.abbvieaccess.com/patient-resources,primary_navigation,Main Navigation,No matching AEM block type found.
Resources and Support for Patients | AbbVie Access®,Hero Section,Prominent header image and title introducing the page.,S,1,Simple image and text overlay.,https://www.abbvieaccess.com/patient-resources,hero_section,Hero,Mapped to AEM Hero block.
Resources and Support for Patients | AbbVie Access®,Call-to-Action Section,"Highlights key actions for users, such as accessing support tools.",M,1,Interactive elements requiring action.,https://www.abbvieaccess.com/patient-resources,cta_section,Call-to-Action,No matching AEM block type found.
Resources and Support for Patients | AbbVie Access®,Product Cards,Displays cards for different products with links to resources.,M,1,Requires grid layout and responsive design.,https://www.abbvieaccess.com/patient-resources,product_cards,Cards,Mapped to AEM Cards block.
Resources and Support for Patients | AbbVie Access®,Contact Information,Provides contact details for medical information.,S,1,Static content display.,https://www.abbvieaccess.com/patient-resources,contact_information,Contact Information,No matching AEM block type found.
Resources and Support for Patients | AbbVie Access®,Footer Section,Contains site-wide footer links and branding.,S,1,Static footer with links.,https://www.abbvieaccess.com/patient-resources,footer_section,Footer,Mapped to AEM Footer block.
Reimbursement Support for Medications | AbbVie Access®,Global Utility Strip,Provides quick access to utility links like signing up for updates.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.abbvieaccess.com/reimbursement-program,global_utility_strip,default,templateIds: tpl_12
Reimbursement Support for Medications | AbbVie Access®,Primary Navigation,Main navigation menu for site sections.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.abbvieaccess.com/reimbursement-program,primary_navigation,default,templateIds: tpl_12
Reimbursement Support for Medications | AbbVie Access®,Hero Section,Prominent section with the main heading and introductory content.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.abbvieaccess.com/reimbursement-program,hero_section,default,templateIds: tpl_12
Reimbursement Support for Medications | AbbVie Access®,CTA Links,Call-to-action links for navigating to key sections.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.abbvieaccess.com/reimbursement-program,cta_links,default,templateIds: tpl_12
Reimbursement Support for Medications | AbbVie Access®,Product Cards,Displays cards with product information and links.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.abbvieaccess.com/reimbursement-program,product_cards,default,templateIds: tpl_12
Reimbursement Support for Medications | AbbVie Access®,Contact Information,Provides contact details for medical information.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.abbvieaccess.com/reimbursement-program,contact_info,default,templateIds: tpl_12
Reimbursement Support for Medications | AbbVie Access®,Footer Links,"Contains links for accessibility, contact, and legal information.",M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.abbvieaccess.com/reimbursement-program,footer_links,default,templateIds: tpl_12
myAbbVie Assist: Patient Assistance Program | AbbVie Access®,Utility Navigation,Provides quick access to utility links such as updates signup.,S,1,Simple navigation links without deep hierarchy or complex interactions.,https://www.abbvieaccess.com/patient-assistance,utility_navigation,Utility strip,No exact match found in the AEM catalog.
myAbbVie Assist: Patient Assistance Program | AbbVie Access®,Primary Navigation,Main site navigation for accessing different sections.,M,1,Includes hierarchical navigation with submenu interactions.,https://www.abbvieaccess.com/patient-assistance,primary_navigation,Main navigation,No exact match found in the AEM catalog.
myAbbVie Assist: Patient Assistance Program | AbbVie Access®,Hero Section,Main introductory content with a title and logo.,S,1,Static hero section with basic styling.,https://www.abbvieaccess.com/patient-assistance,hero_section,Hero block,Mapped to the AEM Hero block.
myAbbVie Assist: Patient Assistance Program | AbbVie Access®,CTA Buttons,Call-to-action buttons for navigating to key sections.,S,1,Simple button interactions without complex functionality.,https://www.abbvieaccess.com/patient-assistance,cta_buttons,Call-to-action,No exact match found in the AEM catalog.
myAbbVie Assist: Patient Assistance Program | AbbVie Access®,Introductory Text,Rich text section providing introductory information.,S,1,Static rich text content.,https://www.abbvieaccess.com/patient-assistance,rich_text_intro,Text content,No exact match found in the AEM catalog.
myAbbVie Assist: Patient Assistance Program | AbbVie Access®,Interactive Image,Clickable image linking to external resources.,S,1,Basic image functionality with hyperlink.,https://www.abbvieaccess.com/patient-assistance,interactive_image,Interactive image,No exact match found in the AEM catalog.
myAbbVie Assist: Patient Assistance Program | AbbVie Access®,Footer Links,Links to legal and informational resources in the footer.,S,1,Static footer links without dynamic content.,https://www.abbvieaccess.com/patient-assistance,footer_links,Footer links,Mapped to the AEM Footer block.
myAbbVie Assist: Patient Assistance Program | AbbVie Access®,Footer Legal Text,Legal and trademark information in the footer.,S,1,Static text content within the footer.,https://www.abbvieaccess.com/patient-assistance,footer_legal,Footer legal text,Mapped to the AEM Footer block.
myAbbVie Assist: Patient Assistance Program | AbbVie Access®,Back to Top Button,Button to scroll back to the top of the page.,S,1,Simple scroll functionality.,https://www.abbvieaccess.com/patient-assistance,back_to_top,Back to top,No exact match found in the AEM catalog.
myAbbVie Assist: Patient Assistance Program | AbbVie Access®,Exit Site Modal,Modal dialog for confirming navigation to external sites.,M,1,Interactive modal with user confirmation functionality.,https://www.abbvieaccess.com/patient-assistance,modal_exit_site,Exit confirmation,Mapped to the AEM Modal block.
myAbbVie Assist: Patient Assistance Program | AbbVie Access®,Subscribe Modal,Modal dialog for subscribing to updates.,M,1,Interactive modal with form submission functionality.,https://www.abbvieaccess.com/patient-assistance,modal_subscribe,Subscribe updates,Mapped to the AEM Modal block.
Prior Authorization Process for Medications | AbbVie Access®,Global Utility Navigation,Provides quick access to utility links such as sign-up and contact information.,S,1,Simple navigation structure without deep interactivity.,https://www.abbvieaccess.com/prior-authorization,global_utility_navigation,Utility strip,No direct match found in the catalog.
Prior Authorization Process for Medications | AbbVie Access®,Primary Navigation,Main site navigation with links to primary sections.,M,1,Includes submenus and hierarchical navigation.,https://www.abbvieaccess.com/prior-authorization,primary_navigation,Main navigation,No direct match found in the catalog.
Prior Authorization Process for Medications | AbbVie Access®,Hero Section,Highlights the main topic of the page with a prominent title.,M,1,Prominent visual element requiring CSS and JS for styling and interactivity.,https://www.abbvieaccess.com/prior-authorization,hero_section,Hero banner,Matched to 'Hero' in the catalog.
Prior Authorization Process for Medications | AbbVie Access®,CTA Buttons,Call-to-action buttons for navigating to related sections or actions.,S,1,Simple buttons with minimal styling and functionality.,https://www.abbvieaccess.com/prior-authorization,cta_buttons,Buttons,No direct match found in the catalog.
Prior Authorization Process for Medications | AbbVie Access®,Video Modal,Embedded video content accessible via modal.,C,1,Involves embedding and lazy loading video content with modal interactivity.,https://www.abbvieaccess.com/prior-authorization,video_modal,Modal video,Matched to 'Video' in the catalog.
Prior Authorization Process for Medications | AbbVie Access®,Image and Text Section,Displays images alongside descriptive text.,M,1,Combines visual and textual content with responsive layout.,https://www.abbvieaccess.com/prior-authorization,image_text_section,Image-text pair,No direct match found in the catalog.
Prior Authorization Process for Medications | AbbVie Access®,Product Cards,Grid of cards showcasing products with links and information.,M,1,Grid-based layout with interactive elements and responsive design.,https://www.abbvieaccess.com/prior-authorization,product_cards,Card grid,Matched to 'Cards' in the catalog.
