Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks
Search Results,Safety Bar,Provides expandable safety information for the product.,M,1,Interactive expandable element for safety information.,https://www.ozurdexsavingsprogram.com/search-results,safety_bar,Expandable safety bar,Includes detailed product safety information.
Sitemap,Utility Navigation,Provides quick access to utility links and resources.,S,1,Simple navigation links with minimal interactivity.,https://www.ozurdexsavingsprogram.com/sitemap,global_utility_navigation,Utility strip,No matching catalog entry found.
Sitemap,Primary Navigation,Main site navigation for accessing different sections.,M,1,Includes deeper navigation hierarchy and potential accessibility concerns.,https://www.ozurdexsavingsprogram.com/sitemap,primary_navigation,Main navigation,No matching catalog entry found.
Sitemap,Header Logo,Displays the site logo and links to the homepage.,S,1,Static image link with minimal functionality.,https://www.ozurdexsavingsprogram.com/sitemap,header_logo,Logo,No matching catalog entry found.
Sitemap,Main Content Area,The primary content section of the page.,M,1,Includes dynamic content and potential for accessibility adjustments.,https://www.ozurdexsavingsprogram.com/sitemap,main_content,Content area,No matching catalog entry found.
Sitemap,Important Safety Information,Contains critical safety and usage information for the product.,C,1,Detailed safety-related content requiring compliance and accessibility considerations.,https://www.ozurdexsavingsprogram.com/sitemap,important_safety_information,Safety content,No matching catalog entry found.
Sitemap,Footer Links,Provides links to important resources and policies.,M,1,Includes multiple links and potential styling requirements.,https://www.ozurdexsavingsprogram.com/sitemap,footer_links,Footer links,Matched to catalog entry 'Footer'.
Sitemap,Footer Logo,Displays the footer logo and links to the parent company.,S,1,Static image link with minimal functionality.,https://www.ozurdexsavingsprogram.com/sitemap,footer_logo,Logo,No matching catalog entry found.
Sitemap,Back to Top Button,Allows users to quickly return to the top of the page.,S,1,Simple scrolling functionality.,https://www.ozurdexsavingsprogram.com/sitemap,back_to_top_button,Utility button,No matching catalog entry found.
Sitemap,Safety Bar,Expandable section summarizing safety information.,M,1,Interactive expandable section requiring accessibility features.,https://www.ozurdexsavingsprogram.com/sitemap,safety_bar,Safety summary,No matching catalog entry found.
