Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks,screenshot path
OZURDEX® Savings Program | How It Works,Primary Navigation,Main navigation menu for the site.,M,3,Primary navigation with potential for deeper structures.,https://www.ozurdexsavingsprogram.com/howitworks,primary_navigation,Main navigation,No direct match found in the AEM catalog.,screenshots/blocks/primary_navigation__default.png
OZURDEX® Savings Program | How It Works,Eligibility Information,Details about patient eligibility for the savings program.,S,1,Static text content with minimal interactive elements.,https://www.ozurdexsavingsprogram.com/howitworks,eligibility_section,Eligibility content,No direct match found in the AEM catalog.,screenshots/blocks/eligibility_section__default.png
OZURDEX® Savings Program | How It Works,Enrollment Steps,Provides step-by-step instructions for enrolling patients.,M,1,Structured content with potential for dynamic updates.,https://www.ozurdexsavingsprogram.com/howitworks,enrollment_steps,Instructional steps,No direct match found in the AEM catalog.,screenshots/blocks/enrollment_steps__default.png
OZURDEX® Savings Program | How It Works,Enrollment Accordion,Contains expandable details about enrollment rules and savings.,M,1,Interactive accordion requiring JavaScript and CSS.,https://www.ozurdexsavingsprogram.com/howitworks,accordion_enrollment,Expandable enrollment details,Matched to the Accordion block in the AEM catalog.,screenshots/blocks/accordion_enrollment__default.png
OZURDEX® Savings Program | How It Works,Reimbursement Instructions,Explains how offices can request reimbursement.,S,1,Static text content with minimal interactive elements.,https://www.ozurdexsavingsprogram.com/howitworks,reimbursement_section,Instructional content,No direct match found in the AEM catalog.,screenshots/blocks/reimbursement_section__default.png
OZURDEX® Savings Program | How It Works,Reimbursement Accordion,Contains expandable details about reimbursement processes.,M,1,Interactive accordion requiring JavaScript and CSS.,https://www.ozurdexsavingsprogram.com/howitworks,accordion_reimbursement,Expandable reimbursement details,Matched to the Accordion block in the AEM catalog.,screenshots/blocks/accordion_reimbursement__default.png
OZURDEX® Savings Program | How It Works,Resources Download,Provides links to download program resources and forms.,S,1,Static links with minimal interactivity.,https://www.ozurdexsavingsprogram.com/howitworks,resources_section,Download links,No direct match found in the AEM catalog.,screenshots/blocks/resources_section__default.png
OZURDEX® Savings Program | How It Works,Terms and Conditions,Displays the terms and conditions of the savings program.,S,1,Static content with minimal interactivity.,https://www.ozurdexsavingsprogram.com/howitworks,terms_conditions,Legal content,No direct match found in the AEM catalog.,screenshots/blocks/terms_conditions__default.png
Search Results,Logo Header,Displays the site logo and branding.,S,1,Static branding element.,https://www.ozurdexsavingsprogram.com/search-results,logo_header,Logo,Displays the Ozurdex logo prominently in the header.,screenshots/blocks/logo_header__default.png
Search Results,Search Utility,Provides a search functionality for the website.,M,1,Includes search input and results display.,https://www.ozurdexsavingsprogram.com/search-results,search_util,Search box,Enables users to search across the site.,screenshots/blocks/search_util__default.png
Search Results,Main Content Area,The primary content area for displaying search results and related information.,M,2,Dynamic content display with search results.,https://www.ozurdexsavingsprogram.com/search-results,main_content,Content display,This area dynamically loads search results.,screenshots/blocks/main_content__default.png
Search Results,Footer Legal Text,Displays copyright and legal disclaimers.,S,1,Static content with minimal functionality.,https://www.ozurdexsavingsprogram.com/search-results,footer_legal,Legal text,Includes copyright and legal disclaimers.,screenshots/blocks/footer_legal__default.png
Sitemap,Header Logo,Displays the site logo and links to the homepage.,S,1,Static image link with minimal functionality.,https://www.ozurdexsavingsprogram.com/sitemap,header_logo,Logo,No matching catalog entry found.,screenshots/blocks/header_logo__default.png
Sitemap,Footer Logo,Displays the footer logo and links to the parent company.,S,1,Static image link with minimal functionality.,https://www.ozurdexsavingsprogram.com/sitemap,footer_logo,Logo,No matching catalog entry found.,screenshots/blocks/footer_logo__default.png
