Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks,screenshot path
Keeping Your Routine Between the Seasons,Global Utility Strip,"Provides quick access to important links such as risk information, patient information, and healthcare professional resources.",M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.loloestrin.com/get-the-facts/keeping-your-routine-between-the-seasons,global_utility_strip,default,templateIds: tpl_1,screenshots/blocks/global_utility_strip__default.png
Keeping Your Routine Between the Seasons,Hero Section,Prominent feature section with background image and introductory content.,M,5,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.loloestrin.com/get-the-facts/keeping-your-routine-between-the-seasons,hero_section,default,templateIds: tpl_1,screenshots/blocks/hero_section__default.png
Keeping Your Routine Between the Seasons,Content Columns,Three-column layout showcasing key information and tips.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.loloestrin.com/get-the-facts/keeping-your-routine-between-the-seasons,content_columns,default,templateIds: tpl_1,screenshots/blocks/content_columns__default.png
Keeping Your Routine Between the Seasons,Footer,"Footer section with links to site map, accessibility statement, and other legal information.",M,3,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.loloestrin.com/get-the-facts/keeping-your-routine-between-the-seasons,footer,default,templateIds: tpl_1,screenshots/blocks/footer__default.png
Lo Loestrin Site Map,Sitemap Links,Displays a structured list of site links.,S,1,Simple list display with basic styling.,https://www.loloestrin.com/lo-loestrin-site-map,sitemap_links,Link list,Requires specific mapping for structured link display.,screenshots/blocks/sitemap_links__default.png
Lo Loestrin Site Map,Back to Top,Provides a button to return to the top of the page.,S,1,Simple functionality with minimal styling.,https://www.loloestrin.com/lo-loestrin-site-map,back_to_top,Utility button,Requires basic scripting and styling.,screenshots/blocks/back_to_top__default.png
Modal Information,Modal Title Section,Displays the title and introductory text for the modal.,S,1,Simple text and heading rendering.,https://www.loloestrin.com/modal/pricing-information-modal,modal_title_section,Title and Introduction,No matching catalog entry found.,screenshots/blocks/modal_title_section__default.png
Modal Information,Modal Terms and Conditions,"Contains the detailed terms, conditions, and eligibility criteria for the savings program.",M,1,Contains structured content with potential formatting.,https://www.loloestrin.com/modal/pricing-information-modal,modal_terms_conditions,Rich Text Content,No matching catalog entry found.,screenshots/blocks/modal_terms_conditions__default.png
Modal Information,Modal Footer,"Displays additional information and references, such as document identifiers.",S,1,Footer content with minor styling.,https://www.loloestrin.com/modal/pricing-information-modal,modal_footer_information,Footer Information,Mapped to 'Footer' block in the catalog.,screenshots/blocks/modal_footer_information__default.png
Low Estrogen Birth Control Pill | Lo Loestrin® Fe,Call-to-Action Columns,Displays actionable links in a three-column layout.,M,1,Interactive links and responsive column design.,https://www.loloestrin.com/,cta_columns,Three-column layout,Ensure call-to-action clarity and accessibility.,screenshots/blocks/cta_columns__default.png
Low Estrogen Birth Control Pill | Lo Loestrin® Fe,Low Dose Section,Communicates product benefits with supporting visuals.,M,1,Includes visual elements and descriptive text.,https://www.loloestrin.com/,low_dose_section,Informative section,Highlight product features effectively.,screenshots/blocks/low_dose_section__default.png
Low Estrogen Birth Control Pill | Lo Loestrin® Fe,Prescribed Section,Showcases product's market position with visuals and text.,M,1,Combination of branding and informational content.,https://www.loloestrin.com/,prescribed_section,Branded content section,Ensure engaging and credible presentation.,screenshots/blocks/prescribed_section__default.png
Low Estrogen Birth Control Pill | Lo Loestrin® Fe,Savings Section,Provides details on savings programs and eligibility.,M,1,Interactive and informational layout.,https://www.loloestrin.com/,savings_section,Savings information,Focus on clarity and accessibility of savings details.,screenshots/blocks/savings_section__default.png
Low Estrogen Birth Control Pill | Lo Loestrin® Fe,Five Reasons Section,Encourages inquiries about low-dose options with visuals and text.,M,1,Combines persuasive content and visual design.,https://www.loloestrin.com/,five_reasons_section,Persuasive content section,Ensure the message is engaging and clear.,screenshots/blocks/five_reasons_section__default.png
Search Results,Search Results,Displays user query results.,M,1,Requires integration with search backend and dynamic rendering.,https://www.loloestrin.com/search-results,search_results,Search results listing,Ensure real-time search capability and pagination.,screenshots/blocks/search_results__default.png
Search Results,Footer Legal Text,Displays legal disclaimers and copyright information.,S,1,Static text component with minimal interactivity.,https://www.loloestrin.com/search-results,footer_legal_text,Legal footer text,Ensure compliance with legal standards.,screenshots/blocks/footer_legal_text__default.png
Search Results,Modal Popup,Displays a modal dialog for promotional or informational content.,M,2,Interactive component requiring accessibility compliance.,https://www.loloestrin.com/search-results,modal_popup,Popup modal,Ensure keyboard navigation and focus trapping.,screenshots/blocks/modal_popup__default.png
Search Results,Safety Bar,Expandable section for concise safety information.,M,2,Interactive element requiring dynamic content handling.,https://www.loloestrin.com/search-results,safety_bar,Expandable safety section,Ensure compliance with accessibility standards.,screenshots/blocks/safety_bar__default.png
Frequently Asked Questions | Lo Loestrin® Fe,FAQ Categories Links,Displays links to FAQ categories in a card-like format.,M,1,Requires grid layout and responsive behavior.,https://www.loloestrin.com/lo-loestrin-faqs,faq_categories_links,Category links,Ensure consistent styling and alignment.,screenshots/blocks/faq_categories_links__default.png
Frequently Asked Questions | Lo Loestrin® Fe,FAQ Section: About,Interactive accordion for FAQ content related to the product.,M,1,Interactive functionality with accessibility considerations.,https://www.loloestrin.com/lo-loestrin-faqs,faq_section_about,FAQ accordion,Test for keyboard navigation compliance.,screenshots/blocks/faq_section_about__default.png
Frequently Asked Questions | Lo Loestrin® Fe,FAQ Section: Getting Lo Loestrin Fe,Accordion section addressing acquisition-related FAQs.,M,1,Requires dynamic content handling and user interaction.,https://www.loloestrin.com/lo-loestrin-faqs,faq_section_getting,FAQ accordion,Ensure content updates dynamically and handles user input effectively.,screenshots/blocks/faq_section_getting__default.png
Frequently Asked Questions | Lo Loestrin® Fe,FAQ Section: Taking Lo Loestrin Fe,Accordion section providing usage-related FAQs.,M,1,Interactive and content-rich with accessibility needs.,https://www.loloestrin.com/lo-loestrin-faqs,faq_section_taking,FAQ accordion,Optimize for user engagement and clarity.,screenshots/blocks/faq_section_taking__default.png
Estrogen Pop Quiz,Quiz Embed,Interactive section embedding a quiz form.,C,1,Interactive forms often require validation and dynamic elements.,https://www.loloestrin.com/estrogen-pop-quiz,quiz_embed,Interactive quiz,Include error handling and accessibility checks.,screenshots/blocks/quiz_embed__default.png
