Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks
Search Results,Utility Navigation,Provides quick access to utility links such as prescribing information and healthcare professional resources.,M,1,Utility navigation involves accessibility considerations and integration with external links.,https://www.ozurdex.com/search-results,global_utility_navigation,Utility strip,No direct catalog match found.
Search Results,Primary Navigation,Main site navigation with links to key sections.,C,1,Primary navigation typically involves deep hierarchy and accessibility requirements.,https://www.ozurdex.com/search-results,primary_navigation,Main navigation,No direct catalog match found.
Search Results,Hero Section,The main visual and informational section of the page.,M,1,Hero sections often involve dynamic content and styling.,https://www.ozurdex.com/search-results,hero_section,Hero,Matched with AEM catalog entry 'Hero'.
Search Results,Search Results,Displays the search results and filters.,C,1,Search functionality includes dynamic content loading and filtering.,https://www.ozurdex.com/search-results,search_results,Search results,Matched with AEM catalog entry 'Search'.
Search Results,Safety Information,Provides critical safety and usage information for the product.,S,1,Static text content with basic styling.,https://www.ozurdex.com/search-results,important_safety_information,Safety statement,No direct catalog match found.
Search Results,Footer Links,"Contains links to legal, privacy, and contact information.",S,1,Footer links are generally static and straightforward.,https://www.ozurdex.com/search-results,footer_links,Footer,Matched with AEM catalog entry 'Footer'.
Search Results,Back to Top Button,Allows users to quickly return to the top of the page.,S,1,Simple button functionality with minor styling.,https://www.ozurdex.com/search-results,back_to_top,Button,No direct catalog match found.
Search Results,Cookie Settings Modal,Provides options for managing cookie preferences.,M,1,Modal functionalities involve accessibility and dynamic behavior.,https://www.ozurdex.com/search-results,cookie_settings_modal,Cookie preferences,No direct catalog match found.
Cookies Settings Page,Page Title,Displays the main title of the page.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.ozurdex.com/cookies-settings,page_title,default,templateIds: tpl_7
Cookies Settings Page,Privacy Preference Center,Provides an overview of privacy preferences and cookie usage.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.ozurdex.com/cookies-settings,privacy_preference_center,default,templateIds: tpl_7
Cookies Settings Page,Manage Consent Preferences,Allows users to manage their cookie consent preferences.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.ozurdex.com/cookies-settings,manage_consent_preferences,default,templateIds: tpl_7
Cookies Settings Page,Required Cookies Accordion,Accordion section detailing information about required cookies.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.ozurdex.com/cookies-settings,required_cookies_accordion,default,templateIds: tpl_7
Cookies Settings Page,Functional Cookies Accordion,Accordion section detailing information about functional cookies.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.ozurdex.com/cookies-settings,functional_cookies_accordion,default,templateIds: tpl_7
Cookies Settings Page,Advertising Cookies Accordion,Accordion section detailing information about advertising cookies.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.ozurdex.com/cookies-settings,advertising_cookies_accordion,default,templateIds: tpl_7
Cookies Settings Page,Confirm Choices CTA,Call-to-action button for confirming cookie preferences.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.ozurdex.com/cookies-settings,confirm_choices_cta,default,templateIds: tpl_7
Cookies Settings Page,Powered by OneTrust,Displays the OneTrust logo and links to their cookie consent product.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.ozurdex.com/cookies-settings,powered_by_onetrust,default,templateIds: tpl_7
What to Expect,Utility Navigation,Provides quick access to utility links such as prescribing information and healthcare professional resources.,S,1,Simple navigation links without advanced interactions or styling.,https://www.ozurdex.com/whattoexpect,global_utility_navigation,Utility strip,No exact match found in the AEM catalog.
What to Expect,Primary Navigation,Main site navigation for accessing key sections like 'How It Works' and 'What to Expect'.,M,1,Primary navigation with hierarchical structure.,https://www.ozurdex.com/whattoexpect,primary_navigation,Main navigation,No exact match found in the AEM catalog.
What to Expect,Hero Section,Highlights the main theme of the page with a banner image and title.,S,1,Simple hero layout with image and text.,https://www.ozurdex.com/whattoexpect,hero_section,Hero banner,Mapped to the AEM Hero block.
What to Expect,Content Columns,"Provides detailed content about what to expect with Ozurdex, divided into sections.",M,1,Structured layout with multiple content cards.,https://www.ozurdex.com/whattoexpect,columns_what_to_expect,Content cards,Mapped to the AEM Cards block.
What to Expect,Before Procedure,Details the steps and preparations required before the procedure.,S,1,Single section with static content.,https://www.ozurdex.com/whattoexpect,before_procedure_section,Informational content,No exact match found in the AEM catalog.
What to Expect,During Procedure,"Explains what happens during the procedure, including steps and sensations.",S,1,Single section with static content.,https://www.ozurdex.com/whattoexpect,during_procedure_section,Informational content,No exact match found in the AEM catalog.
What to Expect,After Procedure,Describes the post-procedure steps and what to expect.,S,1,Single section with static content.,https://www.ozurdex.com/whattoexpect,after_procedure_section,Informational content,No exact match found in the AEM catalog.
What to Expect,Safety Information,Provides critical safety information about the product.,S,1,Single section with static content.,https://www.ozurdex.com/whattoexpect,important_safety_information,Informational content,No exact match found in the AEM catalog.
What to Expect,Footer Links,"Contains links to important resources like terms of use, privacy notice, and contact information.",S,1,Standard footer layout with links.,https://www.ozurdex.com/whattoexpect,footer_links,Footer,Mapped to the AEM Footer block.
What to Expect,Back to Top,Allows users to quickly navigate back to the top of the page.,S,1,Simple utility functionality without complex interactions.,https://www.ozurdex.com/whattoexpect,back_to_top_button,Utility button,No exact match found in the AEM catalog.
