Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks,screenshot path
Exocrine Pancreatic Insufficiency (EPI) Diagnosis - EPI Tests,Specialist Information,Information about specialists and tests.,S,1,Static text with basic styling.,https://www.identifyepi.com/what-is-epi/exocrine-pancreatic-insufficiency-diagnosis,specialist_information,Informational content,No exact catalog match.,screenshots/blocks/specialist_information__default.png
Exocrine Pancreatic Insufficiency (EPI) Diagnosis - EPI Tests,EPI Tests Overview,Highlights the main tests for EPI diagnosis.,M,1,Structured content with possible icons or images.,https://www.identifyepi.com/what-is-epi/exocrine-pancreatic-insufficiency-diagnosis,epi_tests_overview,Overview content,Requires custom implementation.,screenshots/blocks/epi_tests_overview__default.png
Exocrine Pancreatic Insufficiency (EPI) Diagnosis - EPI Tests,Test Details,Detailed descriptions of the three EPI tests.,M,1,Detailed text with potential styling.,https://www.identifyepi.com/what-is-epi/exocrine-pancreatic-insufficiency-diagnosis,test_details,Detailed content,Custom detailed content component.,screenshots/blocks/test_details__default.png
Exocrine Pancreatic Insufficiency (EPI) Diagnosis - EPI Tests,Treatment Information,Information about managing EPI and treatment options.,S,1,Static text content.,https://www.identifyepi.com/what-is-epi/exocrine-pancreatic-insufficiency-diagnosis,treatment_information,Informational content,Simple text block.,screenshots/blocks/treatment_information__default.png
What Is EPI (Exocrine Pancreatic Insufficiency)?,Introduction Content,Provides a detailed explanation of EPI and its management.,S,4,Static informational content.,https://www.identifyepi.com/what-is-epi,intro_content,Informational block,None,screenshots/blocks/intro_content__default.png
What Is EPI (Exocrine Pancreatic Insufficiency)?,PERT Information,Explains what PERT is and includes a video player with a transcript.,M,1,Integration of video player and transcript.,https://www.identifyepi.com/what-is-epi,pert_information,Video content with transcript,None,screenshots/blocks/pert_information__default.png
What Is EPI (Exocrine Pancreatic Insufficiency)?,Pancreas Function,Describes the functions of the pancreas and its role in EPI.,S,1,Straightforward content layout.,https://www.identifyepi.com/what-is-epi,pancreas_function,Informational block,None,screenshots/blocks/pancreas_function__default.png
What Is EPI (Exocrine Pancreatic Insufficiency)?,Enzymes Information,Highlights the three main enzymes produced by the pancreas and their functions.,S,1,Static text with images.,https://www.identifyepi.com/what-is-epi,enzymes_information,Informational block,None,screenshots/blocks/enzymes_information__default.png
What Is EPI (Exocrine Pancreatic Insufficiency)?,EPI Causes,Discusses the causes of EPI and includes a call-to-action for the Symptom Checker.,M,1,Includes CTA functionality.,https://www.identifyepi.com/what-is-epi,epi_causes,Content with CTA,None,screenshots/blocks/epi_causes__default.png
What Is EPI (Exocrine Pancreatic Insufficiency)?,Digestion Carousel,Interactive carousel showing how EPI affects digestion.,C,1,Interactive element with multiple slides and navigation.,https://www.identifyepi.com/what-is-epi,digestion_carousel,Interactive carousel,Matches catalog entry for Carousel.,screenshots/blocks/digestion_carousel__default.png
What Is EPI (Exocrine Pancreatic Insufficiency)?,EPI Resources,"Provides resources related to EPI, including finding a doctor and learning about diagnosis and treatment.",M,1,Contains multiple links and resource elements.,https://www.identifyepi.com/what-is-epi,epi_resources,Resource links,None,screenshots/blocks/epi_resources__default.png
EPI Symptom Checker | Should You See Your Doctor?,Hero Section,Displays a large image and heading for content introduction.,S,1,Simple layout with image and text.,https://www.identifyepi.com/exocrine-pancreatic-insufficiency-symptoms,hero_section_1,Hero with image,Mapped to 'Hero' in catalog.,screenshots/blocks/hero_section_1__default.png
EPI Symptom Checker | Should You See Your Doctor?,Hero Section,Displays a large image and heading for content introduction.,S,1,Simple layout with image and text.,https://www.identifyepi.com/exocrine-pancreatic-insufficiency-symptoms,hero_section_2,Hero with image,Mapped to 'Hero' in catalog.,screenshots/blocks/hero_section_2__default.png
EPI Symptom Checker | Should You See Your Doctor?,Symptom Checker Introduction,Introduces the symptom checker tool.,S,1,Contains basic text and layout.,https://www.identifyepi.com/exocrine-pancreatic-insufficiency-symptoms,symptom_checker_intro,Introductory text,No exact match in catalog.,screenshots/blocks/symptom_checker_intro__default.png
EPI Symptom Checker | Should You See Your Doctor?,Symptom Checker Tool,Interactive tool for symptom checking.,C,1,Interactive functionality with potential data submission.,https://www.identifyepi.com/exocrine-pancreatic-insufficiency-symptoms,symptom_checker_tool,Interactive form,No exact match in catalog.,screenshots/blocks/symptom_checker_tool__default.png
EPI Symptom Checker | Should You See Your Doctor?,Next Steps,Provides guidance after using the tool.,S,1,Text-based content with links.,https://www.identifyepi.com/exocrine-pancreatic-insufficiency-symptoms,next_steps,Actionable guidance,No exact match in catalog.,screenshots/blocks/next_steps__default.png
EPI Symptom Checker | Should You See Your Doctor?,Reference Sources,Lists references and sources for information.,S,1,Static text-based content.,https://www.identifyepi.com/exocrine-pancreatic-insufficiency-symptoms,reference_sources,Reference list,No exact match in catalog.,screenshots/blocks/reference_sources__default.png
Discover Exocrine Pancreatic Insufficiency (EPI) Videos,Video Playlist,Displays a playlist of related videos.,C,2,Interactive video playlist requiring accessibility considerations.,https://www.identifyepi.com/epi-videos/watch?ftvid=6270803495001,video_playlist,Playlist,No exact match found in the AEM catalog.,screenshots/blocks/video_playlist__default.png
Discover Exocrine Pancreatic Insufficiency (EPI) Videos,Individual Videos,Individual video players for specific topics.,C,2,Multiple video instances with potential for accessibility and dynamic controls.,https://www.identifyepi.com/epi-videos/watch?ftvid=6270803495001,individual_videos,Video player,No exact match found in the AEM catalog.,screenshots/blocks/individual_videos__default.png
Discover Exocrine Pancreatic Insufficiency (EPI) Videos,Resource CTAs,Calls to action for resources and additional information.,S,1,Static CTAs with minimal interaction.,https://www.identifyepi.com/epi-videos/watch?ftvid=6270803495001,resource_ctas,CTA,No exact match found in the AEM catalog.,screenshots/blocks/resource_ctas__default.png
Talking To Your Doctor About EPI,Utility Navigation,Provides quick access to external links such as sponsorship and healthcare professional site.,S,1,Basic navigation links with external references.,https://www.identifyepi.com/talking-to-your-doctor,utility_navigation,Utility strip,Does not match any specific catalog block.,screenshots/blocks/utility_navigation__default.png
Talking To Your Doctor About EPI,Video Section 1,Includes a video player and accordion for transcript related to talking to your doctor.,C,1,Video integration with transcript and accordion functionality.,https://www.identifyepi.com/talking-to-your-doctor,video_section_1,Video with transcript,Matches the 'Video' block in the catalog.,screenshots/blocks/video_section_1__default.png
Talking To Your Doctor About EPI,Video Section 2,Another video section with tips for discussing symptoms with a gastroenterologist.,C,1,Video integration with transcript and accordion functionality.,https://www.identifyepi.com/talking-to-your-doctor,video_section_2,Video with tips,Matches the 'Video' block in the catalog.,screenshots/blocks/video_section_2__default.png
Talking To Your Doctor About EPI,Symptoms CTA,Encourages users to locate a doctor and share symptoms details.,S,1,Simple call-to-action with links or buttons.,https://www.identifyepi.com/talking-to-your-doctor,symptoms_cta,Call-to-action,Does not match any specific catalog block.,screenshots/blocks/symptoms_cta__default.png
Talking To Your Doctor About EPI,Telemedicine Tips,Provides a CTA for downloading telemedicine tips for doctor appointments.,S,1,Single call-to-action element.,https://www.identifyepi.com/talking-to-your-doctor,telemedicine_tips,Download tips,Does not match any specific catalog block.,screenshots/blocks/telemedicine_tips__default.png
Talking To Your Doctor About EPI,Resources CTA,"Includes links to find a doctor, sign up for a book, and explore resources.",M,2,Multiple call-to-action links with potential tracking.,https://www.identifyepi.com/talking-to-your-doctor,resources_cta,Resource links,Does not match any specific catalog block.,screenshots/blocks/resources_cta__default.png
Diagnose EPI in Your Patients | Symptom Info For HCPs,Introduction Column,Provides introductory content about considering EPI in diagnoses.,S,1,Simple content presentation without interactive elements.,https://www.identifyepi.com/hcp/pancreatic-insufficiency-symptoms,intro_column,Introductory content,No exact match found in the catalog.,screenshots/blocks/intro_column__default.png
Diagnose EPI in Your Patients | Symptom Info For HCPs,Symptoms Highlight,Lists key symptoms associated with EPI using icons and descriptions.,M,1,Iconography and descriptive text require moderate styling.,https://www.identifyepi.com/hcp/pancreatic-insufficiency-symptoms,symptoms_highlight,Symptom icons with descriptions,No exact match found in the catalog.,screenshots/blocks/symptoms_highlight__default.png
Diagnose EPI in Your Patients | Symptom Info For HCPs,Clinical Relevance Section,Discusses the clinical relevance of malabsorption and symptoms.,S,1,Primarily textual content with minimal styling.,https://www.identifyepi.com/hcp/pancreatic-insufficiency-symptoms,clinical_relevance,Textual content,No exact match found in the catalog.,screenshots/blocks/clinical_relevance__default.png
Diagnose EPI in Your Patients | Symptom Info For HCPs,Spotlight Section,Highlights additional information about underlying conditions and procedures.,M,1,Likely includes styled text and images for emphasis.,https://www.identifyepi.com/hcp/pancreatic-insufficiency-symptoms,spotlight_section,Spotlight on additional topics,No exact match found in the catalog.,screenshots/blocks/spotlight_section__default.png
Diagnose EPI in Your Patients | Symptom Info For HCPs,Footer Form,Embedded form for user interaction or data submission.,C,1,"Includes form handling, validation, and accessibility requirements.",https://www.identifyepi.com/hcp/pancreatic-insufficiency-symptoms,footer_form,Interactive form,Mapped to 'Form' block from catalog.,screenshots/blocks/footer_form__default.png
Search Results | EPI Information for HCPs,Search Bar,Allows users to search site content.,M,2,Interactive component with user input.,https://www.identifyepi.com/hcp/search-results,search_bar,Search functionality,No direct match in catalog.,screenshots/blocks/search_bar__default.png
Search Results | EPI Information for HCPs,Footer Navigation,"Links to policies, sitemap, and contact.",S,1,Static footer links.,https://www.identifyepi.com/hcp/search-results,footer_navigation,Footer links,No direct match in catalog.,screenshots/blocks/footer_navigation__default.png
EPI Treatment: Pancreatic Enzyme Replacement Therapy (PERT),Introduction Section,Provides an introductory overview of the topic with a title and supporting text.,S,1,Static textual content.,https://www.identifyepi.com/epi-treatment,intro_section,Intro text,Basic introduction layout.,screenshots/blocks/intro_section__default.png
EPI Treatment: Pancreatic Enzyme Replacement Therapy (PERT),PERT Explanation,Explains the working of PERT with supporting visuals and text.,M,1,Combination of text and visual elements.,https://www.identifyepi.com/epi-treatment,pert_explanation,Explainer content,Educational and informative layout.,screenshots/blocks/pert_explanation__default.png
EPI Treatment: Pancreatic Enzyme Replacement Therapy (PERT),PERT Guidelines,Details the guidelines for PERT usage and management.,S,1,Text-based content with potential links.,https://www.identifyepi.com/epi-treatment,pert_guidelines,Guidelines,Static content with emphasis on clarity.,screenshots/blocks/pert_guidelines__default.png
EPI Treatment: Pancreatic Enzyme Replacement Therapy (PERT),Support Section,Offers resources and support options for users.,M,1,Includes links and resource access.,https://www.identifyepi.com/epi-treatment,support_section,Support and resources,User assistance-focused.,screenshots/blocks/support_section__default.png
EPI Educational Videos | Information for HCPs,Video Introduction,Introduces the video content with a title and description.,S,1,Simple text content without dynamic elements.,https://www.identifyepi.com/hcp/epi-stories/for-your-practice?ftvid=6258802051001,videos_intro,Introduction text,No direct match found in AEM catalog.,screenshots/blocks/videos_intro__default.png
EPI Educational Videos | Information for HCPs,Main Video Player,Displays the primary video player with a playlist.,C,1,Requires integration with video APIs and playlist management.,https://www.identifyepi.com/hcp/epi-stories/for-your-practice?ftvid=6258802051001,main_video_player,Embedded video,Matched to 'Video' in AEM catalog.,screenshots/blocks/main_video_player__default.png
EPI Educational Videos | Information for HCPs,Individual Video Players,Displays additional video players for individual video content.,C,1,Multiple video instances with separate controls.,https://www.identifyepi.com/hcp/epi-stories/for-your-practice?ftvid=6258802051001,individual_video_players,Embedded video,Matched to 'Video' in AEM catalog.,screenshots/blocks/individual_video_players__default.png
EPI Educational Videos | Information for HCPs,Patient Videos Section,Showcases videos intended for patient education.,M,1,Grouped video content with shared styling.,https://www.identifyepi.com/hcp/epi-stories/for-your-practice?ftvid=6258802051001,patient_videos_section,Video section,No direct match found in AEM catalog.,screenshots/blocks/patient_videos_section__default.png
EPI Educational Videos | Information for HCPs,Video Thumbnails,Displays thumbnails for additional video content.,S,1,Static thumbnails with links to videos.,https://www.identifyepi.com/hcp/epi-stories/for-your-practice?ftvid=6258802051001,video_thumbnails,Thumbnail grid,No direct match found in AEM catalog.,screenshots/blocks/video_thumbnails__default.png
Clinically Diagnosing Exocrine Pancreatic Insufficiency (EPI),Introduction Columns,Provides an introductory overview and context for the page content.,S,2,Simple column layout for introductory text.,https://www.identifyepi.com/hcp/epi-clinical-diagnosis,intro_columns,Text columns,Mapped to 'Columns' block from catalog.,screenshots/blocks/intro_columns__default.png
Clinically Diagnosing Exocrine Pancreatic Insufficiency (EPI),Symptoms Columns,Lists and explains symptoms associated with the topic.,S,1,Similar column layout as introductory section.,https://www.identifyepi.com/hcp/epi-clinical-diagnosis,symptoms_columns,Content columns,Mapped to 'Columns' block from catalog.,screenshots/blocks/symptoms_columns__default.png
Clinically Diagnosing Exocrine Pancreatic Insufficiency (EPI),Signs and Symptoms,Details the signs and symptoms of the condition.,M,1,Requires detailed content structuring and styling.,https://www.identifyepi.com/hcp/epi-clinical-diagnosis,signs_and_symptoms,Informational section,Could not find a matching catalog entry.,screenshots/blocks/signs_and_symptoms__default.png
Clinically Diagnosing Exocrine Pancreatic Insufficiency (EPI),Underlying Conditions,Explains conditions and procedures that may be associated with the topic.,M,1,Includes detailed content with potential interactivity.,https://www.identifyepi.com/hcp/epi-clinical-diagnosis,underlying_conditions,Informational section,Could not find a matching catalog entry.,screenshots/blocks/underlying_conditions__default.png
Clinically Diagnosing Exocrine Pancreatic Insufficiency (EPI),Video Spotlight,Encourages users to watch a video related to the topic.,M,1,Embeds video content with lazy loading and styling.,https://www.identifyepi.com/hcp/epi-clinical-diagnosis,video_spotlight,Video embed,Mapped to 'Video' block from catalog.,screenshots/blocks/video_spotlight__default.png
Clinically Diagnosing Exocrine Pancreatic Insufficiency (EPI),Patient Questions,Provides a guide for asking specific questions to patients.,M,1,Text-based guidance with potential dynamic elements.,https://www.identifyepi.com/hcp/epi-clinical-diagnosis,patient_questions,Guidance section,Could not find a matching catalog entry.,screenshots/blocks/patient_questions__default.png
Clinically Diagnosing Exocrine Pancreatic Insufficiency (EPI),ICD Code Section,Informs about the specific ICD code for the condition.,S,1,Simple text-based content display.,https://www.identifyepi.com/hcp/epi-clinical-diagnosis,icd_code_section,Informational section,Could not find a matching catalog entry.,screenshots/blocks/icd_code_section__default.png
Clinically Diagnosing Exocrine Pancreatic Insufficiency (EPI),Diagnostic Tests,Lists tests that can confirm the diagnosis.,M,1,Requires structured and styled content presentation.,https://www.identifyepi.com/hcp/epi-clinical-diagnosis,diagnostic_tests,List section,Could not find a matching catalog entry.,screenshots/blocks/diagnostic_tests__default.png
Clinically Diagnosing Exocrine Pancreatic Insufficiency (EPI),Footer References,Contains references and additional information.,S,2,Basic footer functionality and styling.,https://www.identifyepi.com/hcp/epi-clinical-diagnosis,footer_references,Footer,Mapped to 'Footer' block from catalog.,screenshots/blocks/footer_references__default.png
Exocrine Pancreatic Insufficiency (EPI) in Humans | Info for HCPs,Study Highlight,Displays a study result emphasizing the importance of EPI diagnosis.,M,1,Focuses on specific study results and highlights.,https://www.identifyepi.com/hcp,study_highlight,Study result emphasis,No match in AEM catalog.,screenshots/blocks/study_highlight__default.png
Exocrine Pancreatic Insufficiency (EPI) in Humans | Info for HCPs,Resources Section,Provides links to resources and tools for healthcare professionals.,M,1,Includes multiple resource links.,https://www.identifyepi.com/hcp,resources_section,Resource links,No match in AEM catalog.,screenshots/blocks/resources_section__default.png
Exocrine Pancreatic Insufficiency (EPI) in Humans | Info for HCPs,Form Embed,Interactive form for user engagement and data collection.,C,1,"Handles submissions, validations, and confirmations.",https://www.identifyepi.com/hcp,form_embed,Interactive form,Matched to Form block in AEM catalog.,screenshots/blocks/form_embed__default.png
