Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks,screenshot path
VUITY® Efficacy from GEMINI 1 and GEMINI 2 studies | ECP Allergan,Improved Vision Section,Highlights improved vision outcomes.,M,1,Content-heavy section with potential dynamic elements.,https://www.vuitypro.com/efficacy,improved_vision_section,Content display,No direct match found in AEM catalog.,screenshots/blocks/improved_vision_section__default.png
VUITY® Efficacy from GEMINI 1 and GEMINI 2 studies | ECP Allergan,GEMINI Study Tabs,Interactive tabs for study details.,M,1,Requires dynamic interaction and tab switching logic.,https://www.vuitypro.com/efficacy,gemini_tabs,Tabbed interface,Mapped to AEM Tabs block.,screenshots/blocks/gemini_tabs__default.png
VUITY® Efficacy from GEMINI 1 and GEMINI 2 studies | ECP Allergan,DCNVA Chart Section,Displays charts for DCNVA results.,C,1,Charts require data visualization logic and accessibility features.,https://www.vuitypro.com/efficacy,dcnva_chart_section,Chart display,No direct match found in AEM catalog.,screenshots/blocks/dcnva_chart_section__default.png
VUITY® Efficacy from GEMINI 1 and GEMINI 2 studies | ECP Allergan,Intermediate Vision Section,Details on intermediate vision improvements.,M,1,Static content with potential for dynamic updates.,https://www.vuitypro.com/efficacy,intermediate_vision_section,Content display,No direct match found in AEM catalog.,screenshots/blocks/intermediate_vision_section__default.png
VUITY® Efficacy from GEMINI 1 and GEMINI 2 studies | ECP Allergan,Safety CTA,Promotes safety information access.,S,1,Simple call-to-action functionality.,https://www.vuitypro.com/efficacy,safety_cta,Call-to-action,"Mapped to AEM CTA block.  Model suggested ""CTA"" (not an exact catalog name — use query_aem_blocks_catalog).",screenshots/blocks/safety_cta__default.png
VUITY® Access and Prescribing | ECP Allergan,Utility Navigation,Provides quick links for healthcare professionals.,S,2,Simple navigation structure without advanced interactions.,https://www.vuitypro.com/access-and-prescribing,utility_navigation,Utility strip,No matching AEM catalog block found.,screenshots/blocks/utility_navigation__default.png
VUITY® Access and Prescribing | ECP Allergan,Content Columns,Provides detailed information in a three-column layout.,M,1,Multiple content sections with structured layout.,https://www.vuitypro.com/access-and-prescribing,content_columns,Three-column layout,No matching AEM catalog block found.,screenshots/blocks/content_columns__default.png
VUITY® Access and Prescribing | ECP Allergan,Daily Treatment Section,Highlights daily treatment details and instructions.,S,1,Static content with simple layout.,https://www.vuitypro.com/access-and-prescribing,daily_treatment_section,Treatment details,No matching AEM catalog block found.,screenshots/blocks/daily_treatment_section__default.png
VUITY® Access and Prescribing | ECP Allergan,FSA/HSA Section,Provides information on FSA/HSA eligibility.,S,1,Informational content without interactive features.,https://www.vuitypro.com/access-and-prescribing,fsa_hsa_section,Eligibility information,No matching AEM catalog block found.,screenshots/blocks/fsa_hsa_section__default.png
VUITY® Access and Prescribing | ECP Allergan,Retail Pharmacies Section,Details prescription fulfillment locations.,S,1,Static list of locations.,https://www.vuitypro.com/access-and-prescribing,retail_pharmacies_section,Fulfillment locations,No matching AEM catalog block found.,screenshots/blocks/retail_pharmacies_section__default.png
VUITY® Access and Prescribing | ECP Allergan,Insurance Information,Clarifies insurance requirements.,S,1,Static explanatory content.,https://www.vuitypro.com/access-and-prescribing,insurance_information,Insurance details,No matching AEM catalog block found.,screenshots/blocks/insurance_information__default.png
VUITY® Access and Prescribing | ECP Allergan,MVP Program Section,Explains My VUITY Points program for patients.,S,1,Simple explanatory content.,https://www.vuitypro.com/access-and-prescribing,mvp_program_section,Patient program,No matching AEM catalog block found.,screenshots/blocks/mvp_program_section__default.png
The innovation behind VUITY® | ECP Allergan,Delivered with pHast Technology,Information on proprietary technology.,S,1,Simple informational block.,https://www.vuitypro.com/innovation,delivered_with_phast,Content block,None,screenshots/blocks/delivered_with_phast__default.png
The innovation behind VUITY® | ECP Allergan,pHast Technology Details,Details about pH adjustment benefits.,S,1,Static content section.,https://www.vuitypro.com/innovation,phast_technology,Content block,None,screenshots/blocks/phast_technology__default.png
The innovation behind VUITY® | ECP Allergan,Mechanism of Action,Explains product mechanism of action.,M,1,May include multimedia elements.,https://www.vuitypro.com/innovation,mechanism_of_action,Content section,None,screenshots/blocks/mechanism_of_action__default.png
The innovation behind VUITY® | ECP Allergan,Clinical Studies,Information on clinical study results.,M,1,Structured data presentation.,https://www.vuitypro.com/innovation,clinical_studies,Content section,None,screenshots/blocks/clinical_studies__default.png
The innovation behind VUITY® | ECP Allergan,References Section,Lists references and sources.,S,1,Simple list layout.,https://www.vuitypro.com/innovation,references_section,References,None,screenshots/blocks/references_section__default.png
