Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks,screenshot path
Magnified featuring Matt Widman | AbbVie,Main Story Content,Contains the primary story content and associated elements.,M,1,Includes interactive and multimedia elements.,https://www.abbvie.com/who-we-are/our-stories/magnified-featuring-matt-widman.html,main_story_content,Story content,No exact match found in the AEM catalog.,screenshots/blocks/main_story_content__default.png
Responsible Supply Chain | AbbVie,Data Highlight Card,Displays key data points and recognitions in a card format.,S,1,Static content with visual styling.,https://www.abbvie.com/who-we-are/operating-with-integrity/responsible-supply-chain.html,data_highlight_card,Data card,No direct match found in catalog.,screenshots/blocks/data_highlight_card__default.png
Operating with Integrity | AbbVie,Highlighted Card Grid,Grid of cards highlighting key stories and metrics.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.abbvie.com/who-we-are/operating-with-integrity.html,card_grid_highlight,default,templateIds: tpl_55,screenshots/blocks/card_grid_highlight__default.png
Site Map | AbbVie,Site Map,Displays the hierarchical structure of the website with links to all sections.,M,1,Requires structured hierarchical data representation.,https://www.abbvie.com/site-map.html,site_map_listing,Site map listing,No matching catalog entry found.,screenshots/blocks/site_map_listing__default.png
Our Stories | AbbVie,Content Cards,Grid layout displaying stories or highlights in card format.,M,1,Involves responsive layout and interactive design.,https://www.abbvie.com/who-we-are/our-stories.html,main_content_cards,Grid of cards,Mapped successfully to 'Cards' block.,screenshots/blocks/main_content_cards__default.png
ChemBeads: improving artificial intelligence through human ingenuity | AbbVie,Content Teasers,Displays a grid of teaser cards for featured stories or articles.,M,3,Teasers involve multiple cards with links and images requiring responsive design.,https://www.abbvie.com/who-we-are/our-stories/chembeads-improving-artificial-intelligence-through-human-ingenuity.html,content_teasers,Teaser grid,No exact match in AEM catalog.,screenshots/blocks/content_teasers__default.png
Starting with a spark: An inside look at environmental sustainability | AbbVie,Story Highlight,"Showcases a specific story or article with an image, title, and brief description.",M,4,Card-based layout with dynamic content.,https://www.abbvie.com/who-we-are/our-stories/starting-with-a-spark-an-inside-look-at-environmental-sustainability.html,story_highlight,Featured story card,Ensures alignment and visual consistency across cards.,screenshots/blocks/story_highlight__default.png
Starting with a spark: An inside look at environmental sustainability | AbbVie,Fact Highlight,Displays a key fact or statistic in a visually engaging format.,S,1,Simple card layout with static content.,https://www.abbvie.com/who-we-are/our-stories/starting-with-a-spark-an-inside-look-at-environmental-sustainability.html,fact_highlight,Fact card,Focus on visual emphasis and concise information delivery.,screenshots/blocks/fact_highlight__default.png
They won’t back down | AbbVie,Story Cards,Displays featured stories in a card layout with images and descriptions.,M,2,Card layout with images and descriptions requiring responsive design.,https://www.abbvie.com/who-we-are/our-stories/they-wont-back-down.html,story_cards,Card layout,No direct match in catalog.,screenshots/blocks/story_cards__default.png
They won’t back down | AbbVie,Dashboard Facts,Showcases key statistics and achievements in a visually engaging format.,M,2,Visual representation of data requiring styling and dynamic updates.,https://www.abbvie.com/who-we-are/our-stories/they-wont-back-down.html,dashboard_facts,Statistics display,No direct match in catalog.,screenshots/blocks/dashboard_facts__default.png
The hardest-hit: How nonprofits rise to the challenge of COVID-19 | AbbVie,Multi-Column CTAs,Displays call-to-action elements in a multi-column layout.,M,2,Moderate complexity due to layout responsiveness.,https://www.abbvie.com/who-we-are/our-stories/the-hardest-hit-how-nonprofits-rise-to-challenge-covid-19.html,multi_column_cta,Subscribe,No direct match found in AEM catalog.,screenshots/blocks/multi_column_cta__default.png
How uterine fibroids feel to a patient…who’s also a doctor | AbbVie,Content Grid,Displays key information and links in a structured grid format.,M,10,Requires layout adjustments and responsive design.,https://www.abbvie.com/who-we-are/our-stories/how-uterine-fibroids-feel-to-patient-who-is-also-doctor.html,content_grid,Grid layout,No exact match found in the AEM catalog.,screenshots/blocks/content_grid__default.png
Precision Medicine – it’s not just for oncology anymore | AbbVie,Call-to-Action Columns,Displays multiple call-to-action items in a column layout.,M,4,Moderate complexity due to potential dynamic content.,https://www.abbvie.com/who-we-are/our-stories/precision-medicine-its-not-just-for-oncology-anymore.html,cta_columns,Call-to-action layout,Could not find an exact match in the AEM catalog.,screenshots/blocks/cta_columns__default.png
Chasing the value of a walk down the aisle | AbbVie,Primary Header,Displays the main navigation and branding elements.,M,5,Includes dynamic navigation and branding integration.,https://www.abbvie.com/who-we-are/our-stories/chasing-the-value-of-a-walk-down-the-aisle.html,primary_header,Main navigation,Mapped to Header block from catalog.,screenshots/blocks/primary_header__default.png
Chasing the value of a walk down the aisle | AbbVie,Data Highlights,Showcases key statistics or achievements.,M,1,Needs integration with data visualization tools.,https://www.abbvie.com/who-we-are/our-stories/chasing-the-value-of-a-walk-down-the-aisle.html,data_highlights,Dashboard highlights,No matching block found in catalog.,screenshots/blocks/data_highlights__default.png
"Rebuilding Puerto Rico, one community health center at a time | AbbVie",Content Lead,Introduces the main topic of the page.,S,1,Simple introductory content.,https://www.abbvie.com/who-we-are/our-stories/rebuilding-puerto-rico-one-community-health-center-at-a-time.html,main_content_lead,Content introduction,No matching catalog entry found.,screenshots/blocks/main_content_lead__default.png
"Rebuilding Puerto Rico, one community health center at a time | AbbVie",Text Columns,Displays textual content in a column layout.,S,3,Text layout without interactive elements.,https://www.abbvie.com/who-we-are/our-stories/rebuilding-puerto-rico-one-community-health-center-at-a-time.html,prose_columns,Columnar text,No matching catalog entry found.,screenshots/blocks/prose_columns__default.png
EEDI Stories | AbbVie,Card Grid - Stories,Displays featured stories in a card format with images and descriptions.,M,3,Card layout requires responsive design and image handling.,https://www.abbvie.com/who-we-are/our-stories/eedi-stories.html,card_grid_stories,Story cards,Mapped to 'Cards' from catalog.,screenshots/blocks/card_grid_stories__default.png
Advancing a public health approach to patient safety | AbbVie,Card Teasers,Showcases featured content in a card layout.,M,1,Interactive card elements with media and text.,https://www.abbvie.com/who-we-are/our-stories/advancing-a-public-health-approach-to-patient-safety.html,card_teasers,Content cards,Mapped to 'Cards' in the AEM catalog.,screenshots/blocks/card_teasers__default.png
Discovery Files: A Vision for Blood Cancer Patients | AbbVie,Story Highlight Cards,Displays featured stories in a card format with images and descriptions.,M,1,Dynamic content display and responsive design considerations.,https://www.abbvie.com/who-we-are/our-stories/discovery-files-vision-for-blood-cancer-patients.html,story_highlight_cards,Featured stories,Mapped to 'Cards' for its card-based content display.,screenshots/blocks/story_highlight_cards__default.png
Going inside prison walls to help eliminate hepatitis C | AbbVie,Call-to-Action Buttons,Encourages users to take specific actions like exploring more content.,S,8,Simple button functionality.,https://www.abbvie.com/who-we-are/our-stories/going-inside-prison-walls-to-help-eliminate-hepatitis-c.html,cta_buttons,Action prompts,No direct match found in the AEM catalog.,screenshots/blocks/cta_buttons__default.png
Lessons from a lifelong journey with psoriasis | AbbVie,Feature Cards,Displays key stories or features in a card layout.,M,2,Includes responsiveness and visual styling for cards.,https://www.abbvie.com/who-we-are/our-stories/lessons-from-a-lifelong-journey-with-psoriasis.html,feature_cards,Card layout,Mapped to 'Cards' from the catalog.,screenshots/blocks/feature_cards__default.png
Lessons from a lifelong journey with psoriasis | AbbVie,Content Section,Main article or story content presented in paragraphs.,S,1,Straightforward text content with minimal styling.,https://www.abbvie.com/who-we-are/our-stories/lessons-from-a-lifelong-journey-with-psoriasis.html,prose_content,Content,No direct match found in the catalog.,screenshots/blocks/prose_content__default.png
Sustainability Stories | AbbVie,Story Card,Showcases a featured story with an image and description.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.abbvie.com/who-we-are/our-stories/sustainability-stories.html,story_card,default,templateIds: tpl_129,screenshots/blocks/story_card__default.png
Philanthropy Stories | AbbVie,Dashboard Card,Presents key statistics or highlights in a visually engaging format.,M,2,Requires integration of dynamic data and responsive styling.,https://www.abbvie.com/who-we-are/our-stories/philanthropy-stories.html,dashboard_card,Statistics display,Mapped to 'Cards' block in the AEM catalog.,screenshots/blocks/dashboard_card__default.png
Time is Hours | AbbVie,Latest Stories,Displays recent stories or articles in a card format.,M,2,Requires dynamic data handling for story updates.,https://www.abbvie.com/who-we-are/our-stories/time-is-hours.html,latest_stories,Stories display,No direct mapping found in the AEM catalog.,screenshots/blocks/latest_stories__default.png
Working Parents 2023: Finding comfort in community | AbbVie,Key Facts Section,Presents important statistics or achievements.,S,1,Simple data presentation without interactivity.,https://www.abbvie.com/who-we-are/our-stories/working-parents-2023-finding-comfort-in-community.html,key_facts,Facts display,No catalog match found.,screenshots/blocks/key_facts__default.png
Podcasts | AbbVie,Related Articles,Displays related articles relevant to the page content.,M,1,Includes dynamic content rendering and card layout.,https://www.abbvie.com/who-we-are/our-stories/the-persistence-lab-podcasts.html,related_articles,Related content cards,No direct match in the AEM catalog.,screenshots/blocks/related_articles__default.png
Science Stories | AbbVie,Story Card Grid,Grid displaying featured stories with images and descriptions.,M,1,Responsive grid layout with card-like design for stories.,https://www.abbvie.com/who-we-are/our-stories/science-stories.html,story_card_grid,Card grid,Mapped to 'Cards' block in catalog.,screenshots/blocks/story_card_grid__default.png
Science Stories | AbbVie,Dashboard Statistics,Displays key statistics and recognitions in a dashboard format.,M,1,Dashboard format with potential interactivity and thematic styling.,https://www.abbvie.com/who-we-are/our-stories/science-stories.html,dashboard_statistics,Statistics dashboard,No direct match found in catalog; custom implementation may be needed.,screenshots/blocks/dashboard_statistics__default.png
"Real People, Real Inspiration: Joe’s Story | AbbVie",Story Highlights Grid,Displays a grid of cards showcasing key stories or features.,M,1,Requires layout and responsive design considerations.,https://www.abbvie.com/who-we-are/our-stories/real-people-real-inspiration-joes-story.html,card_grid_story_highlights,Card grid,No exact match in the AEM catalog.,screenshots/blocks/card_grid_story_highlights__default.png
Five Technologies Supporting Progress in Challenging Diseases | AbbVie,Statistics Section,Shows key statistics and recognitions in a visually engaging format.,M,1,Requires styling for visual engagement and potential dynamic content.,https://www.abbvie.com/who-we-are/our-stories/five-technologies-supporting-progress-in-challenging-diseases.html,statistics_section,Statistics display,"Could be mapped to a similar block, if available in the catalog.",screenshots/blocks/statistics_section__default.png
"Andrew L. Campbell, M.D. | AbbVie",Profile Overview,Summarizes Andrew L. Campbell's role and contributions.,M,1,Text formatting and content rendering.,https://www.abbvie.com/science/our-people/our-rd-leaders/andrew-campbell.html,profile_overview,Text overview,No direct catalog match found.,screenshots/blocks/profile_overview__default.png
"Andrew L. Campbell, M.D. | AbbVie",Profile Card,Showcases a featured story or profile related to the page.,M,1,Card layout and responsiveness.,https://www.abbvie.com/science/our-people/our-rd-leaders/andrew-campbell.html,profile_card,Profile card,Matched to 'Cards' block.,screenshots/blocks/profile_card__default.png
Areas of Innovation | AbbVie,Innovation Highlights,Showcases innovation areas using card layouts.,M,1,Card layout involves responsive design and dynamic content handling.,https://www.abbvie.com/science/areas-of-innovation.html,innovation_highlights,Cards grid,Mapped based on card functionality.,screenshots/blocks/innovation_highlights__default.png
"Darin J. Messina, Ph.D. | AbbVie",Content Introduction,Provides introductory text and links related to the page topic.,S,1,Static text and links.,https://www.abbvie.com/science/our-people/our-rd-leaders/darin-messina.html,content_section_intro,Introductory content,No direct match in catalog.,screenshots/blocks/content_section_intro__default.png
"Primal Kaur, M.D. | AbbVie",Content Section,"Displays detailed content about Primal Kaur, M.D. and related information.",M,3,Content layout requires adaptability for various content types and screen sizes.,https://www.abbvie.com/science/our-people/our-rd-leaders/primal-kaur.html,content_section,Text Columns,Focus on readability and visual hierarchy.,screenshots/blocks/content_section__default.png
Major League Baseball | AbbVie,Main Content Section,"Contains the primary content of the page, including text and images.",M,1,Moderate complexity due to content diversity and layout considerations.,https://www.abbvie.com/who-we-are/brand-partnerships/major-league-baseball.html,main_content_section,Content area,No exact match found in AEM catalog.,screenshots/blocks/main_content_section__default.png
Major League Baseball | AbbVie,Footer Section,"Footer with additional navigation, contact information, and legal links.",M,6,Moderate complexity due to inclusion of navigation and legal information.,https://www.abbvie.com/who-we-are/brand-partnerships/major-league-baseball.html,footer_section,Footer,No exact match found in AEM catalog.,screenshots/blocks/footer_section__default.png
Precision Medicine | AbbVie,Primary CTA Grid,Displays call-to-action links and brief descriptions for key site sections.,S,1,Simple grid layout for primary CTAs.,https://www.abbvie.com/science/areas-of-innovation/precision-medicine.html,primary_cta_grid,CTA Grid,No matching AEM catalog entry found.,screenshots/blocks/primary_cta_grid__default.png
Precision Medicine | AbbVie,Secondary CTA Grid,Provides additional call-to-action links and descriptions for secondary site sections.,S,1,Simple grid layout for secondary CTAs.,https://www.abbvie.com/science/areas-of-innovation/precision-medicine.html,secondary_cta_grid,CTA Grid,No matching AEM catalog entry found.,screenshots/blocks/secondary_cta_grid__default.png
R&amp;D Sites | AbbVie,Who We Are,Introduces 'Who We Are' content with text and CTA.,M,6,Includes interactive elements and content layout.,https://www.abbvie.com/science/rd-sites.html,who_we_are_section,Content section,No direct match found in AEM catalog.,screenshots/blocks/who_we_are_section__default.png
R&amp;D Sites | AbbVie,Science Section,Presents science-related content with links.,M,6,Interactive links and structured text layout.,https://www.abbvie.com/science/rd-sites.html,science_section,Content section,No direct match found in AEM catalog.,screenshots/blocks/science_section__default.png
Clinical Trials | AbbVie,Clinical Trials Information,Focuses on clinical trials and related data.,M,1,Content section with potential interactive elements.,https://www.abbvie.com/science/clinical-trials.html,clinical_trials_section,Informational content,Could not match to an AEM catalog block.,screenshots/blocks/clinical_trials_section__default.png
Frequently asked questions | AbbVie,FAQ List,Displays frequently asked questions and their answers.,S,1,"Static list rendering, minimal interactivity.",https://www.abbvie.com/patients/patient-support/patient-assistance/patient-assistance-frequently-asked-questions.html,faq_list,FAQ listing,No direct match in AEM catalog.,screenshots/blocks/faq_list__default.png
