Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks,screenshot path
How To Exercise Living With Cystic Fibrosis,Utility Navigation,Provides access to utility links and features.,S,4,Simple navigation structure without deep interactivity.,https://www.abbviecfcommitment.com/nutrition-guide/exercise,utility_navigation,Utility strip,No direct mapping found in AEM catalog.,screenshots/blocks/utility_navigation__default.png
How To Exercise Living With Cystic Fibrosis,Beyond Working Out Section,Explains benefits of exercise beyond physical activity.,M,1,Content-driven section with potential interactivity.,https://www.abbviecfcommitment.com/nutrition-guide/exercise,section_beyond_working_out,Informational content,No direct mapping found in AEM catalog.,screenshots/blocks/section_beyond_working_out__default.png
How To Exercise Living With Cystic Fibrosis,Different Exercises Section,Describes various types of exercises and their benefits.,M,1,Content-driven section with potential interactivity.,https://www.abbviecfcommitment.com/nutrition-guide/exercise,section_different_exercises,Informational content,No direct mapping found in AEM catalog.,screenshots/blocks/section_different_exercises__default.png
How To Exercise Living With Cystic Fibrosis,Tips for Avoiding Fatigue Section,Provides tips to manage weight and energy during exercise.,M,1,Content-driven section with potential interactivity.,https://www.abbviecfcommitment.com/nutrition-guide/exercise,section_tips_avoiding_fatigue,Informational content,No direct mapping found in AEM catalog.,screenshots/blocks/section_tips_avoiding_fatigue__default.png
How To Exercise Living With Cystic Fibrosis,Calorie Cost Table,Displays a table of activities and their calorie burn rates.,M,1,Structured data presentation with potential for dynamic updates.,https://www.abbviecfcommitment.com/nutrition-guide/exercise,calorie_cost_table,Static table,Mapped to Table block from AEM catalog.,screenshots/blocks/calorie_cost_table__default.png
How To Exercise Living With Cystic Fibrosis,Hydration Tips Section,Emphasizes hydration importance during exercise.,M,1,Content-driven section with potential interactivity.,https://www.abbviecfcommitment.com/nutrition-guide/exercise,section_hydration_tips,Informational content,No direct mapping found in AEM catalog.,screenshots/blocks/section_hydration_tips__default.png
Suzanne’s Top Three Winter Cystic Fibrosis Recipes,Additional Tips,Offers supplementary advice and suggestions related to the main content.,S,1,Simple text or link content.,https://www.abbviecfcommitment.com/nutrition-tips/cf-winter-recipes,additional_tips,Supplementary Tips,No direct mapping found in the AEM catalog.,screenshots/blocks/additional_tips__default.png
Suzanne’s Top Three Winter Cystic Fibrosis Recipes,Disclaimer Section,Contains legal and informational disclaimers.,S,1,Simple text content with minimal styling.,https://www.abbviecfcommitment.com/nutrition-tips/cf-winter-recipes,disclaimer_section,Legal Disclaimer,No direct mapping found in the AEM catalog.,screenshots/blocks/disclaimer_section__default.png
Suzanne’s Top Three Winter Cystic Fibrosis Recipes,Modal Bio,Displays detailed information about Suzanne Michel in a modal window.,M,1,Interactive modal with styling and accessibility features.,https://www.abbviecfcommitment.com/nutrition-tips/cf-winter-recipes,modal_bio,Information Modal,Mapped to 'Modal' in AEM catalog.,screenshots/blocks/modal_bio__default.png
Curried Chicken Casserole,Nutrition Information,Provides detailed nutritional information for the recipe.,S,6,Simple data display.,https://www.abbviecfcommitment.com/recipes/dinner/curried-chicken-casserole,nutrition_information,Nutrition details,No direct match found in catalog.,screenshots/blocks/nutrition_information__default.png
Curried Chicken Casserole,Ingredients List,Lists all required ingredients for the recipe.,S,6,Simple list structure.,https://www.abbviecfcommitment.com/recipes/dinner/curried-chicken-casserole,ingredients_list,Ingredients,No direct match found in catalog.,screenshots/blocks/ingredients_list__default.png
Curried Chicken Casserole,Instructions Section,Provides step-by-step cooking instructions.,S,5,Simple sequential content display.,https://www.abbviecfcommitment.com/recipes/dinner/curried-chicken-casserole,instructions_section,Preparation steps,No direct match found in catalog.,screenshots/blocks/instructions_section__default.png
Curried Chicken Casserole,Related Recipes,Displays suggestions for related recipes.,M,6,Includes links and dynamic data fetching.,https://www.abbviecfcommitment.com/recipes/dinner/curried-chicken-casserole,related_recipes,Recipe suggestions,No direct match found in catalog.,screenshots/blocks/related_recipes__default.png
Samantha M - AbbVie CF Scholarship,Main Navigation,Provides the primary navigation links for the site.,M,5,Complexity arises from hierarchical navigation and accessibility compliance.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2020/samantha-m,main_navigation,Primary navigation,This block is not directly mapped to a known catalog entry.,screenshots/blocks/main_navigation__default.png
Samantha M - AbbVie CF Scholarship,Scholar Introduction,Introduces the featured scholar with an image and brief description.,M,1,Requires dynamic content loading and layout adaptation.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2020/samantha-m,scholar_intro,Introduction section,This block is not directly mapped to a known catalog entry.,screenshots/blocks/scholar_intro__default.png
Samantha M - AbbVie CF Scholarship,Scholar Details,Displays detailed information about the scholar's achievements and story.,M,2,Includes detailed content rendering and formatting.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2020/samantha-m,scholar_details,Details section,This block is not directly mapped to a known catalog entry.,screenshots/blocks/scholar_details__default.png
Tips For Vacationing While Living With Cystic Fibrosis,Introduction Paragraph,Provides introductory context about the page topic.,S,1,Static text content with minimal functionality.,https://www.abbviecfcommitment.com/nutrition-tips/vacationing-with-cystic-fibrosis,intro_paragraph,Text block,No direct match in catalog.,screenshots/blocks/intro_paragraph__default.png
Tips For Vacationing While Living With Cystic Fibrosis,Planning Section,Highlights planning and preparation advice.,S,1,Static content with basic styling.,https://www.abbviecfcommitment.com/nutrition-tips/vacationing-with-cystic-fibrosis,planning_section,Informational block,No direct match in catalog.,screenshots/blocks/planning_section__default.png
Expert Q&amp;A with Suzanne Michel,Q&A Section,Interactive accordion for FAQ content.,M,1,Includes expandable and collapsible functionality.,https://www.abbviecfcommitment.com/resources/qa-resources,qa_section,Accordion,Mapped to the Accordion block in the AEM catalog.,screenshots/blocks/qa_section__default.png
Expert Q&amp;A with Suzanne Michel,Understanding CF,Accordion section for educational content about CF.,M,1,Interactive content with expandable sections.,https://www.abbviecfcommitment.com/resources/qa-resources,understanding_cf,Accordion,Mapped to the Accordion block in the AEM catalog.,screenshots/blocks/understanding_cf__default.png
Expert Q&amp;A with Suzanne Michel,Image and Text Section 1,Displays an image with accompanying text on the left.,S,1,Simple layout with no advanced functionality.,https://www.abbviecfcommitment.com/resources/qa-resources,image_text_section_1,Image-text layout,No direct match in the AEM catalog.,screenshots/blocks/image_text_section_1__default.png
Expert Q&amp;A with Suzanne Michel,Image and Text Section 2,Displays an image with accompanying text on the right.,S,1,Simple layout with no advanced functionality.,https://www.abbviecfcommitment.com/resources/qa-resources,image_text_section_2,Image-text layout,No direct match in the AEM catalog.,screenshots/blocks/image_text_section_2__default.png
Cystic Fibrosis Kids&#39; Summer Party Favorites,Content Section 1,"Highlights fruits, vegetables, and savory snacks in a structured layout.",S,1,Static content with basic layout requirements.,https://www.abbviecfcommitment.com/nutrition-tips/summer-party-tips,content_section_1,Standard content layout,Ensure responsive design for mobile devices.,screenshots/blocks/content_section_1__default.png
Cystic Fibrosis Kids&#39; Summer Party Favorites,Content Section 2,Discusses recipe modifications for dietary needs in an organized format.,S,1,Static content with structured layout.,https://www.abbviecfcommitment.com/nutrition-tips/summer-party-tips,content_section_2,Recipe content,May include links to additional resources.,screenshots/blocks/content_section_2__default.png
Cystic Fibrosis Kids&#39; Summer Party Favorites,Content Section 3,Provides summer snack inspiration and a call-to-action.,M,1,Includes a call-to-action which might require interactive elements.,https://www.abbviecfcommitment.com/nutrition-tips/summer-party-tips,content_section_3,Snack inspiration,Ensure visual prominence for the call-to-action.,screenshots/blocks/content_section_3__default.png
Kate M - AbbVie CF Scholarship,Scholar Profile,Displays scholar's image and introductory text.,M,7,Combination of image and text layout.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2021/kate-m,scholar_profile,Profile showcase,No direct match in catalog.,screenshots/blocks/scholar_profile__default.png
Kate M - AbbVie CF Scholarship,Scholar Quote,Highlights a quote attributed to the scholar.,S,2,Text styling and placement.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2021/kate-m,scholar_quote,Quote display,No direct match in catalog.,screenshots/blocks/scholar_quote__default.png
Irvin A - AbbVie CF Scholarship,Back Button,Provides navigation back to the previous page.,S,7,Simple button functionality.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2019/irvin-a,cta_back_button,Navigation button,Could be a custom implementation.,screenshots/blocks/cta_back_button__default.png
Irvin A - AbbVie CF Scholarship,Profile Section,Displays user profile details.,M,7,Includes image and text layout.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2019/irvin-a,profile_section,Profile display,Could be a custom layout.,screenshots/blocks/profile_section__default.png
Irvin A - AbbVie CF Scholarship,Quote Display,Highlights a motivational quote.,S,1,Simple text styling.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2019/irvin-a,quote_section,Quote section,None,screenshots/blocks/quote_section__default.png
Irvin A - AbbVie CF Scholarship,Achievements Display,Lists achievements and educational background.,M,5,Structured content with potential lists.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2019/irvin-a,achievements_section,Achievements list,Could integrate with a dynamic content source.,screenshots/blocks/achievements_section__default.png
Irvin A - AbbVie CF Scholarship,Artwork Showcase,Displays creative submissions.,M,10,Includes image and download functionality.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2019/irvin-a,artwork_section,Artwork display,None,screenshots/blocks/artwork_section__default.png
Spice Up Your Dinner Menu,Recipe Cards Row,Displays recipe cards with images and links.,M,1,Includes interactive elements and responsive layout.,https://www.abbviecfcommitment.com/nutrition-tips/spice-up-cf-dinner,recipe_cards_row_1,Card row,Supports dynamic content updates.,screenshots/blocks/recipe_cards_row_1__default.png
Spice Up Your Dinner Menu,Variety Section,Highlights dietary tips and importance of variety.,S,1,Static content with basic styling.,https://www.abbviecfcommitment.com/nutrition-tips/spice-up-cf-dinner,variety_section,Content highlight,Can include images and text.,screenshots/blocks/variety_section__default.png
Spice Up Your Dinner Menu,Healthy Eating Section,Encourages healthy eating habits with visuals.,S,1,Static content with basic styling.,https://www.abbviecfcommitment.com/nutrition-tips/spice-up-cf-dinner,healthy_eating_section,Content highlight,Supports educational messaging.,screenshots/blocks/healthy_eating_section__default.png
Spice Up Your Dinner Menu,Footer Legal Text,Displays legal disclaimers and copyright information.,S,2,Static text content with minimal styling.,https://www.abbviecfcommitment.com/nutrition-tips/spice-up-cf-dinner,footer_legal_text,Legal text,Compliance-focused content.,screenshots/blocks/footer_legal_text__default.png
AbbVie CF Scholarship - A Cystic Fibrosis Scholarship,Information Cards,Presents scholarship details in a card layout.,M,1,Grid layout and dynamic data population.,https://www.abbviecfcommitment.com/cfscholarship,info_cards,Card layout,Mapped to 'Cards' block from catalog.,screenshots/blocks/info_cards__default.png
AbbVie CF Scholarship - A Cystic Fibrosis Scholarship,Key Dates Display,Lists important application dates.,S,1,Static content display without dynamic interaction.,https://www.abbviecfcommitment.com/cfscholarship,key_dates,Key dates section,No matching block found in the catalog.,screenshots/blocks/key_dates__default.png
AbbVie CF Scholarship - A Cystic Fibrosis Scholarship,Spotlight Section,Highlights program details or achievements.,M,1,Requires dynamic content and visual emphasis.,https://www.abbviecfcommitment.com/cfscholarship,spotlight_section,Spotlight content,No matching block found in the catalog.,screenshots/blocks/spotlight_section__default.png
AbbVie CF Scholarship - A Cystic Fibrosis Scholarship,Contest Rules,Displays rules for the scholarship program.,S,1,Static text content without advanced functionality.,https://www.abbviecfcommitment.com/cfscholarship,contest_rules,Rules section,No matching block found in the catalog.,screenshots/blocks/contest_rules__default.png
AbbVie CF Scholarship - A Cystic Fibrosis Scholarship,Testimonial - Katie,Features a testimonial from a recipient.,S,1,Static content with basic styling.,https://www.abbviecfcommitment.com/cfscholarship,testimonial_katie,Testimonial section,No matching block found in the catalog.,screenshots/blocks/testimonial_katie__default.png
AbbVie CF Scholarship - A Cystic Fibrosis Scholarship,Testimonial - Olivia,Features a testimonial from another recipient.,S,1,Static content with basic styling.,https://www.abbviecfcommitment.com/cfscholarship,testimonial_olivia,Testimonial section,No matching block found in the catalog.,screenshots/blocks/testimonial_olivia__default.png
AbbVie CF Scholarship - A Cystic Fibrosis Scholarship,FAQ Section,Provides answers to frequently asked questions.,M,2,Accordion-style interaction for question and answer toggling.,https://www.abbviecfcommitment.com/cfscholarship,faq_section,FAQ section,No matching block found in the catalog.,screenshots/blocks/faq_section__default.png
Yummy Sweet Potato Bites,Recipe Introduction,Introduces the recipe with a description and author information.,S,1,Simple text-based content.,https://www.abbviecfcommitment.com/recipes/snacks/yummy-sweet-potato-bites,recipe_intro,Introductory text,No known AEM catalog match.,screenshots/blocks/recipe_intro__default.png
Cooking Tips &amp; Tricks for people living with Cystic Fibrosis,Introduction Content,Provides an introduction to the topic.,S,3,Static text content without interactive elements.,https://www.abbviecfcommitment.com/nutrition-guide/cooking-tips-tricks,intro_content,Introductory text,No matching catalog entry found.,screenshots/blocks/intro_content__default.png
Cooking Tips &amp; Tricks for people living with Cystic Fibrosis,Tips Section,Lists practical tips for maintaining healthy habits.,M,3,Structured list with potential styling.,https://www.abbviecfcommitment.com/nutrition-guide/cooking-tips-tricks,tips_section,Tips list,No matching catalog entry found.,screenshots/blocks/tips_section__default.png
Cooking Tips &amp; Tricks for people living with Cystic Fibrosis,External Habits Section,Discusses maintaining healthy habits outside the home.,S,1,Simple content layout.,https://www.abbviecfcommitment.com/nutrition-guide/cooking-tips-tricks,external_habits,External habits,No matching catalog entry found.,screenshots/blocks/external_habits__default.png
Cooking Tips &amp; Tricks for people living with Cystic Fibrosis,Footer Navigation,Contains links to legal and informational pages.,S,2,Simple footer links.,https://www.abbviecfcommitment.com/nutrition-guide/cooking-tips-tricks,footer_navigation,Footer navigation,No matching catalog entry found.,screenshots/blocks/footer_navigation__default.png
Get Involved ­- CF organizations we love,CF Organizations Intro,Introduction content about CF organizations.,S,1,Simple text content with no interactive features.,https://www.abbviecfcommitment.com/get-involved,cf_organizations_intro,Introductory text,No matching AEM block found.,screenshots/blocks/cf_organizations_intro__default.png
Get Involved ­- CF organizations we love,Great Strides Initiative,Section highlighting the Great Strides initiative.,M,1,Includes call-to-action and visual elements.,https://www.abbviecfcommitment.com/get-involved,great_strides_section,Feature section,No matching AEM block found.,screenshots/blocks/great_strides_section__default.png
Get Involved ­- CF organizations we love,Boomer Esiason Foundation,Details about the Boomer Esiason Foundation.,M,1,Visuals and call-to-action elements included.,https://www.abbviecfcommitment.com/get-involved,boomer_esiason_section,Feature section,No matching AEM block found.,screenshots/blocks/boomer_esiason_section__default.png
Site map,Sitemap Links,List of links representing the site map.,S,1,Simple list layout.,https://www.abbviecfcommitment.com/site-map,sitemap_links,Sitemap,No exact match found in the catalog.,screenshots/blocks/sitemap_links__default.png
Meal Planning &amp; Shopping With A Purpose,Nutrient-Rich Foods,Explains how to shop for nutrient-rich foods and their benefits.,S,1,Educational content with basic layout.,https://www.abbviecfcommitment.com/nutrition-tips/planning-shopping,nutrient_rich_foods,Educational,No matching block found in the catalog.,screenshots/blocks/nutrient_rich_foods__default.png
Meal Planning &amp; Shopping With A Purpose,Vitamins Table,Displays information about various vitamins and their benefits.,M,1,Structured data presentation with potential for interactivity.,https://www.abbviecfcommitment.com/nutrition-tips/planning-shopping,vitamins_table,Table,No matching block found in the catalog.,screenshots/blocks/vitamins_table__default.png
How to stay healthy living with Cystic Fibrosis (CF),Vitamins Section,Details the importance of vitamins for individuals with CF.,S,1,Simple text and potentially image-based content block.,https://www.abbviecfcommitment.com/nutrition-guide/staying-healthy,vitamins_section,Information segment,No direct match found in catalog.,screenshots/blocks/vitamins_section__default.png
Chicken Tortilla Soup,Recipe Tips,Provides additional cooking tips and notes.,S,1,Static content display.,https://www.abbviecfcommitment.com/recipes/dinner/chicken-tortilla-soup,recipe_tips,Tips,No matching AEM catalog block found for this feature.,screenshots/blocks/recipe_tips__default.png
Banana Muffins,Instructions Box,Provides step-by-step instructions for preparing the recipe.,S,1,Sequential text presentation.,https://www.abbviecfcommitment.com/recipes/snacks/banana-muffins,instructions_box,Recipe steps,No matching AEM block found.,screenshots/blocks/instructions_box__default.png
Cystic Fibrosis Recipes,Tabs Navigation,Tabbed navigation for browsing different categories of recipes.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.abbviecfcommitment.com/recipes,tabs_navigation,default,templateIds: tpl_29,screenshots/blocks/tabs_navigation__default.png
Cystic Fibrosis Recipes,Recipes Grid,Displays a grid of recipe cards for the selected tab.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.abbviecfcommitment.com/recipes,recipes_grid,default,templateIds: tpl_29,screenshots/blocks/recipes_grid__default.png
Beat the Heat With Energizing Summer Nutrition,Content Introduction,Introduction to the main content with a summary and key points.,S,1,Simple text-based introductory content.,https://www.abbviecfcommitment.com/nutrition-tips/summer-nutrition-cystic-fibrosis,content_intro,Content summary,No direct match found in the AEM catalog.,screenshots/blocks/content_intro__default.png
Beat the Heat With Energizing Summer Nutrition,Focus Areas,Highlights key focus areas for the topic.,M,1,Custom layout and visual elements.,https://www.abbviecfcommitment.com/nutrition-tips/summer-nutrition-cystic-fibrosis,focus_areas,Highlight blocks,No direct match found in the AEM catalog.,screenshots/blocks/focus_areas__default.png
CF Resources ­- AbbVie CF Commitment,Nutrition Resources,Provides information and resources related to nutrition and cystic fibrosis.,M,1,Content presentation with potential dynamic data.,https://www.abbviecfcommitment.com/resources,nutrition_section,Content section,No catalog match found for nutrition-specific content.,screenshots/blocks/nutrition_section__default.png
CF Resources ­- AbbVie CF Commitment,Dietary Reference,Offers details on dietary reference intakes for calcium and vitamin D.,M,1,Static content requiring structured layout.,https://www.abbviecfcommitment.com/resources,dietary_reference_section,Content section,No catalog match found for dietary references.,screenshots/blocks/dietary_reference_section__default.png
Learn About the Abbvie Cystic Fibrosis Scholarship,Key Dates,Displays important dates for scholarship applications.,S,1,Static data representation in tabular format.,https://www.abbviecfcommitment.com/cfscholarship/about,key_dates_section,Tabular data,Low complexity due to static content.,screenshots/blocks/key_dates_section__default.png
Learn About the Abbvie Cystic Fibrosis Scholarship,Spotlight Achievements,Showcases achievements of students with cystic fibrosis.,M,1,Card layout with images and text.,https://www.abbviecfcommitment.com/cfscholarship/about,celebration_section,Spotlight cards,Requires visual alignment and responsive design.,screenshots/blocks/celebration_section__default.png
Learn About the Abbvie Cystic Fibrosis Scholarship,Rules and Eligibility,Details program rules and eligibility criteria.,M,1,Expandable sections for detailed content.,https://www.abbviecfcommitment.com/cfscholarship/about,rules_and_eligibility,Accordion content,Ensures accessibility for expandable elements.,screenshots/blocks/rules_and_eligibility__default.png
Meet the Scholars - AbbVie CF Scholarship,Introduction Section,Introduces the 2025 Scholars with a heading and descriptive text.,S,1,Simple layout with text and heading.,https://www.abbviecfcommitment.com/cfscholarship/scholars,intro_section,Text introduction,No direct mapping found in AEM blocks catalog.,screenshots/blocks/intro_section__default.png
Meet the Scholars - AbbVie CF Scholarship,Scholar Profiles,Displays profiles of the 2025 scholars with images and links to their stories.,M,1,Moderate complexity due to dynamic content and image handling.,https://www.abbviecfcommitment.com/cfscholarship/scholars,scholar_profiles,Profile cards,No direct mapping found in AEM blocks catalog.,screenshots/blocks/scholar_profiles__default.png
Tovah D - AbbVie CF Scholarship,Profile Summary,Displays a brief summary of the scholar's profile including image and introductory text.,M,1,Arranges content into responsive columns.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/tovah-d,profile_summary,Profile overview,Optimize for readability and visual appeal.,screenshots/blocks/profile_summary__default.png
Tovah D - AbbVie CF Scholarship,Achievements List,Lists the scholar's achievements and accolades.,S,3,Simple list structure with minimal interactivity.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/tovah-d,achievements_list,Achievements display,"Focus on clear and concise presentation.  Model suggested ""List"" (not an exact catalog name — use query_aem_blocks_catalog).",screenshots/blocks/achievements_list__default.png
Sierra L - AbbVie CF Scholarship,Scholar Achievements,Lists the achievements of the featured scholar.,M,4,Requires structured list rendering and accessibility.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2019/sierra-l,scholar_achievements,Achievements list,No direct match found in AEM catalog.,screenshots/blocks/scholar_achievements__default.png
Sophia K - AbbVie CF Scholarship,Back Button CTA,Provides navigation back to previous section.,S,2,Single button functionality.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/sophia-k,cta_back,Back navigation,Consider placement for user convenience.,screenshots/blocks/cta_back__default.png
Sophia K - AbbVie CF Scholarship,Scholar Statement,Contains detailed statement and aspirations.,S,1,Text-focused content.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/sophia-k,scholar_statement,Rich text,Ensure readability and formatting.,screenshots/blocks/scholar_statement__default.png
Sophia K - AbbVie CF Scholarship,Scholar Artwork,Showcases artwork of the scholar.,M,3,Visual display with potential interactivity.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2022/sophia-k,scholar_artwork,Image display,Optimize for high-resolution images.,screenshots/blocks/scholar_artwork__default.png
