Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks
CF Scoop: Tips For Maintaining A Healthy Diet In College,Hero Banner,Highlights page content with a large image and heading.,M,1,Requires responsive styling and image optimization.,https://www.abbviecfcommitment.com/nutrition-tips/college-and-cystic-fibrosis,hero_section,Hero section,Ensure visual impact and responsiveness.
CF Scoop: Tips For Maintaining A Healthy Diet In College,Introduction Text,Provides introductory text for the page.,S,1,Static content without interactive elements.,https://www.abbviecfcommitment.com/nutrition-tips/college-and-cystic-fibrosis,intro_text,Text block,Consider typography adjustments for readability.
CF Scoop: Tips For Maintaining A Healthy Diet In College,Tips List,Displays actionable tips in a list format.,S,1,Straightforward list rendering.,https://www.abbviecfcommitment.com/nutrition-tips/college-and-cystic-fibrosis,tips_list,List of tips,Ensure bullet points are styled clearly.
CF Scoop: Tips For Maintaining A Healthy Diet In College,Meal Prep Steps,Provides meal preparation steps in a structured format.,M,1,May involve numbered steps and layout adjustments.,https://www.abbviecfcommitment.com/nutrition-tips/college-and-cystic-fibrosis,meal_prep_suggestions,Step-by-step guide,Consider usability for mobile users.
CF Scoop: Tips For Maintaining A Healthy Diet In College,Recipe Spotlight,Showcases featured recipes with a call-to-action button.,M,1,Includes interactive elements and visual styling.,https://www.abbviecfcommitment.com/nutrition-tips/college-and-cystic-fibrosis,recipe_spotlight,Featured recipe,Optimize for engagement and accessibility.
CF Scoop: Tips For Maintaining A Healthy Diet In College,Footer Navigation,Provides links to legal and additional site sections.,S,1,Static links with minimal styling.,https://www.abbviecfcommitment.com/nutrition-tips/college-and-cystic-fibrosis,footer_links,Footer links,Ensure links are well-organized and accessible.
CF Scoop: Tips For Maintaining A Healthy Diet In College,Legal Footer,Displays legal disclaimers and copyright information.,S,1,Simple text content without interactive elements.,https://www.abbviecfcommitment.com/nutrition-tips/college-and-cystic-fibrosis,footer_legal,Legal text,Ensure compliance with legal standards.
CF Scoop: Tips For Maintaining A Healthy Diet In College,Back to Top Button,Allows users to quickly return to the top of the page.,S,1,Simple functionality with basic styling.,https://www.abbviecfcommitment.com/nutrition-tips/college-and-cystic-fibrosis,back_to_top,Scroll button,Ensure button visibility and functionality across devices.
How To Exercise Living With Cystic Fibrosis,Utility Navigation,Provides access to utility links and features.,S,1,Simple navigation structure without deep interactivity.,https://www.abbviecfcommitment.com/nutrition-guide/exercise,utility_navigation,Utility strip,No direct mapping found in AEM catalog.
How To Exercise Living With Cystic Fibrosis,Primary Navigation,Main site navigation menu.,M,1,Includes hierarchical menus and interactivity.,https://www.abbviecfcommitment.com/nutrition-guide/exercise,primary_navigation,Main navigation,No direct mapping found in AEM catalog.
How To Exercise Living With Cystic Fibrosis,Hero Section,Highlights the main theme or message of the page.,M,1,Visual focus and potential dynamic content.,https://www.abbviecfcommitment.com/nutrition-guide/exercise,hero_section,Static hero,Mapped to Hero block from AEM catalog.
How To Exercise Living With Cystic Fibrosis,Beyond Working Out Section,Explains benefits of exercise beyond physical activity.,M,1,Content-driven section with potential interactivity.,https://www.abbviecfcommitment.com/nutrition-guide/exercise,section_beyond_working_out,Informational content,No direct mapping found in AEM catalog.
How To Exercise Living With Cystic Fibrosis,Different Exercises Section,Describes various types of exercises and their benefits.,M,1,Content-driven section with potential interactivity.,https://www.abbviecfcommitment.com/nutrition-guide/exercise,section_different_exercises,Informational content,No direct mapping found in AEM catalog.
How To Exercise Living With Cystic Fibrosis,Tips for Avoiding Fatigue Section,Provides tips to manage weight and energy during exercise.,M,1,Content-driven section with potential interactivity.,https://www.abbviecfcommitment.com/nutrition-guide/exercise,section_tips_avoiding_fatigue,Informational content,No direct mapping found in AEM catalog.
How To Exercise Living With Cystic Fibrosis,Calorie Cost Table,Displays a table of activities and their calorie burn rates.,M,1,Structured data presentation with potential for dynamic updates.,https://www.abbviecfcommitment.com/nutrition-guide/exercise,calorie_cost_table,Static table,Mapped to Table block from AEM catalog.
How To Exercise Living With Cystic Fibrosis,Hydration Tips Section,Emphasizes hydration importance during exercise.,M,1,Content-driven section with potential interactivity.,https://www.abbviecfcommitment.com/nutrition-guide/exercise,section_hydration_tips,Informational content,No direct mapping found in AEM catalog.
How To Exercise Living With Cystic Fibrosis,Footer Links,"Contains links to legal, privacy, and other footer-related pages.",S,1,Simple footer structure with links.,https://www.abbviecfcommitment.com/nutrition-guide/exercise,footer_links,Footer navigation,Mapped to Footer block from AEM catalog.
How To Exercise Living With Cystic Fibrosis,Footer Legal Text,Displays legal disclaimers and copyright information.,S,1,Simple footer structure with text.,https://www.abbviecfcommitment.com/nutrition-guide/exercise,footer_legal,Footer legal,Mapped to Footer block from AEM catalog.
How To Exercise Living With Cystic Fibrosis,Back to Top Button,Allows users to quickly return to the top of the page.,S,1,Single interactive element for navigation.,https://www.abbviecfcommitment.com/nutrition-guide/exercise,back_to_top,Utility button,"Mapped to Button block from AEM catalog.  Model suggested ""Button"" (not an exact catalog name — use query_aem_blocks_catalog)."
Suzanne’s Top Three Winter Cystic Fibrosis Recipes,Utility Navigation,Provides quick access to utility links and navigation options.,M,1,Includes accessibility features and potential interactivity.,https://www.abbviecfcommitment.com/nutrition-tips/cf-winter-recipes,global_utility_navigation,Utility Navigation,No direct mapping found in the AEM catalog.
Suzanne’s Top Three Winter Cystic Fibrosis Recipes,Primary Navigation,Main site navigation with links to key sections.,C,1,Deep navigation hierarchy with accessibility requirements.,https://www.abbviecfcommitment.com/nutrition-tips/cf-winter-recipes,primary_navigation,Main Navigation,No direct mapping found in the AEM catalog.
Suzanne’s Top Three Winter Cystic Fibrosis Recipes,Hero Section,Highlights the main focus of the page with a prominent image and title.,M,1,Includes visual prominence and interactivity.,https://www.abbviecfcommitment.com/nutrition-tips/cf-winter-recipes,hero_section,Image and Title Display,Mapped to 'Hero' in AEM catalog.
Suzanne’s Top Three Winter Cystic Fibrosis Recipes,Introduction Text,Provides an introductory paragraph and context for the page content.,S,1,Simple text content with minimal styling.,https://www.abbviecfcommitment.com/nutrition-tips/cf-winter-recipes,intro_text,Page Introduction,No direct mapping found in the AEM catalog.
Suzanne’s Top Three Winter Cystic Fibrosis Recipes,Recipe Cards,Displays featured recipes with images and descriptions.,M,1,Includes image and text layout with responsive design.,https://www.abbviecfcommitment.com/nutrition-tips/cf-winter-recipes,recipe_cards,Card Layout,Mapped to 'Cards' in AEM catalog.
Suzanne’s Top Three Winter Cystic Fibrosis Recipes,Additional Tips,Offers supplementary advice and suggestions related to the main content.,S,1,Simple text or link content.,https://www.abbviecfcommitment.com/nutrition-tips/cf-winter-recipes,additional_tips,Supplementary Tips,No direct mapping found in the AEM catalog.
Suzanne’s Top Three Winter Cystic Fibrosis Recipes,Disclaimer Section,Contains legal and informational disclaimers.,S,1,Simple text content with minimal styling.,https://www.abbviecfcommitment.com/nutrition-tips/cf-winter-recipes,disclaimer_section,Legal Disclaimer,No direct mapping found in the AEM catalog.
Suzanne’s Top Three Winter Cystic Fibrosis Recipes,Footer Links,Provides links to important site resources and external pages.,M,1,Includes multiple links and potential interactivity.,https://www.abbviecfcommitment.com/nutrition-tips/cf-winter-recipes,footer_links,Resource Links,Mapped to 'Footer' in AEM catalog.
Suzanne’s Top Three Winter Cystic Fibrosis Recipes,Footer Legal Text,Displays legal notices and copyright information.,S,1,Simple text content with minimal styling.,https://www.abbviecfcommitment.com/nutrition-tips/cf-winter-recipes,footer_legal,Legal Notices,No direct mapping found in the AEM catalog.
Suzanne’s Top Three Winter Cystic Fibrosis Recipes,Back to Top Button,Allows users to quickly return to the top of the page.,S,1,Simple button functionality.,https://www.abbviecfcommitment.com/nutrition-tips/cf-winter-recipes,back_to_top,Navigation Aid,No direct mapping found in the AEM catalog.
Suzanne’s Top Three Winter Cystic Fibrosis Recipes,Modal Bio,Displays detailed information about Suzanne Michel in a modal window.,M,1,Interactive modal with styling and accessibility features.,https://www.abbviecfcommitment.com/nutrition-tips/cf-winter-recipes,modal_bio,Information Modal,Mapped to 'Modal' in AEM catalog.
Curried Chicken Casserole,Utility Navigation,Provides quick access navigation links and icons.,S,1,Simple styling and functionality.,https://www.abbviecfcommitment.com/recipes/dinner/curried-chicken-casserole,global_utility_strip,Utility strip,No direct match found in catalog.
Curried Chicken Casserole,Main Navigation,Displays primary site navigation with links to major sections.,M,1,Includes hierarchical navigation with submenu behavior.,https://www.abbviecfcommitment.com/recipes/dinner/curried-chicken-casserole,primary_navigation,Main navigation,No direct match found in catalog.
Curried Chicken Casserole,Hero Section,Displays a prominent area for the page title and introductory content.,M,1,Requires styling and responsive design.,https://www.abbviecfcommitment.com/recipes/dinner/curried-chicken-casserole,hero_section,Recipe introduction,Mapped to 'Hero' in catalog.
Curried Chicken Casserole,Nutrition Information,Provides detailed nutritional information for the recipe.,S,1,Simple data display.,https://www.abbviecfcommitment.com/recipes/dinner/curried-chicken-casserole,nutrition_information,Nutrition details,No direct match found in catalog.
Curried Chicken Casserole,Ingredients List,Lists all required ingredients for the recipe.,S,1,Simple list structure.,https://www.abbviecfcommitment.com/recipes/dinner/curried-chicken-casserole,ingredients_list,Ingredients,No direct match found in catalog.
Curried Chicken Casserole,Instructions Section,Provides step-by-step cooking instructions.,S,1,Simple sequential content display.,https://www.abbviecfcommitment.com/recipes/dinner/curried-chicken-casserole,instructions_section,Preparation steps,No direct match found in catalog.
Curried Chicken Casserole,Related Recipes,Displays suggestions for related recipes.,M,1,Includes links and dynamic data fetching.,https://www.abbviecfcommitment.com/recipes/dinner/curried-chicken-casserole,related_recipes,Recipe suggestions,No direct match found in catalog.
Curried Chicken Casserole,Footer,Contains the site-wide footer with links and legal information.,M,1,Includes fragment loading and styling.,https://www.abbviecfcommitment.com/recipes/dinner/curried-chicken-casserole,footer,Site footer,Mapped to 'Footer' in catalog.
Curried Chicken Casserole,Back to Top,Provides a button to scroll to the top of the page.,S,1,Simple functionality and styling.,https://www.abbviecfcommitment.com/recipes/dinner/curried-chicken-casserole,back_to_top,Scroll utility,No direct match found in catalog.
Samantha M - AbbVie CF Scholarship,Global Utility Navigation,Provides quick access to utility links and navigation options.,M,1,Requires integration with global navigation systems and adherence to accessibility standards.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2020/samantha-m,global_utility_navigation,Utility strip,This block is not directly mapped to a known catalog entry.
Samantha M - AbbVie CF Scholarship,Primary Header,Displays the main branding and navigation for the site.,M,1,Includes branding elements and primary navigation.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2020/samantha-m,primary_header,Main navigation,Mapped to the 'Header' block in the AEM catalog.
Samantha M - AbbVie CF Scholarship,Hero Section,Highlights the main content or message of the page.,M,1,Involves styling and layout for prominent display.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2020/samantha-m,hero_section,Hero image,Mapped to the 'Hero' block in the AEM catalog.
Samantha M - AbbVie CF Scholarship,Main Navigation,Provides the primary navigation links for the site.,M,1,Complexity arises from hierarchical navigation and accessibility compliance.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2020/samantha-m,main_navigation,Primary navigation,This block is not directly mapped to a known catalog entry.
Samantha M - AbbVie CF Scholarship,Scholar Introduction,Introduces the featured scholar with an image and brief description.,M,1,Requires dynamic content loading and layout adaptation.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2020/samantha-m,scholar_intro,Introduction section,This block is not directly mapped to a known catalog entry.
Samantha M - AbbVie CF Scholarship,Scholar Details,Displays detailed information about the scholar's achievements and story.,M,1,Includes detailed content rendering and formatting.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2020/samantha-m,scholar_details,Details section,This block is not directly mapped to a known catalog entry.
Samantha M - AbbVie CF Scholarship,Footer Links,Contains links to important site policies and external resources.,M,1,Requires integration with site-wide footer standards.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2020/samantha-m,footer_links,Footer links,Mapped to the 'Footer' block in the AEM catalog.
Samantha M - AbbVie CF Scholarship,Footer Legal Information,Displays legal disclaimers and copyright information.,M,1,Includes static legal content and compliance requirements.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2020/samantha-m,footer_legal,Legal footer,Mapped to the 'Footer' block in the AEM catalog.
Samantha M - AbbVie CF Scholarship,Back to Top Button,Provides a button to quickly scroll back to the top of the page.,S,1,Simple functionality with minor styling adjustments.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2020/samantha-m,back_to_top,Scroll button,This block is not directly mapped to a known catalog entry.
Tips For Vacationing While Living With Cystic Fibrosis,Utility Navigation,Provides quick access links and utility functions.,S,1,Simple navigation without deep interactions.,https://www.abbviecfcommitment.com/nutrition-tips/vacationing-with-cystic-fibrosis,global_utility_navigation,Utility strip,Matches general navigation patterns but not found in catalog.
Tips For Vacationing While Living With Cystic Fibrosis,Primary Navigation,Main navigation for site sections.,M,1,Moderate complexity due to hierarchical menus.,https://www.abbviecfcommitment.com/nutrition-tips/vacationing-with-cystic-fibrosis,primary_navigation,Main navigation,Hierarchical structure increases implementation scope.
Tips For Vacationing While Living With Cystic Fibrosis,Hero Section,Highlights key content with a large visual element.,M,1,Requires responsive design and image handling.,https://www.abbviecfcommitment.com/nutrition-tips/vacationing-with-cystic-fibrosis,hero_section,Hero banner,Mapped to catalog definition.
Tips For Vacationing While Living With Cystic Fibrosis,Introduction Paragraph,Provides introductory context about the page topic.,S,1,Static text content with minimal functionality.,https://www.abbviecfcommitment.com/nutrition-tips/vacationing-with-cystic-fibrosis,intro_paragraph,Text block,No direct match in catalog.
Tips For Vacationing While Living With Cystic Fibrosis,Tips List,Displays a list of actionable tips.,S,1,Simple list display without interactive features.,https://www.abbviecfcommitment.com/nutrition-tips/vacationing-with-cystic-fibrosis,tips_list,Content list,No direct match in catalog.
Tips For Vacationing While Living With Cystic Fibrosis,Planning Section,Highlights planning and preparation advice.,S,1,Static content with basic styling.,https://www.abbviecfcommitment.com/nutrition-tips/vacationing-with-cystic-fibrosis,planning_section,Informational block,No direct match in catalog.
Tips For Vacationing While Living With Cystic Fibrosis,Footer,Provides site-wide footer links and legal information.,S,1,Static footer with links and styling.,https://www.abbviecfcommitment.com/nutrition-tips/vacationing-with-cystic-fibrosis,footer,Footer,Mapped to catalog definition.
Tips For Vacationing While Living With Cystic Fibrosis,Back to Top Button,Enables users to quickly return to the top of the page.,S,1,Simple button functionality.,https://www.abbviecfcommitment.com/nutrition-tips/vacationing-with-cystic-fibrosis,back_to_top_button,Utility button,No direct match in catalog.
Expert Q&amp;A with Suzanne Michel,Utility Navigation,Provides quick links for utility purposes such as contact and subscriptions.,S,1,Simple layout and functionality with limited interactive elements.,https://www.abbviecfcommitment.com/resources/qa-resources,global_utility_strip,Utility navigation,No direct match in the AEM catalog.
Expert Q&amp;A with Suzanne Michel,Primary Navigation,Main navigation for accessing primary sections of the site.,M,1,Includes hierarchical structure and dropdowns.,https://www.abbviecfcommitment.com/resources/qa-resources,primary_navigation,Main navigation,No direct match in the AEM catalog.
Expert Q&amp;A with Suzanne Michel,Hero Section,Displays a large image and introductory text for the page.,M,1,Requires responsive design and visual impact.,https://www.abbviecfcommitment.com/resources/qa-resources,hero_section,Hero,Mapped to the Hero block in the AEM catalog.
Expert Q&amp;A with Suzanne Michel,Q&A Section,Interactive accordion for FAQ content.,M,1,Includes expandable and collapsible functionality.,https://www.abbviecfcommitment.com/resources/qa-resources,qa_section,Accordion,Mapped to the Accordion block in the AEM catalog.
Expert Q&amp;A with Suzanne Michel,Understanding CF,Accordion section for educational content about CF.,M,1,Interactive content with expandable sections.,https://www.abbviecfcommitment.com/resources/qa-resources,understanding_cf,Accordion,Mapped to the Accordion block in the AEM catalog.
Expert Q&amp;A with Suzanne Michel,Image and Text Section 1,Displays an image with accompanying text on the left.,S,1,Simple layout with no advanced functionality.,https://www.abbviecfcommitment.com/resources/qa-resources,image_text_section_1,Image-text layout,No direct match in the AEM catalog.
Expert Q&amp;A with Suzanne Michel,Image and Text Section 2,Displays an image with accompanying text on the right.,S,1,Simple layout with no advanced functionality.,https://www.abbviecfcommitment.com/resources/qa-resources,image_text_section_2,Image-text layout,No direct match in the AEM catalog.
Cystic Fibrosis Kids&#39; Summer Party Favorites,Utility Navigation,Provides utility links like contact and subscription options.,M,1,Includes accessibility considerations and potential dynamic content.,https://www.abbviecfcommitment.com/nutrition-tips/summer-party-tips,global_utility_strip,Utility strip,May require integration with global header configuration.
Cystic Fibrosis Kids&#39; Summer Party Favorites,Primary Navigation,Main navigation for accessing site sections.,C,1,Deep navigation structure with potential for dropdowns and multi-level menus.,https://www.abbviecfcommitment.com/nutrition-tips/summer-party-tips,primary_navigation,Main navigation,Ensure accessibility for nested navigation elements.
Cystic Fibrosis Kids&#39; Summer Party Favorites,Hero Section,Displays a prominent introductory section with a headline and description.,M,1,Requires styling for large visual elements and responsive design.,https://www.abbviecfcommitment.com/nutrition-tips/summer-party-tips,hero_section,Hero image,May integrate dynamic content or animations.
Cystic Fibrosis Kids&#39; Summer Party Favorites,Content Section 1,"Highlights fruits, vegetables, and savory snacks in a structured layout.",S,1,Static content with basic layout requirements.,https://www.abbviecfcommitment.com/nutrition-tips/summer-party-tips,content_section_1,Standard content layout,Ensure responsive design for mobile devices.
Cystic Fibrosis Kids&#39; Summer Party Favorites,Content Section 2,Discusses recipe modifications for dietary needs in an organized format.,S,1,Static content with structured layout.,https://www.abbviecfcommitment.com/nutrition-tips/summer-party-tips,content_section_2,Recipe content,May include links to additional resources.
Cystic Fibrosis Kids&#39; Summer Party Favorites,Content Section 3,Provides summer snack inspiration and a call-to-action.,M,1,Includes a call-to-action which might require interactive elements.,https://www.abbviecfcommitment.com/nutrition-tips/summer-party-tips,content_section_3,Snack inspiration,Ensure visual prominence for the call-to-action.
Cystic Fibrosis Kids&#39; Summer Party Favorites,Footer,Displays footer links and legal information.,M,1,Dynamic content integration and accessibility considerations.,https://www.abbviecfcommitment.com/nutrition-tips/summer-party-tips,footer,Footer links,May integrate with site-wide footer configurations.
Cystic Fibrosis Kids&#39; Summer Party Favorites,Back to Top Button,Button for quick navigation to the top of the page.,S,1,Simple functionality with minimal styling.,https://www.abbviecfcommitment.com/nutrition-tips/summer-party-tips,back_to_top,Utility button,Ensure visibility and accessibility across devices.
Megane W - AbbVie CF Scholarship,Global Utility Strip,"Contains utility links such as contact, subscribe, and group sites.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.abbviecfcommitment.com/cfscholarship/scholars/2020/megane-w,global_utility_strip,default,templateIds: tpl_11
Megane W - AbbVie CF Scholarship,Primary Navigation,Main site navigation with links to various sections of the website.,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.abbviecfcommitment.com/cfscholarship/scholars/2020/megane-w,primary_navigation,default,templateIds: tpl_11
Megane W - AbbVie CF Scholarship,Footer,"Contains footer links, legal information, and site branding.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.abbviecfcommitment.com/cfscholarship/scholars/2020/megane-w,footer,default,templateIds: tpl_11
Megane W - AbbVie CF Scholarship,Back to Top Button,Button to quickly navigate back to the top of the page.,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.abbviecfcommitment.com/cfscholarship/scholars/2020/megane-w,back_to_top,default,templateIds: tpl_11
Kate M - AbbVie CF Scholarship,Utility Navigation,Provides links for accessibility and contact.,S,1,Simple navigation links with minimal interactivity.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2021/kate-m,global_utility_strip,Utility strip,No direct match in catalog.
Kate M - AbbVie CF Scholarship,Primary Navigation,Main site navigation for hierarchical browsing.,M,1,Hierarchical menu structure with dropdowns.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2021/kate-m,primary_navigation,Main navigation,No direct match in catalog.
Kate M - AbbVie CF Scholarship,Hero Section,Highlights page title and introductory content.,M,1,Includes visual design and text alignment.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2021/kate-m,hero_section,Hero block,No direct match in catalog.
Kate M - AbbVie CF Scholarship,Scholar Profile,Displays scholar's image and introductory text.,M,1,Combination of image and text layout.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2021/kate-m,scholar_profile,Profile showcase,No direct match in catalog.
Kate M - AbbVie CF Scholarship,Scholar Quote,Highlights a quote attributed to the scholar.,S,1,Text styling and placement.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2021/kate-m,scholar_quote,Quote display,No direct match in catalog.
Kate M - AbbVie CF Scholarship,Scholar Details,Detailed section about the scholar's achievements.,M,1,Structured text with potential for rich formatting.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2021/kate-m,scholar_details,Details section,No direct match in catalog.
Kate M - AbbVie CF Scholarship,Footer Links,Provides links for site-wide policies and navigation.,S,1,Simple footer navigation.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2021/kate-m,footer_links,Footer links,No direct match in catalog.
Kate M - AbbVie CF Scholarship,Back to Top Button,Allows users to return to the top of the page quickly.,S,1,Basic interactivity with smooth scrolling.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2021/kate-m,back_to_top,Utility button,No direct match in catalog.
Irvin A - AbbVie CF Scholarship,Utility Navigation,Provides quick access links and tools for navigation.,S,1,Simple navigation with no complex interactions.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2019/irvin-a,global_utility_strip,Utility strip,None
Irvin A - AbbVie CF Scholarship,Main Navigation,Displays primary navigation and branding elements.,M,1,Includes dropdown menus and branding assets.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2019/irvin-a,primary_header,Main navigation,None
Irvin A - AbbVie CF Scholarship,Hero Banner,Highlights key content with a prominent visual and text.,M,1,Includes large imagery and text overlay.,https://www.abbviecfcommitment.com/cfscholarship/scholars/2019/irvin-a,hero_section,Hero section,None
