Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks
Non-Small Cell Lung Cancer Resources &amp; Biomarker Education,Primary Header,"Main header containing branding, navigation, and search.",M,1,"Includes branding, primary navigation, and search functionality.",https://www.latestagensclc.com/sign-up,primary_header,Main navigation,No catalog match found.
Non-Small Cell Lung Cancer Resources &amp; Biomarker Education,Hero Banner,Main visual and textual introduction to page content.,M,1,Key visual element with textual content.,https://www.latestagensclc.com/sign-up,hero_banner,Hero section,No catalog match found.
Non-Small Cell Lung Cancer Resources &amp; Biomarker Education,Signup Form,Form for users to sign up for resources and updates.,C,1,"Involves form handling, submission, and confirmation.",https://www.latestagensclc.com/sign-up,signup_form,Interactive form,Matched to 'Form' in catalog.
Non-Small Cell Lung Cancer Resources &amp; Biomarker Education,Footer Main,Main footer with navigation and legal information.,M,1,Includes navigation links and legal disclaimers.,https://www.latestagensclc.com/sign-up,footer_main,Footer section,No catalog match found.
Non-Small Cell Lung Cancer Resources &amp; Biomarker Education,Back to Top Button,Button to quickly scroll back to the top of the page.,S,1,Simple functionality for user convenience.,https://www.latestagensclc.com/sign-up,back_to_top,Utility button,No catalog match found.
Biomarker Conversation Guide,Global Utility Strip,Contains global utility links and notifications for user accessibility.,S,1,"Simple structure with links and notifications, low implementation complexity.",https://www.latestagensclc.com/conversation-guide,global_utility_strip,Utility strip,No direct match in the AEM catalog.
Biomarker Conversation Guide,Primary Header,Provides branding and primary navigation links.,M,1,"Involves navigation and branding elements, medium complexity.",https://www.latestagensclc.com/conversation-guide,primary_header,Main navigation,No direct match in the AEM catalog.
Biomarker Conversation Guide,Main Navigation,Facilitates site navigation across major sections.,M,1,"Structured navigation with menu items, medium complexity.",https://www.latestagensclc.com/conversation-guide,main_navigation,Primary navigation,No direct match in the AEM catalog.
Biomarker Conversation Guide,Hero Section,Displays a prominent title and image for the page.,M,1,"Includes visual and textual elements, medium complexity.",https://www.latestagensclc.com/conversation-guide,hero_section,Hero banner,No direct match in the AEM catalog.
Biomarker Conversation Guide,Main Content,"Hosts the central content of the page, including forms and guides.",C,1,Complex due to forms and potential dynamic content.,https://www.latestagensclc.com/conversation-guide,main_content,Content area,No direct match in the AEM catalog.
Biomarker Conversation Guide,Footer,Displays footer content with links and legal information.,S,1,"Straightforward footer implementation, low complexity.",https://www.latestagensclc.com/conversation-guide,footer,Footer,Direct match found in the AEM catalog.
Biomarker Conversation Guide,Back to Top,Provides a button to return to the top of the page.,S,1,"Simple functionality, low implementation complexity.",https://www.latestagensclc.com/conversation-guide,back_to_top,Utility navigation,No direct match in the AEM catalog.
