Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks,screenshot path
Types of Psoriasis |psoriasisSPEAKS,Image and Text Component,Combines images with descriptive text to illustrate key points.,M,2,Includes layout considerations for responsive design.,https://www.psoriasis.com/about-psoriasis/psoriasis-types,image_text_component,Visual-text pairing,No direct match in catalog.,screenshots/blocks/image_text_component__default.png
Types of Psoriasis |psoriasisSPEAKS,Accordion Section,Interactive section with expandable content for detailed information.,M,1,Requires JavaScript for expand/collapse functionality.,https://www.psoriasis.com/about-psoriasis/psoriasis-types,accordion_section,Expandable content,Matches catalog entry for Accordion block.,screenshots/blocks/accordion_section__default.png
Types of Psoriasis |psoriasisSPEAKS,Footer,"Contains site-wide footer content, including links and legal information.",S,3,Static footer content with minimal interactive elements.,https://www.psoriasis.com/about-psoriasis/psoriasis-types,footer,Site footer,Matches catalog entry for Footer block.,screenshots/blocks/footer__default.png
Find a Psoriasis Doctor &amp; Specialist | psoriasisSPEAKS,Utility Navigation,Provides quick access to utility links such as contact and subscription options.,S,1,Simple navigation links without advanced interactions.,https://www.psoriasis.com/psoriasis-patients/tips/finding-psoriasis-doctor-dermatology-specialist,global_utility_strip,Utility strip,No direct match found in AEM catalog.,screenshots/blocks/global_utility_strip__default.png
Find a Psoriasis Doctor &amp; Specialist | psoriasisSPEAKS,Support Section,Highlights the importance of assembling a psoriasis care team.,S,1,Simple content display without interactive elements.,https://www.psoriasis.com/psoriasis-patients/tips/finding-psoriasis-doctor-dermatology-specialist,support_section,Informational section,No direct match found in AEM catalog.,screenshots/blocks/support_section__default.png
Find a Psoriasis Doctor &amp; Specialist | psoriasisSPEAKS,Referral Section,Discusses the importance of referrals in finding a dermatologist.,S,1,Static content with minimal styling.,https://www.psoriasis.com/psoriasis-patients/tips/finding-psoriasis-doctor-dermatology-specialist,referral_section,Informational section,No direct match found in AEM catalog.,screenshots/blocks/referral_section__default.png
Find a Psoriasis Doctor &amp; Specialist | psoriasisSPEAKS,Insurance Coverage Section,Covers considerations for insurance coverage when choosing a doctor.,S,1,Simple text-based content.,https://www.psoriasis.com/psoriasis-patients/tips/finding-psoriasis-doctor-dermatology-specialist,insurance_section,Informational section,No direct match found in AEM catalog.,screenshots/blocks/insurance_section__default.png
results,Primary Header,Displays main branding and navigation.,M,1,Includes branding and primary navigation options.,https://www.psoriasis.com/psoriasis-treatment-doctor/questions-to-ask-your-doctor-v2/results,primary_header,Main navigation,Could not match to catalog.,screenshots/blocks/primary_header__default.png
results,Thank You Section,Displays thank-you message.,S,1,Simple message display.,https://www.psoriasis.com/psoriasis-treatment-doctor/questions-to-ask-your-doctor-v2/results,thank_you_section,Thank-you message,Could not match to catalog.,screenshots/blocks/thank_you_section__default.png
results,Footer Links,Displays footer links.,M,2,Categorized navigational links.,https://www.psoriasis.com/psoriasis-treatment-doctor/questions-to-ask-your-doctor-v2/results,footer_links,Footer navigation,Matched to Footer in catalog.,screenshots/blocks/footer_links__default.png
Learn About Psoriasis &amp; How to Manage It | psoriasisSPEAKS,Find Doctor CTA,Call-to-action for locating a dermatologist.,S,1,Simple static call-to-action.,https://www.psoriasis.com/,find_doctor_cta,Call-to-action,Encourages user action.,screenshots/blocks/find_doctor_cta__default.png
search-results,Utility Navigation,Provides quick access to utility links and navigation.,S,1,Basic navigation links without advanced features.,https://www.psoriasis.com/search-results,utility_navigation,Utility Navigation,No direct match found in catalog.,screenshots/blocks/utility_navigation__default.png
search-results,Search Bar,Allows users to search the site for content.,M,1,Search functionality with input and result display.,https://www.psoriasis.com/search-results,search_bar,Search Input,Matched to 'Search' block in catalog.,screenshots/blocks/search_bar__default.png
search-results,Search Results,Displays the results of the user's search query.,M,1,Dynamic content rendering based on search input.,https://www.psoriasis.com/search-results,search_results,Search Results,No direct match found in catalog.,screenshots/blocks/search_results__default.png
