Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks
Dopamine Receptor Function in Parkinson’s Disease,Footer,Displays site-wide footer links and legal information.,S,1,Static content with minimal interactions.,https://www.rethinkingreceptorsinpd.com/role-of-dopamine,footer,Footer,Mapped to 'Footer' from AEM catalog.
Dopamine Receptor Function in Parkinson’s Disease,Back to Top Button,Allows users to return to the top of the page.,S,1,Simple interaction with a single functionality.,https://www.rethinkingreceptorsinpd.com/role-of-dopamine,back_to_top,Utility button,No direct mapping found in the AEM catalog.
Parkinson&#39;s Disease Treatment Landscape,Global Utility Navigation,Provides quick access to utility links such as contact and site map.,S,1,Standard navigation structure without dynamic content.,https://www.rethinkingreceptorsinpd.com/current-pd-treatments,global_utility_navigation,Utility strip,No matching catalog entry.
Parkinson&#39;s Disease Treatment Landscape,Primary Navigation,Main site navigation menu for accessing different sections of the site.,S,1,Standard navigation structure without dynamic content.,https://www.rethinkingreceptorsinpd.com/current-pd-treatments,primary_navigation,Main navigation,No matching catalog entry.
Parkinson&#39;s Disease Treatment Landscape,Hero Section,Highlights the main message or theme of the page with a prominent visual and heading.,M,1,Includes visual and heading components requiring integration.,https://www.rethinkingreceptorsinpd.com/current-pd-treatments,hero_section,Hero banner,Mapped to catalog entry 'Hero'.
Parkinson&#39;s Disease Treatment Landscape,Introduction Text,Provides an introductory overview of the page content.,S,1,Simple text content.,https://www.rethinkingreceptorsinpd.com/current-pd-treatments,intro_text,Introductory text,No matching catalog entry.
Parkinson&#39;s Disease Treatment Landscape,Tabs Section,Organizes content into tabs for better navigation and readability.,M,1,Requires interaction design for tab switching.,https://www.rethinkingreceptorsinpd.com/current-pd-treatments,tabs_section,Tabbed content,Mapped to catalog entry 'Tabs'.
Parkinson&#39;s Disease Treatment Landscape,Adverse Effects Section,Details the adverse effects associated with current treatments.,S,1,Text-based content with minimal dynamic requirements.,https://www.rethinkingreceptorsinpd.com/current-pd-treatments,adverse_effects_section,Adverse effects,No matching catalog entry.
Parkinson&#39;s Disease Treatment Landscape,Icon Text Grid,Displays key points using icons and text in a grid layout.,M,1,Requires layout and visual design integration.,https://www.rethinkingreceptorsinpd.com/current-pd-treatments,icon_text_grid,Icon grid,No matching catalog entry.
Parkinson&#39;s Disease Treatment Landscape,Call to Action Section,Encourages users to explore related content or take specific actions.,S,1,Simple CTA design without dynamic elements.,https://www.rethinkingreceptorsinpd.com/current-pd-treatments,cta_section,Call to action,No matching catalog entry.
Parkinson&#39;s Disease Treatment Landscape,References Section,Lists references and citations for the content presented on the page.,S,1,Static text content.,https://www.rethinkingreceptorsinpd.com/current-pd-treatments,references_section,References,No matching catalog entry.
Parkinson&#39;s Disease Treatment Landscape,Footer,"Provides site-wide links, legal information, and branding.",M,1,Includes multiple components and links requiring integration.,https://www.rethinkingreceptorsinpd.com/current-pd-treatments,footer,Footer section,Mapped to catalog entry 'Footer'.
Parkinson&#39;s Disease Treatment Landscape,Back to Top Button,Allows users to quickly return to the top of the page.,S,1,Simple button functionality.,https://www.rethinkingreceptorsinpd.com/current-pd-treatments,back_to_top,Utility button,No matching catalog entry.
Unmet Need in Parkinson&#39;s Disease Treatment,Utility Navigation,Provides access to utility links and site navigation.,S,1,Basic navigation links with minimal complexity.,https://www.rethinkingreceptorsinpd.com/burden-of-pd,global_utility_strip,Utility Strip,Includes skip navigation for accessibility.
Unmet Need in Parkinson&#39;s Disease Treatment,Primary Header,Displays main branding and navigation.,M,1,Incorporates branding and navigation elements.,https://www.rethinkingreceptorsinpd.com/burden-of-pd,primary_header,Main Header,Supports site-wide branding.
Unmet Need in Parkinson&#39;s Disease Treatment,Main Navigation,Primary navigation for site sections.,M,1,Navigation structure with dropdowns.,https://www.rethinkingreceptorsinpd.com/burden-of-pd,main_navigation,Primary Navigation,Includes hierarchical navigation options.
Unmet Need in Parkinson&#39;s Disease Treatment,Hero Section,Highlights key content with imagery and text.,M,1,Includes large images and text overlays.,https://www.rethinkingreceptorsinpd.com/burden-of-pd,hero_section,Hero Banner,Focuses on visual engagement.
Unmet Need in Parkinson&#39;s Disease Treatment,Introduction Text,Provides introductory content for the page.,S,1,Static text with simple layout.,https://www.rethinkingreceptorsinpd.com/burden-of-pd,intro_text,Introduction,Serves as a page overview.
Unmet Need in Parkinson&#39;s Disease Treatment,Chart Section,Displays graphical data representation.,M,1,Interactive or detailed graphical content.,https://www.rethinkingreceptorsinpd.com/burden-of-pd,chart_section,Chart,Visualizes data progression or trends.
Unmet Need in Parkinson&#39;s Disease Treatment,Symptoms Section,Lists symptoms associated with the condition.,S,1,Static list with minimal functionality.,https://www.rethinkingreceptorsinpd.com/burden-of-pd,symptoms_section,Content Listing,Focuses on textual information.
Unmet Need in Parkinson&#39;s Disease Treatment,Therapeutic Window Section,Explains narrowing therapeutic window challenges.,S,1,Informative content with static layout.,https://www.rethinkingreceptorsinpd.com/burden-of-pd,therapeutic_window_section,Informational Content,Highlights critical medical insights.
Unmet Need in Parkinson&#39;s Disease Treatment,Call-to-Action Section,Encourages user engagement with additional content.,M,1,Includes interactive elements like buttons.,https://www.rethinkingreceptorsinpd.com/burden-of-pd,cta_section,Call-to-Action,Designed to increase user interaction.
Unmet Need in Parkinson&#39;s Disease Treatment,References Section,Cites sources for page content.,S,1,Static textual references.,https://www.rethinkingreceptorsinpd.com/burden-of-pd,references_section,References,Provides credibility to content.
Unmet Need in Parkinson&#39;s Disease Treatment,Footer,Displays footer links and legal information.,M,1,Includes multiple links and styling.,https://www.rethinkingreceptorsinpd.com/burden-of-pd,footer,Footer,Site-wide consistency.
Unmet Need in Parkinson&#39;s Disease Treatment,Back to Top Button,Navigates users to the top of the page.,S,1,Simple functionality with minimal styling.,https://www.rethinkingreceptorsinpd.com/burden-of-pd,back_to_top,Utility Button,Improves user navigation.
Site Map - Rethinking Receptors in PD,Utility Navigation,Provides quick access to utility links and tools.,S,1,Simple navigation links without advanced features.,https://www.rethinkingreceptorsinpd.com/site-map,utility_navigation,Utility strip,No exact match found in the AEM catalog.
Site Map - Rethinking Receptors in PD,Primary Navigation,Main site navigation with links to key sections.,M,1,Primary navigation often includes deeper linking and accessibility considerations.,https://www.rethinkingreceptorsinpd.com/site-map,primary_navigation,Main navigation,No exact match found in the AEM catalog.
Site Map - Rethinking Receptors in PD,Hero Section,Prominent section displaying the page title and introductory content.,M,1,Includes dynamic styling and positioning for visual prominence.,https://www.rethinkingreceptorsinpd.com/site-map,hero_section,Hero banner,Mapped to the Hero block in the AEM catalog.
Site Map - Rethinking Receptors in PD,Sitemap CTA Links,Clickable links for navigating the sitemap sections.,S,1,Simple CTA links without advanced functionality.,https://www.rethinkingreceptorsinpd.com/site-map,sitemap_cta_links,Subscribe,No exact match found in the AEM catalog.
Site Map - Rethinking Receptors in PD,Footer Links,Footer area containing links to site policies and information.,M,1,Includes background styling and accessibility features.,https://www.rethinkingreceptorsinpd.com/site-map,footer_links,Cookie preferences,Mapped to the Footer block in the AEM catalog.
Site Map - Rethinking Receptors in PD,Back to Top Button,Button to quickly scroll back to the top of the page.,S,1,Simple button functionality without styling or dynamic behavior.,https://www.rethinkingreceptorsinpd.com/site-map,back_to_top,Utility button,No exact match found in the AEM catalog.
Contact MSL - Rethinking Receptors in PD,Global Utility Navigation,Contains utility links and navigation options for quick access.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.rethinkingreceptorsinpd.com/request-msl,global_utility_navigation,default,templateIds: tpl_6
Contact MSL - Rethinking Receptors in PD,Primary Header,Displays the site logo and main navigation menu.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.rethinkingreceptorsinpd.com/request-msl,primary_header,default,templateIds: tpl_6
Contact MSL - Rethinking Receptors in PD,Main Navigation,Provides the primary navigation links for the site.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.rethinkingreceptorsinpd.com/request-msl,main_navigation,default,templateIds: tpl_6
Contact MSL - Rethinking Receptors in PD,Hero Section,Highlights the main message or purpose of the page.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.rethinkingreceptorsinpd.com/request-msl,hero_section,default,templateIds: tpl_6
Contact MSL - Rethinking Receptors in PD,Call to Action Section,"Encourages users to take action, such as contacting an MSL.",M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.rethinkingreceptorsinpd.com/request-msl,cta_section,default,templateIds: tpl_6
Contact MSL - Rethinking Receptors in PD,Form Section,Allows users to enter their zip code to connect with an MSL.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.rethinkingreceptorsinpd.com/request-msl,form_section,default,templateIds: tpl_6
Contact MSL - Rethinking Receptors in PD,Footer Navigation,Provides links to important site resources and policies.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.rethinkingreceptorsinpd.com/request-msl,footer_navigation,default,templateIds: tpl_6
Contact MSL - Rethinking Receptors in PD,Footer Legal Information,Displays legal information and copyright details.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.rethinkingreceptorsinpd.com/request-msl,footer_legal,default,templateIds: tpl_6
Contact MSL - Rethinking Receptors in PD,Back to Top Button,Allows users to quickly navigate back to the top of the page.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.rethinkingreceptorsinpd.com/request-msl,back_to_top,default,templateIds: tpl_6
