Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks,screenshot path
Dopamine Receptor Function in Parkinson’s Disease,D2 Receptors,Details about D2-like receptors.,M,1,Includes text and image content.,https://www.rethinkingreceptorsinpd.com/role-of-dopamine,d2_receptors,Content block,No direct mapping found in the AEM catalog.,screenshots/blocks/d2_receptors__default.png
Dopamine Receptor Function in Parkinson’s Disease,Summary Section,Summarizes the content on dopamine receptors.,S,1,Static content with minimal interactions.,https://www.rethinkingreceptorsinpd.com/role-of-dopamine,dopamine_receptor_summary,Summary,No direct mapping found in the AEM catalog.,screenshots/blocks/dopamine_receptor_summary__default.png
Dopamine Receptor Function in Parkinson’s Disease,Transcript Accordion,Expandable section for video transcript.,M,1,Interactive content with expand/collapse functionality.,https://www.rethinkingreceptorsinpd.com/role-of-dopamine,accordion_transcript,Accordion,Mapped to 'Accordion' from AEM catalog.,screenshots/blocks/accordion_transcript__default.png
Parkinson&#39;s Disease Treatment Landscape,Introduction Text,Provides an introductory overview of the page content.,S,2,Simple text content.,https://www.rethinkingreceptorsinpd.com/current-pd-treatments,intro_text,Introductory text,No matching catalog entry.,screenshots/blocks/intro_text__default.png
Parkinson&#39;s Disease Treatment Landscape,Tabs Section,Organizes content into tabs for better navigation and readability.,M,1,Requires interaction design for tab switching.,https://www.rethinkingreceptorsinpd.com/current-pd-treatments,tabs_section,Tabbed content,Mapped to catalog entry 'Tabs'.,screenshots/blocks/tabs_section__default.png
Parkinson&#39;s Disease Treatment Landscape,Adverse Effects Section,Details the adverse effects associated with current treatments.,S,1,Text-based content with minimal dynamic requirements.,https://www.rethinkingreceptorsinpd.com/current-pd-treatments,adverse_effects_section,Adverse effects,No matching catalog entry.,screenshots/blocks/adverse_effects_section__default.png
Parkinson&#39;s Disease Treatment Landscape,Icon Text Grid,Displays key points using icons and text in a grid layout.,M,1,Requires layout and visual design integration.,https://www.rethinkingreceptorsinpd.com/current-pd-treatments,icon_text_grid,Icon grid,No matching catalog entry.,screenshots/blocks/icon_text_grid__default.png
Parkinson&#39;s Disease Treatment Landscape,References Section,Lists references and citations for the content presented on the page.,S,2,Static text content.,https://www.rethinkingreceptorsinpd.com/current-pd-treatments,references_section,References,No matching catalog entry.,screenshots/blocks/references_section__default.png
Unmet Need in Parkinson&#39;s Disease Treatment,Chart Section,Displays graphical data representation.,M,1,Interactive or detailed graphical content.,https://www.rethinkingreceptorsinpd.com/burden-of-pd,chart_section,Chart,Visualizes data progression or trends.,screenshots/blocks/chart_section__default.png
Unmet Need in Parkinson&#39;s Disease Treatment,Symptoms Section,Lists symptoms associated with the condition.,S,1,Static list with minimal functionality.,https://www.rethinkingreceptorsinpd.com/burden-of-pd,symptoms_section,Content Listing,Focuses on textual information.,screenshots/blocks/symptoms_section__default.png
Unmet Need in Parkinson&#39;s Disease Treatment,Therapeutic Window Section,Explains narrowing therapeutic window challenges.,S,1,Informative content with static layout.,https://www.rethinkingreceptorsinpd.com/burden-of-pd,therapeutic_window_section,Informational Content,Highlights critical medical insights.,screenshots/blocks/therapeutic_window_section__default.png
Site Map - Rethinking Receptors in PD,Utility Navigation,Provides quick access to utility links and tools.,S,1,Simple navigation links without advanced features.,https://www.rethinkingreceptorsinpd.com/site-map,utility_navigation,Utility strip,No exact match found in the AEM catalog.,screenshots/blocks/utility_navigation__default.png
Site Map - Rethinking Receptors in PD,Sitemap CTA Links,Clickable links for navigating the sitemap sections.,S,1,Simple CTA links without advanced functionality.,https://www.rethinkingreceptorsinpd.com/site-map,sitemap_cta_links,Subscribe,No exact match found in the AEM catalog.,screenshots/blocks/sitemap_cta_links__default.png
Site Map - Rethinking Receptors in PD,Footer Links,Footer area containing links to site policies and information.,M,1,Includes background styling and accessibility features.,https://www.rethinkingreceptorsinpd.com/site-map,footer_links,Cookie preferences,Mapped to the Footer block in the AEM catalog.,screenshots/blocks/footer_links__default.png
Contact MSL - Rethinking Receptors in PD,Form Section,Allows users to enter their zip code to connect with an MSL.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.rethinkingreceptorsinpd.com/request-msl,form_section,default,templateIds: tpl_6,screenshots/blocks/form_section__default.png
Contact MSL - Rethinking Receptors in PD,Footer Navigation,Provides links to important site resources and policies.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.rethinkingreceptorsinpd.com/request-msl,footer_navigation,default,templateIds: tpl_6,screenshots/blocks/footer_navigation__default.png
Contact MSL - Rethinking Receptors in PD,Footer Legal Information,Displays legal information and copyright details.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.rethinkingreceptorsinpd.com/request-msl,footer_legal,default,templateIds: tpl_6,screenshots/blocks/footer_legal__default.png
