Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks,screenshot path
Awareness – People Who Use Drugs,Main Navigation,Represents the primary navigation bar for site sections.,M,5,Contains dropdowns and hierarchical navigation; moderate complexity.,https://www.hcv.com/awareness/people-who-use-drugs,primary_navigation,Main Navigation,Includes hierarchical structure for site navigation.,screenshots/blocks/primary_navigation__default.png
Awareness – People Who Use Drugs,Section Title,Displays the title of the current section.,S,1,Simple text rendering; no dynamic behavior.,https://www.hcv.com/awareness/people-who-use-drugs,section_title,Section Title,Static heading for the section.,screenshots/blocks/section_title__default.png
Awareness – People Who Use Drugs,Video Highlight,Showcases highlighted videos with descriptions and links.,M,1,Involves embedding videos and dynamic content display.,https://www.hcv.com/awareness/people-who-use-drugs,video_highlight,Video Highlight,Highlights specific video content with descriptions.,screenshots/blocks/video_highlight__default.png
Awareness – People Who Use Drugs,Video Grid,Displays a grid of videos with titles and descriptions.,M,1,Grid layout and dynamic video embedding; moderate complexity.,https://www.hcv.com/awareness/people-who-use-drugs,video_grid,Video Grid,Organizes multiple videos in a grid format.,screenshots/blocks/video_grid__default.png
Resources – Spanish Resources,Primary Header,Contains branding and main site navigation.,M,2,Includes branding elements and multi-level navigation.,https://www.hcv.com/resources/spanish-resources,primary_header,Main navigation,Supports primary branding and navigation structure.,screenshots/blocks/primary_header__default.png
Resources – Spanish Resources,Card Grid,Displays resource cards with images and links.,M,1,Requires handling of grid layout and interactive elements.,https://www.hcv.com/resources/spanish-resources,resources_card_grid,Card grid,Facilitates access to multiple resources.,screenshots/blocks/resources_card_grid__default.png
Resources – Spanish Resources,Footer Links,Provides site-wide navigation and information links.,S,2,Simple footer navigation links.,https://www.hcv.com/resources/spanish-resources,footer_links,Footer navigation,Includes additional site links and information.,screenshots/blocks/footer_links__default.png
HCV Management,On-Treatment Monitoring Section,Content section providing resources and information about on-treatment monitoring.,M,1,Requires integration of detailed medical content and potential dynamic updates.,https://www.hcv.com/management,on_treatment_monitoring,Content block,Ensure compliance with medical content standards.,screenshots/blocks/on_treatment_monitoring__default.png
HCV Screening &amp; Assessments,Screening Guides Section,Highlights guides and resources related to HCV screening.,M,1,Involves dynamic content loading and styling.,https://www.hcv.com/screening-assessments,screening_guides_section,Guides display,No direct match in the catalog.,screenshots/blocks/screening_guides_section__default.png
New HCV Providers,New HCV Providers Section,Provides onboarding information for new HCV providers.,M,1,Custom content for onboarding information.,https://www.hcv.com/new-hcv-providers,new_hcv_providers_section,Content section,No exact match found in the catalog.,screenshots/blocks/new_hcv_providers_section__default.png
New HCV Providers,Existing HCV Providers Section,Offers advanced resources and research for existing HCV providers.,M,1,Custom content for advanced resources.,https://www.hcv.com/new-hcv-providers,existing_hcv_providers_section,Content section,No exact match found in the catalog.,screenshots/blocks/existing_hcv_providers_section__default.png
New HCV Providers,Tabs Section,Organizes content into tabs for easier navigation and access.,M,1,Includes interactive tab functionality.,https://www.hcv.com/new-hcv-providers,tabs_section,Tabbed interface,Mapped to 'Tabs' from the catalog.,screenshots/blocks/tabs_section__default.png
New HCV Providers,Awareness Tab,"Content related to awareness of HCV, including videos and articles.",M,1,Custom content with media elements.,https://www.hcv.com/new-hcv-providers,awareness_tab,Tabbed content,No exact match found in the catalog.,screenshots/blocks/awareness_tab__default.png
New HCV Providers,Footer,Contains site-wide footer links and information.,S,2,Relatively static content with minimal interaction.,https://www.hcv.com/new-hcv-providers,footer,Footer section,Mapped to 'Footer' from the catalog.,screenshots/blocks/footer__default.png
HCV Healthcare Providers Hub - Home,New HCV Providers,Provides information and resources for new HCV providers.,M,1,Card layout with specific content targeting.,https://www.hcv.com/,new_hcv_providers,Informational cards,Consider dynamic content loading.,screenshots/blocks/new_hcv_providers__default.png
HCV Healthcare Providers Hub - Home,Existing HCV Providers,Provides advanced information and resources for existing HCV providers.,M,1,Card layout with specific content targeting.,https://www.hcv.com/,existing_hcv_providers,Informational cards,Ensure consistency with other card components.,screenshots/blocks/existing_hcv_providers__default.png
HCV Healthcare Providers Hub - Home,Welcome Section,Introduces the site and its purpose.,S,1,Simple textual and visual layout.,https://www.hcv.com/,welcome_section,Introductory card,Ensure alignment with overall site theme.,screenshots/blocks/welcome_section__default.png
HCV Healthcare Providers Hub - Home,Awareness Card,Provides information about hepatitis C awareness.,S,1,Focused single-card content.,https://www.hcv.com/,awareness_card,Informative card,Highlight key awareness points effectively.,screenshots/blocks/awareness_card__default.png
HCV Healthcare Providers Hub - Home,Screening & Assessments Card,Details HCV screening and assessment resources.,S,1,Focused single-card content.,https://www.hcv.com/,screening_assessments_card,Resource card,Ensure accessibility for all users.,screenshots/blocks/screening_assessments_card__default.png
HCV Healthcare Providers Hub - Home,Management Card,Offers resources for managing hepatitis C.,S,1,Focused single-card content.,https://www.hcv.com/,management_card,Resource card,Content should be concise and actionable.,screenshots/blocks/management_card__default.png
HCV Healthcare Providers Hub - Home,Living With HCV Card,Shares insights into living with hepatitis C.,S,1,Focused single-card content.,https://www.hcv.com/,living_with_hcv_card,Resource card,Ensure empathetic and supportive tone.,screenshots/blocks/living_with_hcv_card__default.png
HCV Healthcare Providers Hub - Home,Resources Card,Provides access to various HCV-related resources.,S,1,Focused single-card content.,https://www.hcv.com/,resources_card,Resource card,Ensure content is up-to-date and relevant.,screenshots/blocks/resources_card__default.png
Search Results,Utility Navigation,Provides quick access to utility links and navigation options.,S,1,Limited functionality and scope.,https://www.hcv.com/search-results,utility_navigation,Utility strip,Could be mapped to a custom navigation block if needed.,screenshots/blocks/utility_navigation__default.png
Search Results,Search Results Header,"Header section for the search results page, including branding and navigation.",M,1,Combines branding and navigation elements.,https://www.hcv.com/search-results,search_results_header,Header,Header requires integration with site-wide navigation styles.,screenshots/blocks/search_results_header__default.png
Search Results,Search Controls,Controls for sorting and filtering search results.,M,1,Includes interactive elements for filtering and sorting.,https://www.hcv.com/search-results,search_controls,Filter and sort controls,Requires JavaScript for dynamic filtering.,screenshots/blocks/search_controls__default.png
Search Results,Sort Accordion,Accordion for sorting options in search results.,M,1,Interactive accordion functionality.,https://www.hcv.com/search-results,sort_accordion,Sorting options,May share styling with other accordion components.,screenshots/blocks/sort_accordion__default.png
Search Results,Filter Accordion,Accordion for filtering options in search results.,M,1,Interactive accordion functionality.,https://www.hcv.com/search-results,filter_accordion,Filtering options,May share styling with other accordion components.,screenshots/blocks/filter_accordion__default.png
Search Results,Search Results List,List of search results displayed on the page.,C,1,Dynamic content generation and accessibility for list items.,https://www.hcv.com/search-results,search_results_list,Search results,Integration with backend search services is required.,screenshots/blocks/search_results_list__default.png
External Link Modal,Modal Header,"Displays the title of the modal, informing users about the purpose of the modal.",S,1,Simple static text header without dynamic functionality.,https://www.hcv.com/modals/wolexternallink/wolcdcviralhepatitisamongpeoplewithhiv,modal_header,Modal Header,Maps to 'Header' block for its layout and presentation.,screenshots/blocks/modal_header__default.png
External Link Modal,Modal Body Text,Provides users with important information about leaving the current site.,S,1,Static text content without interactive elements.,https://www.hcv.com/modals/wolexternallink/wolcdcviralhepatitisamongpeoplewithhiv,modal_body,Modal Body Text,No exact match in the catalog; custom implementation may be required.,screenshots/blocks/modal_body__default.png
External Link Modal,Modal CTA - Yes,A call-to-action button allowing users to confirm and proceed to the external link.,M,1,Interactive element with external link handling.,https://www.hcv.com/modals/wolexternallink/wolcdcviralhepatitisamongpeoplewithhiv,modal_cta_yes,Confirm External Link,No exact match in the catalog; custom implementation may be required.,screenshots/blocks/modal_cta_yes__default.png
External Link Modal,Modal CTA - Cancel,A call-to-action button allowing users to cancel and stay on the current site.,M,1,Interactive element with cancellation handling.,https://www.hcv.com/modals/wolexternallink/wolcdcviralhepatitisamongpeoplewithhiv,modal_cta_cancel,Cancel Modal,No exact match in the catalog; custom implementation may be required.,screenshots/blocks/modal_cta_cancel__default.png
