Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks,screenshot path
Understanding Rheumatoid Arthritis (RA) Treatment Options,Poll Section,Interactive section for collecting user feedback.,M,2,Requires form handling and backend integration.,https://www.ra.com/rheumatoid-arthritis-treatment/ra-treatments-explained,poll_section,User feedback,No direct match in catalog.,screenshots/blocks/poll_section__default.png
Understanding Rheumatoid Arthritis (RA) Treatment Options,Footer,Contains site-wide links and additional information.,S,5,Basic site-wide footer functionality with links.,https://www.ra.com/rheumatoid-arthritis-treatment/ra-treatments-explained,footer,Footer,Matched to 'Footer' block in catalog.,screenshots/blocks/footer__default.png
Rheumatoid Arthritis (RA) Symptoms &amp; Activity | Rheum for More,Disease Activity Levels,Illustrates different levels of RA disease activity with images and text.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.ra.com/what-is-rheumatoid-arthritis/symptoms,disease_activity_levels,default,templateIds: tpl_2,screenshots/blocks/disease_activity_levels__default.png
Rheumatoid Arthritis (RA) Symptoms &amp; Activity | Rheum for More,Quick Poll,Engages users with a poll about RA treatment and remission.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.ra.com/what-is-rheumatoid-arthritis/symptoms,quick_poll,default,templateIds: tpl_2,screenshots/blocks/quick_poll__default.png
Personalization Activation,Personalization Columns,Displays personalized content in a column layout with images and text.,M,1,Dynamic content with responsive design.,https://www.ra.com/personalization-activation,personalization_columns,Content columns,Matched to AEM Columns block.,screenshots/blocks/personalization_columns__default.png
Personalization Activation,Content Section,Provides detailed information and resources related to the page topic.,M,1,Rich content display with potential dynamic elements.,https://www.ra.com/personalization-activation,content_section,Content area,No direct match found in AEM catalog.,screenshots/blocks/content_section__default.png
Take the RAPID3 Assessment | Rheum for More,Global Utility Strip,Provides utility navigation links like social media and 'Find a Rheumatologist'.,S,4,Simple navigation links with minimal interactivity.,https://www.ra.com/rheumatoid-arthritis-resources/rapid3-survey,global_utility_strip,Utility strip,No matching block found in the catalog.,screenshots/blocks/global_utility_strip__default.png
Take the RAPID3 Assessment | Rheum for More,Primary Header,Displays the main site logo and primary navigation menu.,M,2,Includes logo and primary navigation with potential dropdown menus.,https://www.ra.com/rheumatoid-arthritis-resources/rapid3-survey,primary_header,Main navigation,No matching block found in the catalog.,screenshots/blocks/primary_header__default.png
Take the RAPID3 Assessment | Rheum for More,What is RAPID3,Explains the RAPID3 survey with details and categories.,S,1,Informational block with text and potential multimedia.,https://www.ra.com/rheumatoid-arthritis-resources/rapid3-survey,what_is_rapid3,Content block,No matching block found in the catalog.,screenshots/blocks/what_is_rapid3__default.png
Take the RAPID3 Assessment | Rheum for More,Survey Form,Embeds the RAPID3 survey form for users to fill out.,C,1,Interactive form with potential validations and data submission.,https://www.ra.com/rheumatoid-arthritis-resources/rapid3-survey,survey_form,Form,No matching block found in the catalog.,screenshots/blocks/survey_form__default.png
Take the RAPID3 Assessment | Rheum for More,Back to Top Button,Provides a button to quickly navigate back to the top of the page.,S,2,Simple button functionality with anchor link.,https://www.ra.com/rheumatoid-arthritis-resources/rapid3-survey,back_to_top,Utility button,No matching block found in the catalog.,screenshots/blocks/back_to_top__default.png
Partnering With a Rheumatologist | Rheum for More,Survey Section,Encourages user interaction through surveys.,M,1,Interactive content requiring user input.,https://www.ra.com/rheumatoid-arthritis-resources/partner-with-rheumatologist,survey_section,Survey prompt,No direct match found in catalog.,screenshots/blocks/survey_section__default.png
Partnering With a Rheumatologist | Rheum for More,Check-In Section,Promotes a self-evaluation tool.,M,1,Interactive and evaluative tool content.,https://www.ra.com/rheumatoid-arthritis-resources/partner-with-rheumatologist,checkin_section,Self-check-in,No direct match found in catalog.,screenshots/blocks/checkin_section__default.png
Partnering With a Rheumatologist | Rheum for More,Next Page CTA,Directs users to the next relevant page.,S,1,Simple navigation link.,https://www.ra.com/rheumatoid-arthritis-resources/partner-with-rheumatologist,next_page_cta,Next page link,No direct match found in catalog.,screenshots/blocks/next_page_cta__default.png
Sign Up for Updates | Rheum for More,Main Navigation,"Primary navigation for the site, including links to main sections.",M,1,Deep navigation structure with multiple levels.,https://www.ra.com/subscribe,main_navigation,Main navigation,May require multi-level menu handling.,screenshots/blocks/main_navigation__default.png
Sign Up for Updates | Rheum for More,Subscription Form,Form allowing users to sign up for updates and resources.,C,1,"Form handling, validation, and submission logic.",https://www.ra.com/subscribe,subscription_form,Subscribe,Mapped to standard AEM Form block.,screenshots/blocks/subscription_form__default.png
Sign Up for Updates | Rheum for More,Back to Top Button,Allows users to quickly return to the top of the page.,S,1,Simple scroll-to-top functionality.,https://www.ra.com/subscribe,back_to_top_button,Utility button,Requires custom implementation or mapping.,screenshots/blocks/back_to_top_button__default.png
Rheumatoid Arthritis (RA) Resources | Rheum for More,Resources Section,Highlights tools and resources for managing RA.,M,1,Custom background and resource-specific content.,https://www.ra.com/rheumatoid-arthritis-resources/ra-support,resources_section,Resource highlights,Explore matching with a resource or card block.,screenshots/blocks/resources_section__default.png
Rheumatoid Arthritis (RA) Resources | Rheum for More,Support Groups Section,Provides information about RA support groups.,M,1,Custom content and layout for support information.,https://www.ra.com/rheumatoid-arthritis-resources/ra-support,support_groups_section,Support group info,Consider mapping to a similar informational block.,screenshots/blocks/support_groups_section__default.png
Find a Rheumatologist | Rheum for More,Doctor Locator,Interactive tool for finding rheumatologists based on ZIP code.,C,1,Interactive locator tool with dynamic data fetching and map integration.,https://www.ra.com/rheumatoid-arthritis-resources/find-a-rheumatologist,doctor_locator,Locator,No matching catalog entry found.,screenshots/blocks/doctor_locator__default.png
Search Results | Rheum for More,Utility Navigation,Provides quick access to utility links such as social media and find a rheumatologist.,S,1,Basic navigation links with minimal interactivity.,https://www.ra.com/search-results,utility_navigation,Utility strip,Ensure accessibility and responsive design.,screenshots/blocks/utility_navigation__default.png
Search Results | Rheum for More,Search Results,Displays the search results based on user queries.,M,1,Requires integration with a search backend and result rendering.,https://www.ra.com/search-results,search_results,Search results display,Ensure search terms are highlighted and pagination is functional.,screenshots/blocks/search_results__default.png
Search Results | Rheum for More,Modal Dialogs,Displays modal dialogs for additional user interactions.,M,1,Interactive modals with focus management and animations.,https://www.ra.com/search-results,modal_dialogs,Popup windows,Ensure modals are accessible and closeable via keyboard.,screenshots/blocks/modal_dialogs__default.png
Sitemap | Rheum for More,Main Content Area,Primary content display for the sitemap page.,S,1,Static content display.,https://www.ra.com/sitemap,main_content,Content container,Focus on layout and styling.,screenshots/blocks/main_content__default.png
Sitemap | Rheum for More,Sitemap Columns,Organizes sitemap links into structured columns.,M,1,Requires responsive column layout.,https://www.ra.com/sitemap,sitemap_columns,Column layout,Ensure alignment and spacing for readability.,screenshots/blocks/sitemap_columns__default.png
Sitemap | Rheum for More,Footer Legal Text,Displays legal disclaimers and copyright information.,S,1,Static text display.,https://www.ra.com/sitemap,footer_legal_text,Legal footer,Ensure compliance with legal requirements.,screenshots/blocks/footer_legal_text__default.png
