Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks,screenshot path
Sitemap for EMRELIS™ (telisotuzumab-vedotin),Safety Information,Highlights critical safety and usage information.,C,2,Contains detailed medical and legal content.,https://www.emrelis.com/sitemap,important_safety_information,Safety information,No matching catalog entry found.,screenshots/blocks/important_safety_information__default.png
Sitemap for EMRELIS™ (telisotuzumab-vedotin),Footer Links,Contains footer navigation links.,S,2,Simple footer links.,https://www.emrelis.com/sitemap,footer_links,Footer navigation,No matching catalog entry found.,screenshots/blocks/footer_links__default.png
Sitemap for EMRELIS™ (telisotuzumab-vedotin),Back to Top,Allows users to quickly return to the top of the page.,S,1,Basic functionality.,https://www.emrelis.com/sitemap,back_to_top,Back to top,No matching catalog entry found.,screenshots/blocks/back_to_top__default.png
Sitemap for EMRELIS™ (telisotuzumab-vedotin),Safety Bar,Displays a collapsible safety information bar.,M,1,Interactive component with potential for dynamic content.,https://www.emrelis.com/sitemap,safety_bar,Collapsible safety bar,No matching catalog entry found.,screenshots/blocks/safety_bar__default.png
EMRELIS™ (telisotuzumab-vedotin) – Official Patient Site,Global Utility Strip,Displays utility navigation links for quick access.,S,1,Simple navigation links with limited functionality.,https://www.emrelis.com/copayterms,global_utility_strip,Utility strip,Consider mapping to an existing utility block if available in the catalog.,screenshots/blocks/global_utility_strip__default.png
EMRELIS™ (telisotuzumab-vedotin) – Official Patient Site,Primary Header,Provides branding and primary navigation elements.,M,1,"Includes branding, navigation, and potential dynamic content.",https://www.emrelis.com/copayterms,primary_header,Main header,Mapped to 'Header' from the catalog; ensure functionality matches.,screenshots/blocks/primary_header__default.png
EMRELIS™ (telisotuzumab-vedotin) – Official Patient Site,Main Navigation,Facilitates primary site navigation.,S,1,Straightforward navigation menu with limited depth.,https://www.emrelis.com/copayterms,main_navigation,Primary navigation,Could benefit from deeper catalog analysis for a match.,screenshots/blocks/main_navigation__default.png
EMRELIS™ (telisotuzumab-vedotin) – Official Patient Site,About Section,Provides detailed information about the product.,M,1,Content-focused section with potential dynamic elements.,https://www.emrelis.com/copayterms,about_section,Informational content,Further refinement needed for catalog alignment.,screenshots/blocks/about_section__default.png
EMRELIS™ (telisotuzumab-vedotin) – Official Patient Site,Results Section,Highlights clinical trial results and statistics.,M,1,Data-driven section requiring structured layout.,https://www.emrelis.com/copayterms,results_section,Clinical results,Ensure data presentation adheres to accessibility standards.,screenshots/blocks/results_section__default.png
Sign up for Information About EMRELIS™ (telisotuzumab-vedotin) - Official Patient Site,Sign Up Form,Embedded form allowing users to sign up for more information about EMRELIS.,C,1,"Involves form functionality, submission handling, and potential integrations.",https://www.emrelis.com/sign-up,sign_up_form,Form,Mapped to catalog entry for Form block.,screenshots/blocks/sign_up_form__default.png
Sign up for Information About EMRELIS™ (telisotuzumab-vedotin) - Official Patient Site,Back to Top Button,Button allowing users to quickly return to the top of the page.,S,1,Simple button functionality.,https://www.emrelis.com/sign-up,back_to_top_button,Utility button,Matches back-to-top functionality but not catalogued.,screenshots/blocks/back_to_top_button__default.png
Sign up for Information About EMRELIS™ (telisotuzumab-vedotin) - Official Patient Site,Cookie Settings,Link to manage cookie preferences.,S,1,Basic link functionality for cookie management.,https://www.emrelis.com/sign-up,cookie_settings,Cookie preferences,Matches cookie settings functionality but not catalogued.,screenshots/blocks/cookie_settings__default.png
