Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks
Sitemap for EMRELIS™ (telisotuzumab-vedotin),Hero Section,Displays the main title and introductory content.,M,1,Prominent visual element with potential for dynamic content.,https://www.emrelis.com/sitemap,hero_section,Hero banner,No matching catalog entry found.
Sitemap for EMRELIS™ (telisotuzumab-vedotin),CTA Links,Provides call-to-action links.,S,1,Simple link list.,https://www.emrelis.com/sitemap,cta_links_section,Call-to-action links,No matching catalog entry found.
Sitemap for EMRELIS™ (telisotuzumab-vedotin),Safety Information,Highlights critical safety and usage information.,C,1,Contains detailed medical and legal content.,https://www.emrelis.com/sitemap,important_safety_information,Safety information,No matching catalog entry found.
Sitemap for EMRELIS™ (telisotuzumab-vedotin),Footer Links,Contains footer navigation links.,S,1,Simple footer links.,https://www.emrelis.com/sitemap,footer_links,Footer navigation,No matching catalog entry found.
Sitemap for EMRELIS™ (telisotuzumab-vedotin),Back to Top,Allows users to quickly return to the top of the page.,S,1,Basic functionality.,https://www.emrelis.com/sitemap,back_to_top,Back to top,No matching catalog entry found.
Sitemap for EMRELIS™ (telisotuzumab-vedotin),Safety Bar,Displays a collapsible safety information bar.,M,1,Interactive component with potential for dynamic content.,https://www.emrelis.com/sitemap,safety_bar,Collapsible safety bar,No matching catalog entry found.
EMRELIS™ (telisotuzumab-vedotin) – Official Patient Site,Global Utility Strip,Displays utility navigation links for quick access.,S,1,Simple navigation links with limited functionality.,https://www.emrelis.com/copayterms,global_utility_strip,Utility strip,Consider mapping to an existing utility block if available in the catalog.
EMRELIS™ (telisotuzumab-vedotin) – Official Patient Site,Primary Header,Provides branding and primary navigation elements.,M,1,"Includes branding, navigation, and potential dynamic content.",https://www.emrelis.com/copayterms,primary_header,Main header,Mapped to 'Header' from the catalog; ensure functionality matches.
EMRELIS™ (telisotuzumab-vedotin) – Official Patient Site,Main Navigation,Facilitates primary site navigation.,S,1,Straightforward navigation menu with limited depth.,https://www.emrelis.com/copayterms,main_navigation,Primary navigation,Could benefit from deeper catalog analysis for a match.
EMRELIS™ (telisotuzumab-vedotin) – Official Patient Site,Hero Section,Showcases a prominent visual and introductory content.,M,1,Includes large imagery and styled content for impact.,https://www.emrelis.com/copayterms,hero_section,Hero banner,Mapped to 'Hero' in the catalog; ensure styling consistency.
EMRELIS™ (telisotuzumab-vedotin) – Official Patient Site,About Section,Provides detailed information about the product.,M,1,Content-focused section with potential dynamic elements.,https://www.emrelis.com/copayterms,about_section,Informational content,Further refinement needed for catalog alignment.
EMRELIS™ (telisotuzumab-vedotin) – Official Patient Site,Results Section,Highlights clinical trial results and statistics.,M,1,Data-driven section requiring structured layout.,https://www.emrelis.com/copayterms,results_section,Clinical results,Ensure data presentation adheres to accessibility standards.
EMRELIS™ (telisotuzumab-vedotin) – Official Patient Site,Side Effects Section,Lists potential side effects and safety information.,M,1,Structured content with critical information.,https://www.emrelis.com/copayterms,side_effects_section,Safety information,Focus on clarity and compliance with medical standards.
EMRELIS™ (telisotuzumab-vedotin) – Official Patient Site,How It Works Section,Explains the mechanism of the product.,M,1,Educational content requiring clear visuals and text.,https://www.emrelis.com/copayterms,how_it_works_section,Mechanism explanation,May involve animations or diagrams for clarity.
EMRELIS™ (telisotuzumab-vedotin) – Official Patient Site,Taking EMRELIS Section,Guides users on safe usage of the product.,M,1,Instructional content with potential interactive elements.,https://www.emrelis.com/copayterms,taking_emrelis_section,Usage guidance,Ensure content is user-friendly and accessible.
Sign up for Information About EMRELIS™ (telisotuzumab-vedotin) - Official Patient Site,Global Utility Navigation,Provides quick access to utility links such as 'Stay Up To Date'.,S,1,Simple navigation links without additional functionality.,https://www.emrelis.com/sign-up,global_utility_navigation,Utility strip,Matches utility navigation pattern but not catalogued.
Sign up for Information About EMRELIS™ (telisotuzumab-vedotin) - Official Patient Site,Primary Navigation,"Main navigation menu for the site, including links to prescribing information and other resources.",M,1,Includes multiple links and hierarchical structure.,https://www.emrelis.com/sign-up,primary_navigation,Main navigation,Matches primary navigation pattern but not catalogued.
Sign up for Information About EMRELIS™ (telisotuzumab-vedotin) - Official Patient Site,Hero Section,Prominent section introducing the page with a call to action to learn more about EMRELIS.,S,1,Standard hero section with image and heading.,https://www.emrelis.com/sign-up,hero_section,Hero,Mapped to catalog entry for Hero block.
Sign up for Information About EMRELIS™ (telisotuzumab-vedotin) - Official Patient Site,Sign Up Form,Embedded form allowing users to sign up for more information about EMRELIS.,C,1,"Involves form functionality, submission handling, and potential integrations.",https://www.emrelis.com/sign-up,sign_up_form,Form,Mapped to catalog entry for Form block.
Sign up for Information About EMRELIS™ (telisotuzumab-vedotin) - Official Patient Site,Important Safety Information,Section providing detailed safety and usage information about EMRELIS.,M,1,Rich text content with structured information.,https://www.emrelis.com/sign-up,important_safety_information,Safety information,Matches safety information pattern but not catalogued.
Sign up for Information About EMRELIS™ (telisotuzumab-vedotin) - Official Patient Site,Footer Links,"Footer section with links to site map, privacy policy, and other legal information.",S,1,Standard footer functionality.,https://www.emrelis.com/sign-up,footer_links,Footer,Mapped to catalog entry for Footer block.
Sign up for Information About EMRELIS™ (telisotuzumab-vedotin) - Official Patient Site,Back to Top Button,Button allowing users to quickly return to the top of the page.,S,1,Simple button functionality.,https://www.emrelis.com/sign-up,back_to_top_button,Utility button,Matches back-to-top functionality but not catalogued.
Sign up for Information About EMRELIS™ (telisotuzumab-vedotin) - Official Patient Site,Cookie Settings,Link to manage cookie preferences.,S,1,Basic link functionality for cookie management.,https://www.emrelis.com/sign-up,cookie_settings,Cookie preferences,Matches cookie settings functionality but not catalogued.
