Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks
The Seven Types of Eczema | Eczema HQ,Quick Poll,Interactive poll about eczema diagnosis.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.eczemaheadquarters.com/about-eczema/types-of-eczema,quick_poll,default,templateIds: tpl_4
The Seven Types of Eczema | Eczema HQ,Comparison Section,Comparison between eczema and psoriasis.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.eczemaheadquarters.com/about-eczema/types-of-eczema,comparison_section,default,templateIds: tpl_4
The Seven Types of Eczema | Eczema HQ,Recommended Topics,Recommended topics related to eczema for further reading.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.eczemaheadquarters.com/about-eczema/types-of-eczema,recommended_topics,default,templateIds: tpl_4
What Causes Eczema (Atopic Dermatitis)? | Eczema HQ,Utility Navigation,"Provides quick access to utility links such as contact, subscribe, and group sites.",M,1,Includes multiple interactive elements like links and buttons.,https://www.eczemaheadquarters.com/understanding-eczema/what-causes-eczema,global_utility_strip,Utility strip,Requires accessibility considerations for navigation and visibility.
What Causes Eczema (Atopic Dermatitis)? | Eczema HQ,Site Header,"Displays the main branding, navigation, and site logo.",M,1,Complexity due to navigation menu and branding elements.,https://www.eczemaheadquarters.com/understanding-eczema/what-causes-eczema,primary_header,Main navigation,Incorporates sticky behavior and responsive design.
What Causes Eczema (Atopic Dermatitis)? | Eczema HQ,Hero Section,Highlights the main topic of the page with a large image and heading.,M,1,Involves layout adjustments for responsiveness and visual prominence.,https://www.eczemaheadquarters.com/understanding-eczema/what-causes-eczema,hero_section,Hero banner,Requires high-quality image assets and proper heading hierarchy.
What Causes Eczema (Atopic Dermatitis)? | Eczema HQ,Intro Content,Provides an introduction to the topic with a heading and brief description.,S,1,Simple text and heading formatting.,https://www.eczemaheadquarters.com/understanding-eczema/what-causes-eczema,content_intro,Content introduction,Ensures clarity and emphasis on the introductory text.
What Causes Eczema (Atopic Dermatitis)? | Eczema HQ,Main Visual,Displays a visual representation related to the page's topic.,S,1,Requires only image rendering and styling.,https://www.eczemaheadquarters.com/understanding-eczema/what-causes-eczema,main_image,Main image,May need optimization for different screen sizes.
What Causes Eczema (Atopic Dermatitis)? | Eczema HQ,Root Cause Details,Explains the root causes of eczema with detailed text content.,S,1,Primarily text-based content.,https://www.eczemaheadquarters.com/understanding-eczema/what-causes-eczema,section_root_cause,Content section,Focus on readability and structure for detailed explanations.
What Causes Eczema (Atopic Dermatitis)? | Eczema HQ,Inflammation Insights,Describes the role of inflammation in eczema.,S,1,Simple layout with text and background styling.,https://www.eczemaheadquarters.com/understanding-eczema/what-causes-eczema,section_inflammation,Content section,Background color adds visual distinction.
What Causes Eczema (Atopic Dermatitis)? | Eczema HQ,User Poll,Engages users with a poll related to their experiences with eczema treatments.,M,1,Interactive elements requiring backend integration.,https://www.eczemaheadquarters.com/understanding-eczema/what-causes-eczema,quick_poll,Quick poll,Needs real-time data handling and accessibility compliance.
What Causes Eczema (Atopic Dermatitis)? | Eczema HQ,Page Footer,Provides site-wide links and information at the bottom of the page.,M,1,Involves multiple links and styling for site-wide visibility.,https://www.eczemaheadquarters.com/understanding-eczema/what-causes-eczema,footer,Footer,Ensures consistent styling and accessibility across pages.
Eczema Severity &amp; Impact | Eczema HQ,Global Utility Strip,"Provides quick access to contact, subscription, and other global utilities.",S,1,Minimal complexity as it involves static links and basic accessibility.,https://www.eczemaheadquarters.com/understanding-eczema/eczema-severity-and-impact,global_utility_strip,Utility strip,No matching entry found in the AEM catalog.
Eczema Severity &amp; Impact | Eczema HQ,Primary Header,Displays the main branding and navigation for the site.,M,1,"Includes navigation, branding, and accessibility considerations.",https://www.eczemaheadquarters.com/understanding-eczema/eczema-severity-and-impact,primary_header,Main navigation,Mapped to 'Header' in the AEM catalog.
Eczema Severity &amp; Impact | Eczema HQ,Hero Section,Highlights the main topic or feature of the page with a large image and heading.,M,1,"Requires image loading, responsive design, and accessibility.",https://www.eczemaheadquarters.com/understanding-eczema/eczema-severity-and-impact,hero_section,Hero banner,Mapped to 'Hero' in the AEM catalog.
Eczema Severity &amp; Impact | Eczema HQ,Main Content Columns,Presents the main content in a multi-column layout.,M,1,Involves layout management and responsive design.,https://www.eczemaheadquarters.com/understanding-eczema/eczema-severity-and-impact,main_content_columns,Content layout,No matching entry found in the AEM catalog.
Eczema Severity &amp; Impact | Eczema HQ,Accordion Section,Provides expandable sections for detailed content.,M,1,Requires JavaScript for interaction and CSS for transitions.,https://www.eczemaheadquarters.com/understanding-eczema/eczema-severity-and-impact,accordion_section,Expandable accordion,Mapped to 'Accordion' in the AEM catalog.
Eczema Severity &amp; Impact | Eczema HQ,Next Page CTA,Encourages users to proceed to the next relevant page.,S,1,Minimal complexity as it involves static links and basic accessibility.,https://www.eczemaheadquarters.com/understanding-eczema/eczema-severity-and-impact,next_page_cta,Call to action,No matching entry found in the AEM catalog.
Eczema Severity &amp; Impact | Eczema HQ,Recommended Topics,Displays recommended content for the user.,M,1,Requires dynamic content loading and personalization.,https://www.eczemaheadquarters.com/understanding-eczema/eczema-severity-and-impact,recommended_topics,Content recommendation,No matching entry found in the AEM catalog.
Homepage Experience,Hero Section,Displays the main hero section with background and introductory content.,M,1,Requires custom styling and integration for large image and heading.,https://www.eczemaheadquarters.com/personalization/homepage-experience,hero_section,Main hero section,Mapped to the Hero block from the catalog.
Homepage Experience,Quick Poll,Interactive quick poll section for user engagement.,C,1,Includes interactive elements and dynamic content.,https://www.eczemaheadquarters.com/personalization/homepage-experience,info_tree_quick_poll,Quick poll with navigation,"No exact match in catalog, potentially custom implementation."
Homepage Experience,Hero Callout,Secondary hero section for returning visitors with background and content.,M,1,Similar to the main hero section but tailored for returning users.,https://www.eczemaheadquarters.com/personalization/homepage-experience,hero_callout,Secondary hero section,Mapped to the Hero block from the catalog.
Footer Touts - Personalized,Footer Tout,"Displays footer content with an image, description, and link about eczema.",S,1,Basic implementation with image and text components without advanced interactivity.,https://www.eczemaheadquarters.com/personalization/footer-touts,footer_tout_what_is_eczema,Footer with informational tout,The block leverages standard footer styling and includes an informative link.
Inline Touts,Personalization Introduction,Introduction to the concept of personalized inline touts and their relevance to eczema information.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.eczemaheadquarters.com/personalization/inline-touts,personalization_intro,default,templateIds: tpl_9
Inline Touts,Inline Tout: What is Eczema?,"Provides information about what eczema is, including visuals and a call-to-action.",M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.eczemaheadquarters.com/personalization/inline-touts,inline_tout_what_is_eczema,default,templateIds: tpl_9
Inline Touts,Inline Tout: Types of Eczema,Explains the different types of eczema with visuals and a call-to-action.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.eczemaheadquarters.com/personalization/inline-touts,inline_tout_types_of_eczema,default,templateIds: tpl_9
Inline Touts,Inline Tout: Symptoms and Pictures,Details common symptoms of eczema with accompanying images and a call-to-action.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.eczemaheadquarters.com/personalization/inline-touts,inline_tout_symptoms_pictures,default,templateIds: tpl_9
Inline Touts,Inline Tout: Causes of Eczema,Explores potential causes of eczema with visuals and a call-to-action.,M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.eczemaheadquarters.com/personalization/inline-touts,inline_tout_causes,default,templateIds: tpl_9
Inline Touts,Inline Tout: Understanding the Itch,"Discusses the itch associated with eczema and its impact, with visuals and a call-to-action.",M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.eczemaheadquarters.com/personalization/inline-touts,inline_tout_itch,default,templateIds: tpl_9
Inline Touts,Inline Tout: Severity and Impact,"Explains how eczema severity is assessed and its impact on life, with visuals and a call-to-action.",M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.eczemaheadquarters.com/personalization/inline-touts,inline_tout_severity_impact,default,templateIds: tpl_9
Inline Touts,Inline Tout: Sharing Your Experience,"Encourages users to share their eczema experience with their doctor, with visuals and a call-to-action.",M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.eczemaheadquarters.com/personalization/inline-touts,inline_tout_experience,default,templateIds: tpl_9
Inline Touts,Inline Tout: Related Conditions,"Provides information on conditions related to eczema, with visuals and a call-to-action.",M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.eczemaheadquarters.com/personalization/inline-touts,inline_tout_related_conditions,default,templateIds: tpl_9
Inline Touts,Inline Tout: Treatments,"Discusses treatment options for eczema, with visuals and a call-to-action.",M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.eczemaheadquarters.com/personalization/inline-touts,inline_tout_treatments,default,templateIds: tpl_9
Inline Touts,Inline Tout: Biologics and Small Molecules,"Explains advanced treatment options for eczema, with visuals and a call-to-action.",M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.eczemaheadquarters.com/personalization/inline-touts,inline_tout_biologics,default,templateIds: tpl_9
Inline Touts,Inline Tout: Doctor Discussion Guide,"Provides a guide to prepare for discussions with doctors about eczema, with visuals and a call-to-action.",M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.eczemaheadquarters.com/personalization/inline-touts,inline_tout_doctor_guide,default,templateIds: tpl_9
Inline Touts,Inline Tout: Eczema Specialists,"Introduces specialists who can help with eczema, with visuals and a call-to-action.",M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.eczemaheadquarters.com/personalization/inline-touts,inline_tout_specialists,default,templateIds: tpl_9
Inline Touts,Inline Tout: Find a Specialist,"Helps users locate eczema specialists nearby, with visuals and a call-to-action.",M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.eczemaheadquarters.com/personalization/inline-touts,inline_tout_find_specialist,default,templateIds: tpl_9
Inline Touts,Inline Tout: Eczema Routines,"Offers tips for creating effective eczema care routines, with visuals and a call-to-action.",M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.eczemaheadquarters.com/personalization/inline-touts,inline_tout_routines,default,templateIds: tpl_9
Inline Touts,Inline Tout: Stress and Eczema,"Explores the relationship between stress and eczema, with visuals and a call-to-action.",M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.eczemaheadquarters.com/personalization/inline-touts,inline_tout_stress,default,templateIds: tpl_9
Inline Touts,Inline Tout: Emotional Well-Being,"Discusses the emotional impact of eczema and ways to manage it, with visuals and a call-to-action.",M,1,Model output omitted this blockId after catalog review. Mapped as Unmapped; re-run mapping or fix agent output.,https://www.eczemaheadquarters.com/personalization/inline-touts,inline_tout_emotional_wellbeing,default,templateIds: tpl_9
Default Inline Touts,Default Inline Tout Title 1,Displays a title section for the default inline tout content related to eczema and other conditions.,S,1,Simple title rendering with no interactive components.,https://www.eczemaheadquarters.com/personalization/default-content/inline-touts,default_inline_tout_title_1,Title section,No exact match found in the AEM catalog.
Default Inline Touts,Default Inline Tout Title 2,Displays a title section for the default inline tout content related to the impact of stress on eczema.,S,1,Simple title rendering with no interactive components.,https://www.eczemaheadquarters.com/personalization/default-content/inline-touts,default_inline_tout_title_2,Title section,No exact match found in the AEM catalog.
Default Footer Touts,Footer Tout 1,"Displays a footer section with a recommended topic, image, text, and CTA.",M,1,"Includes image handling, responsive design considerations, and call-to-action functionality.",https://www.eczemaheadquarters.com/personalization/default-content/footer-touts,footer_tout_1,Recommended topic tout,Ensure responsive behavior and accessibility compliance.
Default Footer Touts,Footer Tout 2,"Displays a footer section with a recommended topic, image, text, and CTA.",M,1,"Includes image handling, responsive design considerations, and call-to-action functionality.",https://www.eczemaheadquarters.com/personalization/default-content/footer-touts,footer_tout_2,Recommended topic tout,Ensure responsive behavior and accessibility compliance.
Default Footer Touts,Footer Tout 3,"Displays a footer section with a recommended topic, image, text, and CTA.",M,1,"Includes image handling, responsive design considerations, and call-to-action functionality.",https://www.eczemaheadquarters.com/personalization/default-content/footer-touts,footer_tout_3,Recommended topic tout,Ensure responsive behavior and accessibility compliance.
What is Eczema? (Atopic Dermatitis) | Eczema HQ,Utility Navigation,"Provides quick access to contact, subscription, and group site links.",S,1,Limited scope with basic navigation links.,https://www.eczemaheadquarters.com/about-eczema/what-is-eczema,global_utility_strip,Utility strip,No direct match in the AEM blocks catalog.
What is Eczema? (Atopic Dermatitis) | Eczema HQ,Site Header,"Displays the site logo, primary navigation menu, and search functionality.",M,1,"Includes navigation, logo, and search; moderate complexity.",https://www.eczemaheadquarters.com/about-eczema/what-is-eczema,primary_header,Main navigation,Matched to AEM catalog 'Header' block.
What is Eczema? (Atopic Dermatitis) | Eczema HQ,Site Footer,Contains site-wide footer links and information.,S,1,Simple footer implementation with basic links.,https://www.eczemaheadquarters.com/about-eczema/what-is-eczema,footer,Footer,Matched to AEM catalog 'Footer' block.
Eczema Symptoms &amp; Pictures | Eczema HQ,Utility Strip,Provides access to global utilities like sign-up and search.,S,1,Simple functionality with minimal interactivity.,https://www.eczemaheadquarters.com/about-eczema/eczema-symptoms-and-pictures,global_utility_strip,Utility strip,Could be mapped to a custom block if required.
Eczema Symptoms &amp; Pictures | Eczema HQ,Primary Navigation,Main navigation for accessing site sections.,M,1,Involves hierarchical navigation and accessibility requirements.,https://www.eczemaheadquarters.com/about-eczema/eczema-symptoms-and-pictures,primary_navigation,Main navigation,Consider accessibility standards for navigation menus.
Eczema Symptoms &amp; Pictures | Eczema HQ,Hero Section,Highlights the main theme of the page with a title and supporting content.,M,1,Includes styling and positioning for large image and heading.,https://www.eczemaheadquarters.com/about-eczema/eczema-symptoms-and-pictures,hero_section,Hero section,Mapped to catalog block 'Hero'.
Eczema Symptoms &amp; Pictures | Eczema HQ,Symptoms Report,Details about eczema symptoms and their variations.,S,1,Static content without interactive elements.,https://www.eczemaheadquarters.com/about-eczema/eczema-symptoms-and-pictures,symptoms_report,Report section,Could be mapped to a text or content block.
Eczema Symptoms &amp; Pictures | Eczema HQ,Eczema Image Library,Displays images of eczema symptoms across different body parts.,M,1,Requires grid layout and image presentation.,https://www.eczemaheadquarters.com/about-eczema/eczema-symptoms-and-pictures,image_library,Image library,Could involve dynamic image loading.
Eczema Symptoms &amp; Pictures | Eczema HQ,Hands Carousel,Carousel showcasing eczema symptoms on hands.,C,1,Interactive carousel with navigation and accessibility requirements.,https://www.eczemaheadquarters.com/about-eczema/eczema-symptoms-and-pictures,hands_carousel,Carousel,Mapped to catalog block 'Carousel'.
Eczema Symptoms &amp; Pictures | Eczema HQ,Feet Carousel,Carousel showcasing eczema symptoms on feet.,C,1,Interactive carousel with navigation and accessibility requirements.,https://www.eczemaheadquarters.com/about-eczema/eczema-symptoms-and-pictures,feet_carousel,Carousel,Mapped to catalog block 'Carousel'.
Eczema Symptoms &amp; Pictures | Eczema HQ,Legs Carousel,Carousel showcasing eczema symptoms on legs.,C,1,Interactive carousel with navigation and accessibility requirements.,https://www.eczemaheadquarters.com/about-eczema/eczema-symptoms-and-pictures,legs_carousel,Carousel,Mapped to catalog block 'Carousel'.
Eczema Symptoms &amp; Pictures | Eczema HQ,Arms Carousel,Carousel showcasing eczema symptoms on arms.,C,1,Interactive carousel with navigation and accessibility requirements.,https://www.eczemaheadquarters.com/about-eczema/eczema-symptoms-and-pictures,arms_carousel,Carousel,Mapped to catalog block 'Carousel'.
Your Eczema Experience | Eczema HQ,Global Utility Strip,Provides links for user actions such as signing up for updates.,M,1,Includes user interaction elements requiring accessibility considerations.,https://www.eczemaheadquarters.com/understanding-eczema/eczema-experience-tool,global_utility_strip,Utility strip,No exact match found in the AEM block catalog.
Your Eczema Experience | Eczema HQ,Primary Navigation,Main site navigation with links to different sections.,C,1,Deep navigation structure with potential for dynamic content.,https://www.eczemaheadquarters.com/understanding-eczema/eczema-experience-tool,primary_navigation,Main navigation,No exact match found in the AEM block catalog.
Your Eczema Experience | Eczema HQ,Hero Section,Prominent section with the main heading and introduction.,M,1,Includes styling and potential animation.,https://www.eczemaheadquarters.com/understanding-eczema/eczema-experience-tool,hero_section,Hero,Mapped to the Hero block in the AEM catalog.
Your Eczema Experience | Eczema HQ,Introduction Text,Introductory paragraph summarizing the page's purpose.,S,1,Simple text content with basic styling.,https://www.eczemaheadquarters.com/understanding-eczema/eczema-experience-tool,intro_text,Text block,No exact match found in the AEM block catalog.
Your Eczema Experience | Eczema HQ,Experience Tool Section,Interactive section for user engagement with the eczema tool.,C,1,Includes interactive elements requiring advanced scripting.,https://www.eczemaheadquarters.com/understanding-eczema/eczema-experience-tool,experience_tool_section,Interactive tool,No exact match found in the AEM block catalog.
Your Eczema Experience | Eczema HQ,Social Share,Allows sharing the page on social media platforms.,M,1,Requires integration with social media APIs.,https://www.eczemaheadquarters.com/understanding-eczema/eczema-experience-tool,social_share,Social sharing,No exact match found in the AEM block catalog.
Your Eczema Experience | Eczema HQ,Download Tool CTA,Promotes the download of the eczema experience tool.,S,1,Simple link with basic styling.,https://www.eczemaheadquarters.com/understanding-eczema/eczema-experience-tool,download_tool_cta,Call-to-action,No exact match found in the AEM block catalog.
Your Eczema Experience | Eczema HQ,Footer Links,Footer section with additional navigation and resources.,M,1,Includes multiple links and potential dynamic content.,https://www.eczemaheadquarters.com/understanding-eczema/eczema-experience-tool,footer_links,Footer,Mapped to the Footer block in the AEM catalog.
Itch-Scratch Video Transcript,Utility Strip,Displays utility links like contact and subscribe.,S,1,Minimal styling and static links.,https://www.eczemaheadquarters.com/understanding-eczema/eczema-itch-pruritus/scratch-cycle-video-transcript,global_utility_strip,Utility strip,Not directly matched to a catalog block.
Itch-Scratch Video Transcript,Primary Header,Displays the main branding and navigation.,M,1,Involves primary navigation and branding elements.,https://www.eczemaheadquarters.com/understanding-eczema/eczema-itch-pruritus/scratch-cycle-video-transcript,primary_header,Main navigation,Not directly matched to a catalog block.
Itch-Scratch Video Transcript,Mega Navigation,Provides dropdown submenus for navigation.,C,1,Dynamic menus with multiple levels.,https://www.eczemaheadquarters.com/understanding-eczema/eczema-itch-pruritus/scratch-cycle-video-transcript,mega_navigation,Mega menu,Not directly matched to a catalog block.
Itch-Scratch Video Transcript,Hero Section,Highlights main title and introduction content.,M,1,Includes large visuals and text alignment.,https://www.eczemaheadquarters.com/understanding-eczema/eczema-itch-pruritus/scratch-cycle-video-transcript,hero_section,Hero banner,Matched with Hero block in the catalog.
Itch-Scratch Video Transcript,Social Share,Enables social media sharing.,S,1,Static buttons for sharing.,https://www.eczemaheadquarters.com/understanding-eczema/eczema-itch-pruritus/scratch-cycle-video-transcript,social_share,Social sharing buttons,Not directly matched to a catalog block.
Itch-Scratch Video Transcript,Video Player,Displays video content.,M,1,Includes video embedding and lazy loading.,https://www.eczemaheadquarters.com/understanding-eczema/eczema-itch-pruritus/scratch-cycle-video-transcript,video_player,Video component,Matched with Video block in the catalog.
Itch-Scratch Video Transcript,Transcript Text,Shows video transcript content.,S,1,Static text content.,https://www.eczemaheadquarters.com/understanding-eczema/eczema-itch-pruritus/scratch-cycle-video-transcript,transcript_text,Transcript display,Not directly matched to a catalog block.
Itch-Scratch Video Transcript,Next Page CTA,Call-to-action for navigating to the next page.,S,1,Simple link with styling.,https://www.eczemaheadquarters.com/understanding-eczema/eczema-itch-pruritus/scratch-cycle-video-transcript,next_page_cta,Call-to-action,Not directly matched to a catalog block.
Itch-Scratch Video Transcript,Recommended Topics,Displays related topics for further reading.,M,1,Dynamic content loading.,https://www.eczemaheadquarters.com/understanding-eczema/eczema-itch-pruritus/scratch-cycle-video-transcript,recommended_topics,Related topics,Not directly matched to a catalog block.
Itch-Scratch Video Transcript,Footer,Displays footer content with links and navigation.,M,1,Includes multiple links and styling.,https://www.eczemaheadquarters.com/understanding-eczema/eczema-itch-pruritus/scratch-cycle-video-transcript,footer,Footer navigation,Matched with Footer block in the catalog.
Ways to Make Your Eczema Doctor Your BFF | Eczema HQ,Utility Navigation,"Supports user interactions like login, sign-up, and search.",S,1,Basic navigation features without deep interactivity.,https://www.eczemaheadquarters.com/learnings-from-the-lab/partnering-with-your-doctor,global_utility_navigation,Utility strip,Directly tied to header functionality.
Ways to Make Your Eczema Doctor Your BFF | Eczema HQ,Primary Navigation,Provides main site navigation links.,M,1,Includes hierarchical navigation with submenus.,https://www.eczemaheadquarters.com/learnings-from-the-lab/partnering-with-your-doctor,primary_navigation,Main navigation,Requires accessibility for dropdowns and nested items.
Ways to Make Your Eczema Doctor Your BFF | Eczema HQ,Hero Section,Highlights the main topic with a prominent heading.,S,1,Static content without dynamic features.,https://www.eczemaheadquarters.com/learnings-from-the-lab/partnering-with-your-doctor,hero_section,Static hero,Focused on page introduction.
Ways to Make Your Eczema Doctor Your BFF | Eczema HQ,Social Share,Allows sharing content on social media.,S,1,Embedded functionality for external platforms.,https://www.eczemaheadquarters.com/learnings-from-the-lab/partnering-with-your-doctor,social_share,Share buttons,Requires integration with social APIs.
Ways to Make Your Eczema Doctor Your BFF | Eczema HQ,Content Introduction,Introduces page content with text overview.,S,1,Simple textual content layout.,https://www.eczemaheadquarters.com/learnings-from-the-lab/partnering-with-your-doctor,main_content_intro,Text column,Ensures readability and basic styling.
